mun_code,mun_name,district_code,year,gross_income_pc,wage,pension,unemp_benefit,other_benefits,other_income
33024,Gijón,3302408,2017,14819,7772,4942,260,849,997
33024,Gijón,3302408,2016,14434,7524,4789,285,817,1019
33024,Gijón,3302408,2015,14203,7356,4676,330,810,1032
33024,Gijón,3302409,2022,23157,12709,4692,252,977,4526
33024,Gijón,3302409,2021,21448,11763,4483,392,910,3898
33024,Gijón,3302409,2020,20563,11145,4442,654,847,3475
33024,Gijón,3302409,2019,20712,11506,4323,221,845,3816
33024,Gijón,3302409,2018,19852,10958,4214,215,833,3631
33024,Gijón,3302409,2017,19246,10501,4120,233,757,3634
33024,Gijón,3302409,2016,18564,10045,4040,243,737,3499
33024,Gijón,3302409,2015,18595,9767,4007,279,737,3805
33025,Gozón,3302501,2022,18089,9511,5299,279,886,2114
33025,Gozón,3302501,2021,16907,8877,4899,376,802,1953
33025,Gozón,3302501,2020,16079,8216,4936,595,759,1573
33025,Gozón,3302501,2019,15753,8367,4741,224,766,1655
33025,Gozón,3302501,2018,14939,7895,4503,218,728,1596
33025,Gozón,3302501,2017,14477,7690,4374,204,681,1527
33025,Gozón,3302501,2016,14042,7390,4322,217,689,1424
33025,Gozón,3302501,2015,13682,7119,4270,251,672,1370
33026,Grado,3302601,2022,15597,7984,4663,264,1288,1399
33026,Grado,3302601,2021,14608,7370,4412,391,1233,1202
33026,Grado,3302601,2020,13927,6843,4337,596,1170,981
33026,Grado,3302601,2019,13811,7052,4242,216,1173,1128
33026,Grado,3302601,2018,13253,6649,4084,215,1138,1168
33026,Grado,3302601,2017,12799,6413,3930,216,1074,1166
33026,Grado,3302601,2016,12391,6145,3862,229,1036,1119
33026,Grado,3302601,2015,12030,5749,3747,298,1021,1215
33027,Grandas de Salime,3302701,2022,18299,9210,5874,195,1396,1625
33027,Grandas de Salime,3302701,2021,16890,8188,5550,329,1336,1484
33027,Grandas de Salime,3302701,2020,15329,7519,4928,442,1174,1267
33027,Grandas de Salime,3302701,2019,15168,7762,4804,203,1086,1313
33027,Grandas de Salime,3302701,2018,14423,6991,4705,202,985,1540
33027,Grandas de Salime,3302701,2017,13700,6593,4548,161,910,1487
33027,Grandas de Salime,3302701,2016,12962,6359,4353,146,907,1197
33027,Grandas de Salime,3302701,2015,12817,5934,4415,193,861,1413
33028,Ibias,3302801,2022,19568,6784,9143,333,1433,1255
33028,Ibias,3302801,2021,18533,6384,8623,427,1336,1116
33028,Ibias,3302801,2020,17763,6039,8723,591,1259,960
33028,Ibias,3302801,2019,17421,6393,8215,348,1225,1077
33028,Ibias,3302801,2018,16023,5573,7776,308,1187,993
33028,Ibias,3302801,2017,15584,5623,7211,401,1116,1040
33028,Ibias,3302801,2016,14691,5397,6799,407,1093,823
33028,Ibias,3302801,2015,14789,5752,6627,282,1089,883
33029,Illano,3302901,2022,14608,5605,6498,221,946,1338
33029,Illano,3302901,2021,12986,4876,6062,208,865,975
33029,Illano,3302901,2020,12589,4693,5694,365,822,1014
33029,Illano,3302901,2019,11941,4747,5472,83,845,794
33029,Illano,3302901,2018,11390,4079,5288,139,917,966
33029,Illano,3302901,2017,11241,4161,5248,156,844,831
33029,Illano,3302901,2016,11014,3916,5055,198,797,1047
33029,Illano,3302901,2015,10616,3589,5082,251,878,815
33030,Illas,3303001,2022,18521,9694,5370,229,579,2648
33030,Illas,3303001,2021,17224,8918,5015,402,541,2348
33030,Illas,3303001,2020,16438,8208,5099,659,536,1935
33030,Illas,3303001,2019,16313,8433,4983,195,551,2151
33030,Illas,3303001,2018,15772,7788,4810,196,618,2359
33030,Illas,3303001,2017,15225,7438,4895,220,591,2082
33030,Illas,3303001,2016,15162,7429,4976,178,572,2007
33030,Illas,3303001,2015,14270,6949,4750,242,552,1777
33031,Langreo,3303101,2022,15828,7369,5574,310,1184,1392
33031,Langreo,3303101,2021,13579,5408,5910,425,1007,829
33031,Langreo,3303101,2020,12634,5162,5474,522,796,680
33031,Langreo,3303101,2019,12476,5345,5451,264,720,695
33031,Langreo,3303101,2018,11841,5115,5148,216,679,682
33031,Langreo,3303101,2017,11478,4676,5178,264,752,609
33031,Langreo,3303101,2016,11371,4362,5341,289,815,564
33031,Langreo,3303101,2015,11453,4504,5240,370,733,606
33031,Langreo,3303102,2022,14683,5972,6725,307,1232,447
33031,Langreo,3303102,2021,13633,5423,6287,402,1100,420
33031,Langreo,3303102,2020,13420,4473,7025,543,1036,343
33031,Langreo,3303102,2019,13193,4438,7064,264,996,430
33031,Langreo,3303102,2018,12660,4211,6852,249,901,446
33031,Langreo,3303102,2017,12294,3919,6847,247,868,413
33031,Langreo,3303102,2016,12051,3633,6814,306,884,414
33031,Langreo,3303102,2015,11747,3343,6714,378,870,442
33031,Langreo,3303103,2022,14639,6665,5799,303,1350,521
33031,Langreo,3303103,2021,13766,6033,5604,435,1180,514
33031,Langreo,3303103,2020,13200,5485,5667,613,1031,405
33031,Langreo,3303103,2019,13514,6096,5672,259,970,517
33031,Langreo,3303103,2018,12644,5442,5549,259,955,439
33031,Langreo,3303103,2017,12205,5131,5504,291,906,374
33031,Langreo,3303103,2016,11819,4898,5325,297,928,371
33031,Langreo,3303103,2015,11674,4648,5350,316,959,401
33031,Langreo,3303104,2022,14240,6127,6120,299,1305,388
33031,Langreo,3303104,2021,13424,5672,5787,395,1197,373
33031,Langreo,3303104,2020,12968,4742,6276,580,1084,286
33031,Langreo,3303104,2019,12985,5070,6240,290,1039,346
33031,Langreo,3303104,2018,12335,4746,6040,237,986,327
33031,Langreo,3303104,2017,11827,4533,5776,287,932,298
33031,Langreo,3303104,2016,11482,4359,5616,303,894,310
33031,Langreo,3303104,2015,11348,4193,5557,380,873,344
33031,Langreo,3303105,2022,16908,7838,6950,274,1013,834
33031,Langreo,3303105,2021,15900,7274,6495,402,917,812
33031,Langreo,3303105,2020,15652,6577,6885,575,875,740
33031,Langreo,3303105,2019,15607,6806,6886,248,837,830
33031,Langreo,3303105,2018,14855,6406,6626,245,773,805
33031,Langreo,3303105,2017,14454,6146,6546,263,733,765
33031,Langreo,3303105,2016,14224,5900,6541,272,735,776
33031,Langreo,3303105,2015,14017,5666,6455,319,752,825
33031,Langreo,3303106,2022,15753,7015,6674,326,986,751
33031,Langreo,3303106,2021,15039,6541,6494,401,905,698
33031,Langreo,3303106,2020,14661,5882,6854,547,788,589
33031,Langreo,3303106,2019,13984,5663,6664,280,866,509
33031,Langreo,3303106,2018,13521,5305,6665,207,841,503
33031,Langreo,3303106,2017,13064,4806,6647,225,885,500
33031,Langreo,3303106,2016,12758,4452,6688,331,854,433
33031,Langreo,3303106,2015,12884,4311,6636,356,817,764
33031,Langreo,3303107,2022,16959,8910,5574,294,1136,1045
33031,Langreo,3303107,2021,16074,8427,5191,413,1034,1008
33031,Langreo,3303107,2020,15508,7605,5521,628,939,815
33031,Langreo,3303107,2019,15597,8120,5399,265,896,917
33031,Langreo,3303107,2018,14872,7656,5184,249,855,928
33031,Langreo,3303107,2017,14379,7387,5073,264,790,865
33031,Langreo,3303107,2016,14039,7084,5013,316,786,839
33031,Langreo,3303107,2015,13973,6945,5014,349,763,901
33032,Laviana,3303201,2022,17007,7764,6955,252,1015,1020
33032,Laviana,3303201,2021,16119,7310,6476,373,975,985
33032,Laviana,3303201,2020,15490,6131,7103,540,906,812
33032,Laviana,3303201,2019,15434,6239,7072,230,904,988
33032,Laviana,3303201,2018,14700,5803,6897,217,866,916
33032,Laviana,3303201,2017,14238,5474,6857,236,830,841
33032,Laviana,3303201,2016,13915,5188,6834,272,833,787
33032,Laviana,3303201,2015,13761,4896,6876,286,845,858
33033,Lena,3303301,2022,17305,7715,7015,283,1152,1140
33033,Lena,3303301,2021,16179,7144,6514,394,1073,1055
33033,Lena,3303301,2020,15646,6183,7059,534,1014,857
33033,Lena,3303301,2019,15475,6266,6938,274,1010,987
33033,Lena,3303301,2018,14845,5963,6679,252,956,996
33033,Lena,3303301,2017,14343,5721,6480,272,919,950
33033,Lena,3303301,2016,13935,5485,6277,301,912,960
33033,Lena,3303301,2015,14006,5383,6385,339,920,980
33034,Valdés,3303401,2022,15585,7258,5086,225,865,2150
33034,Valdés,3303401,2021,14512,6678,4632,414,792,1997
33034,Valdés,3303401,2020,13715,6325,4503,546,789,1553
33034,Valdés,3303401,2019,13561,6376,4470,214,777,1723
33034,Valdés,3303401,2018,12870,5992,4292,215,710,1660
33034,Valdés,3303401,2017,12459,5904,3999,216,672,1667
33034,Valdés,3303401,2016,11798,5575,3856,229,643,1496
33034,Valdés,3303401,2015,11711,5387,3819,285,618,1601
33034,Valdés,3303402,2022,14936,6452,4975,209,860,2440
33034,Valdés,3303402,2021,13782,6008,4620,287,794,2073
33034,Valdés,3303402,2020,12985,5623,4462,376,769,1755
33034,Valdés,3303402,2019,12920,5507,4390,155,824,2045
33034,Valdés,3303402,2018,12494,5353,4314,157,768,1902
33034,Valdés,3303402,2017,11902,5101,4013,135,699,1954
33034,Valdés,3303402,2016,11229,4775,3890,147,693,1726
33034,Valdés,3303402,2015,10762,4396,3884,207,701,1573
33034,Valdés,3303404,2022,14842,6168,5379,231,997,2066
33034,Valdés,3303404,2021,13544,5737,5012,290,813,1692
33034,Valdés,3303404,2020,12469,5185,4781,459,787,1257
33034,Valdés,3303404,2019,12437,5253,4610,183,809,1580
33034,Valdés,3303404,2018,11822,4842,4458,220,727,1575
33034,Valdés,3303404,2017,11271,4685,4266,174,693,1453
33034,Valdés,3303404,2016,10565,4333,4195,155,629,1254
33034,Valdés,3303404,2015,10111,3928,4079,195,616,1293
33034,Valdés,3303405,2022,13145,4510,5457,146,1006,2027
33034,Valdés,3303405,2021,12004,4090,4916,235,994,1768
33034,Valdés,3303405,2020,11369,3778,4803,326,976,1486
33034,Valdés,3303405,2019,11113,3722,4720,163,943,1565
33034,Valdés,3303405,2018,10657,3537,4612,161,849,1498
33034,Valdés,3303405,2017,10057,3360,4476,122,826,1273
33034,Valdés,3303405,2016,9606,3068,4401,142,864,1132
33034,Valdés,3303405,2015,9572,2785,4545,207,911,1123
33035,Llanera,3303501,2022,18411,11051,4111,274,985,1990
33035,Llanera,3303501,2021,17221,10357,3832,418,922,1692
33035,Llanera,3303501,2020,16166,9628,3618,673,838,1409
33035,Llanera,3303501,2019,16265,10102,3517,270,810,1567
33035,Llanera,3303501,2018,15443,9537,3368,246,754,1538
33035,Llanera,3303501,2017,14900,9161,3287,261,701,1490
33035,Llanera,3303501,2016,14503,8956,3136,284,673,1454
33035,Llanera,3303501,2015,14128,8657,3038,345,677,1412
33036,Llanes,3303601,2022,15608,7686,4119,328,720,2754
33036,Llanes,3303601,2021,14522,6995,3870,575,671,2411
33036,Llanes,3303601,2020,13362,6300,3739,787,603,1932
33036,Llanes,3303601,2019,13066,6462,3549,302,595,2157
33036,Llanes,3303601,2018,12359,6088,3395,277,566,2034
33036,Llanes,3303601,2017,11867,5862,3274,294,521,1917
33036,Llanes,3303601,2016,11277,5496,3209,303,497,1773
33036,Llanes,3303601,2015,11331,5540,3259,341,497,1695
33037,Mieres,3303701,2022,17025,7412,7267,281,1110,954
33037,Mieres,3303701,2021,16067,6992,6782,367,1021,905
33037,Mieres,3303701,2020,15498,5935,7339,563,945,715
33037,Mieres,3303701,2019,15358,6092,7278,267,917,805
33037,Mieres,3303701,2018,14744,5732,7075,264,862,812
33037,Mieres,3303701,2017,14353,5557,6984,255,804,752
33037,Mieres,3303701,2016,14083,5293,6939,298,784,769
33037,Mieres,3303701,2015,13933,5050,6934,341,774,834
33038,Morcín,3303801,2022,18853,9909,6588,294,1089,972
33038,Morcín,3303801,2021,17499,9152,6037,376,1031,902
33038,Morcín,3303801,2020,16943,7744,6961,571,954,712
33038,Morcín,3303801,2019,17073,8117,7001,251,897,806
33038,Morcín,3303801,2018,16282,7396,7042,211,883,749
33038,Morcín,3303801,2017,15672,7090,6697,248,854,782
33038,Morcín,3303801,2016,15341,6919,6557,295,885,684
33038,Morcín,3303801,2015,15179,6532,6693,338,909,708
33039,Muros de Nalón,3303901,2022,18074,9559,5380,312,1004,1818
33039,Muros de Nalón,3303901,2021,16647,8526,5124,414,872,1711
33039,Muros de Nalón,3303901,2020,16084,7995,5237,623,796,1434
33039,Muros de Nalón,3303901,2019,15266,7850,5104,276,817,1219
33039,Muros de Nalón,3303901,2018,14395,7188,4977,287,766,1178
33039,Muros de Nalón,3303901,2017,14312,7057,5152,250,717,1135
33039,Muros de Nalón,3303901,2016,13771,6763,4788,252,685,1283
33039,Muros de Nalón,3303901,2015,13645,6586,4890,318,698,1154
33040,Nava,3304001,2022,16095,7841,5355,264,1006,1629
33040,Nava,3304001,2021,15199,7367,4888,397,938,1610
33040,Nava,3304001,2020,14330,6562,5013,650,894,1210
33040,Nava,3304001,2019,14003,6614,4907,223,883,1377
33040,Nava,3304001,2018,13209,6010,4698,212,850,1438
33040,Nava,3304001,2017,12737,5800,4590,227,819,1300
33040,Nava,3304001,2016,12225,5365,4590,258,784,1229
33040,Nava,3304001,2015,12085,5015,4626,313,848,1283
33041,Navia,3304101,2022,17629,9421,4932,215,937,2124
33041,Navia,3304101,2021,16357,8729,4448,355,899,1926
33041,Navia,3304101,2020,15419,8171,4306,545,829,1568
33041,Navia,3304101,2019,15541,8446,4193,210,822,1869
33041,Navia,3304101,2018,14667,7913,3961,213,784,1796
33041,Navia,3304101,2017,14152,7486,3995,216,703,1753
33041,Navia,3304101,2016,13513,7296,3673,225,684,1636
33041,Navia,3304101,2015,13206,7043,3641,259,676,1586
33042,Noreña,3304201,2022,17829,10575,4207,265,1021,1760
33042,Noreña,3304201,2021,16391,9677,3823,401,939,1550
33042,Noreña,3304201,2020,15986,9233,3797,664,909,1382
33042,Noreña,3304201,2019,15803,9439,3593,238,867,1666
33042,Noreña,3304201,2018,15166,8970,3550,242,820,1584
33042,Noreña,3304201,2017,14490,8697,3424,255,761,1355
33042,Noreña,3304201,2016,14301,8432,3305,279,752,1533
33042,Noreña,3304201,2015,13913,8237,3238,336,741,1362
33043,Onís,3304301,2022,12294,4632,4342,387,807,2126
33043,Onís,3304301,2021,11716,4255,4095,632,740,1995
33043,Onís,3304301,2020,10856,3975,3783,819,790,1489
33043,Onís,3304301,2019,10770,4288,3853,242,725,1662
33043,Onís,3304301,2018,10446,3984,3562,190,710,2000
33043,Onís,3304301,2017,9313,3552,3370,230,678,1483
33043,Onís,3304301,2016,9012,3391,3205,249,655,1512
33043,Onís,3304301,2015,8504,3073,3219,233,636,1343
33044,Oviedo,3304401,2022,27515,12917,7683,206,1004,5705
33044,Oviedo,3304401,2021,26045,12300,7287,361,969,5127
33044,Oviedo,3304401,2020,24261,11241,7202,535,927,4356
33044,Oviedo,3304401,2019,24822,11501,6925,186,891,5320
33044,Oviedo,3304401,2018,24281,11263,6844,182,871,5121
33044,Oviedo,3304401,2017,23900,10872,6583,177,759,5510
33044,Oviedo,3304401,2016,22410,10702,6303,203,713,4489
33044,Oviedo,3304401,2015,22433,10620,6178,238,774,4623
33044,Oviedo,3304402,2022,24796,11697,8472,206,1043,3378
33044,Oviedo,3304402,2021,23804,11288,7977,326,1019,3194
33044,Oviedo,3304402,2020,22945,11046,7674,500,946,2780
33044,Oviedo,3304402,2019,23195,11374,7434,192,917,3278
33044,Oviedo,3304402,2018,22749,11215,7300,188,867,3180
33044,Oviedo,3304402,2017,21751,10947,6719,183,782,3119
33044,Oviedo,3304402,2016,21077,10952,6429,205,778,2715
33044,Oviedo,3304402,2015,20918,10957,6148,245,774,2794
33044,Oviedo,3304403,2022,18977,11399,4918,264,950,1446
33044,Oviedo,3304403,2021,17747,10736,4484,395,869,1263
33044,Oviedo,3304403,2020,17196,10164,4486,628,820,1098
33044,Oviedo,3304403,2019,17057,10570,4263,257,806,1161
33044,Oviedo,3304403,2018,16403,10136,4117,243,773,1133
33044,Oviedo,3304403,2017,15830,9876,3937,253,703,1060
33044,Oviedo,3304403,2016,15238,9449,3817,281,680,1010
33044,Oviedo,3304403,2015,14977,9229,3710,319,670,1049
33044,Oviedo,3304404,2022,15486,8587,4477,277,1088,1058
33044,Oviedo,3304404,2021,14659,7994,4260,459,994,952
33044,Oviedo,3304404,2020,13938,7455,4075,693,912,802
33044,Oviedo,3304404,2019,14050,7937,3995,259,887,972
33044,Oviedo,3304404,2018,13378,7575,3788,255,850,909
33044,Oviedo,3304404,2017,12996,7446,3593,267,781,909
33044,Oviedo,3304404,2016,12612,7262,3457,294,752,848
33044,Oviedo,3304404,2015,12406,7077,3370,347,730,882
33044,Oviedo,3304405,2022,16527,9837,4138,288,1103,1161
33044,Oviedo,3304405,2021,15627,9316,3884,431,993,1004
33044,Oviedo,3304405,2020,14735,8598,3788,633,913,804
33044,Oviedo,3304405,2019,14698,8942,3669,255,887,944
33044,Oviedo,3304405,2018,13945,8493,3517,248,831,855
33044,Oviedo,3304405,2017,13288,8124,3371,261,741,790
33044,Oviedo,3304405,2016,12909,7829,3279,306,716,779
33044,Oviedo,3304405,2015,12848,7787,3241,337,713,771
33044,Oviedo,3304406,2022,15692,9972,3437,285,1052,946
33044,Oviedo,3304406,2021,14751,9274,3209,461,966,842
33044,Oviedo,3304406,2020,14080,8650,3117,694,866,752
33044,Oviedo,3304406,2019,13942,9050,2978,281,822,810
33044,Oviedo,3304406,2018,13384,8705,2827,266,790,796
33044,Oviedo,3304406,2017,12901,8466,2742,283,664,746
33044,Oviedo,3304406,2016,12561,8271,2631,315,633,711
33044,Oviedo,3304406,2015,12308,8013,2570,366,620,740
33044,Oviedo,3304407,2022,24109,11041,7257,216,1253,4342
33044,Oviedo,3304407,2021,22716,10323,6895,362,1233,3903
33044,Oviedo,3304407,2020,21493,9609,6796,562,1148,3378
33044,Oviedo,3304407,2019,21735,9743,6567,197,1141,4088
33044,Oviedo,3304407,2018,20515,9342,6232,190,1089,3663
33044,Oviedo,3304407,2017,20218,9424,5907,206,1010,3671
33044,Oviedo,3304407,2016,19765,9271,5877,233,1003,3381
33044,Oviedo,3304407,2015,19358,9037,5745,245,1002,3328
33044,Oviedo,3304408,2022,19727,10930,5558,247,1046,1947
33044,Oviedo,3304408,2021,18834,10471,5157,406,976,1824
33044,Oviedo,3304408,2020,18063,9826,5125,636,917,1560
33044,Oviedo,3304408,2019,18018,10261,4861,241,909,1745
33044,Oviedo,3304408,2018,17411,9979,4687,223,858,1664
33044,Oviedo,3304408,2017,16790,9837,4430,236,774,1512
33044,Oviedo,3304408,2016,16365,9623,4251,272,745,1474
33044,Oviedo,3304408,2015,16193,9418,4059,320,741,1656
33044,Oviedo,3304409,2022,18943,11791,4237,258,943,1714
33044,Oviedo,3304409,2021,17983,11278,3936,410,844,1515
33044,Oviedo,3304409,2020,17039,10498,3817,643,790,1291
33044,Oviedo,3304409,2019,16913,10805,3654,237,763,1454
33044,Oviedo,3304409,2018,16355,10490,3475,234,742,1414
33044,Oviedo,3304409,2017,15778,10238,3315,237,656,1332
33044,Oviedo,3304409,2016,15473,10014,3266,263,632,1299
33044,Oviedo,3304409,2015,15119,9722,3175,308,628,1286
33044,Oviedo,3304410,2022,19737,10678,5729,259,1040,2030
33044,Oviedo,3304410,2021,18881,10138,5467,408,950,1918
33044,Oviedo,3304410,2020,18048,9617,5287,597,883,1664
33044,Oviedo,3304410,2019,17970,10007,4964,221,856,1923
33044,Oviedo,3304410,2018,17270,9682,4714,212,822,1840
33044,Oviedo,3304410,2017,16842,9513,4551,233,751,1793
33044,Oviedo,3304410,2016,16535,9411,4338,264,714,1808
33044,Oviedo,3304410,2015,16322,9321,4255,280,685,1780
33044,Oviedo,3304411,2022,33221,14512,8371,142,1012,9184
33044,Oviedo,3304411,2021,31161,13653,7968,228,984,8328
33044,Oviedo,3304411,2020,29567,12663,7954,395,934,7621
33044,Oviedo,3304411,2019,30540,12866,7922,141,901,8711
33044,Oviedo,3304411,2018,29766,12454,7719,152,879,8562
33044,Oviedo,3304411,2017,28327,11955,7391,123,827,8031
33044,Oviedo,3304411,2016,27774,11640,7286,142,791,7915
33044,Oviedo,3304411,2015,26813,11276,7109,146,767,7514
33044,Oviedo,3304412,2022,23796,13532,5964,194,1004,3102
33044,Oviedo,3304412,2021,22621,12952,5667,333,951,2717
33044,Oviedo,3304412,2020,21700,12213,5689,507,909,2381
33044,Oviedo,3304412,2019,21767,12498,5439,194,909,2727
33044,Oviedo,3304412,2018,21019,11980,5382,183,863,2612
33044,Oviedo,3304412,2017,20483,11912,5151,182,778,2461
33044,Oviedo,3304412,2016,19888,11618,4999,210,762,2300
33044,Oviedo,3304412,2015,19667,11503,4877,236,736,2315
33044,Oviedo,3304413,2022,14651,NA,NA,NA,NA,NA
33044,Oviedo,3304413,2021,14121,6449,5483,404,1336,424
33044,Oviedo,3304413,2020,13567,5698,5754,565,1204,346
33044,Oviedo,3304413,2019,13597,6005,5749,283,1153,408
33044,Oviedo,3304413,2018,12888,5610,5469,211,1130,468
33044,Oviedo,3304413,2017,12386,5184,5394,230,1116,442
33044,Oviedo,3304413,2016,12038,4845,5241,263,1093,484
33044,Oviedo,3304413,2015,12004,4764,5271,322,1089,461
33044,Oviedo,3304414,2022,19861,11525,4456,215,1045,2620
33044,Oviedo,3304414,2021,18608,10776,4231,409,1019,2173
33044,Oviedo,3304414,2020,17827,10352,4110,645,939,1781
33044,Oviedo,3304414,2019,17732,10496,4057,213,922,2044
33044,Oviedo,3304414,2018,17162,10007,3917,245,890,2104
33044,Oviedo,3304414,2017,16051,9506,3696,243,774,1832
33044,Oviedo,3304414,2016,15743,9338,3719,238,868,1581
33044,Oviedo,3304414,2015,15536,9127,3645,271,834,1659
33044,Oviedo,3304415,2022,16208,8435,5230,260,1238,1045
33044,Oviedo,3304415,2021,15400,8036,4939,382,1038,1005
33044,Oviedo,3304415,2020,14680,7444,4900,588,958,789
33044,Oviedo,3304415,2019,14409,7508,4742,257,979,923
33044,Oviedo,3304415,2018,13722,7106,4495,251,958,913
33044,Oviedo,3304415,2017,13120,6862,4308,238,875,837
33044,Oviedo,3304415,2016,12701,6490,4151,301,915,844
33044,Oviedo,3304415,2015,12294,6162,4101,385,867,778
33044,Oviedo,3304416,2022,19181,10359,4930,238,1088,2565
33044,Oviedo,3304416,2021,18069,9684,4598,431,999,2358
33044,Oviedo,3304416,2020,17680,9029,4425,624,942,2660
33044,Oviedo,3304416,2019,17438,9314,4294,200,897,2733
33044,Oviedo,3304416,2018,16685,9039,4148,218,893,2387
33044,Oviedo,3304416,2017,15593,8681,3949,222,781,1960
33044,Oviedo,3304416,2016,15178,8354,3777,292,771,1983
33044,Oviedo,3304416,2015,14792,8295,3650,330,763,1754
33045,Parres,3304501,2022,14804,7284,4246,314,883,2076
33045,Parres,3304501,2021,13929,6630,3947,508,793,2051
33045,Parres,3304501,2020,12915,6196,3795,710,661,1552
33045,Parres,3304501,2019,12932,6457,3660,296,656,1864
33045,Parres,3304501,2018,12292,6164,3504,251,651,1723
33045,Parres,3304501,2017,11778,5922,3429,245,597,1585
33045,Parres,3304501,2016,11308,5636,3360,281,550,1482
33045,Parres,3304501,2015,10884,5296,3309,289,530,1459
33046,Peñamellera Alta,3304601,2022,12652,4627,5039,264,1210,1512
33046,Peñamellera Alta,3304601,2021,12550,4390,4780,356,1109,1915
33046,Peñamellera Alta,3304601,2020,12016,3949,5039,517,984,1526
33046,Peñamellera Alta,3304601,2019,11595,4125,4766,265,937,1501
33046,Peñamellera Alta,3304601,2018,10776,3889,4418,247,909,1313
33046,Peñamellera Alta,3304601,2017,10251,3535,4165,320,904,1327
33046,Peñamellera Alta,3304601,2016,9586,3298,4011,346,873,1057
33046,Peñamellera Alta,3304601,2015,9419,2959,4095,327,826,1212
33047,Peñamellera Baja,3304701,2022,13257,6020,4132,327,662,2117
33047,Peñamellera Baja,3304701,2021,12127,5494,3797,440,586,1811
33047,Peñamellera Baja,3304701,2020,11823,4783,4277,692,651,1420
33047,Peñamellera Baja,3304701,2019,11158,4944,3672,297,559,1686
33047,Peñamellera Baja,3304701,2018,10419,4450,3709,230,537,1493
33047,Peñamellera Baja,3304701,2017,9949,4219,3423,235,559,1513
33047,Peñamellera Baja,3304701,2016,9536,4018,3451,260,505,1302
33047,Peñamellera Baja,3304701,2015,9408,3833,3568,312,482,1214
33048,Pesoz,3304801,2022,14580,5736,6388,229,1077,1150
33048,Pesoz,3304801,2021,13634,5432,5815,454,894,1040
33048,Pesoz,3304801,2020,12846,5029,5486,475,910,946
33048,Pesoz,3304801,2019,12262,4722,5524,314,926,776
33048,Pesoz,3304801,2018,12845,4805,5709,246,1164,921
33048,Pesoz,3304801,2017,12301,4552,5705,197,1116,720
33048,Pesoz,3304801,2016,11993,4832,5316,301,1006,538
33048,Pesoz,3304801,2015,10845,4306,4811,315,912,501
33049,Piloña,3304901,2022,14528,6666,4884,308,1043,1627
33049,Piloña,3304901,2021,13690,6146,4472,510,1034,1528
33049,Piloña,3304901,2020,13027,5642,4522,638,935,1291
33049,Piloña,3304901,2019,12731,5789,4388,279,927,1349
33049,Piloña,3304901,2018,12224,5524,4297,243,887,1272
33049,Piloña,3304901,2017,11491,5220,4023,261,828,1159
33049,Piloña,3304901,2016,11181,5002,3999,272,821,1088
33049,Piloña,3304901,2015,10927,4740,3927,302,824,1134
33050,Ponga,3305001,2022,15268,5664,6369,262,1280,1694
33050,Ponga,3305001,2021,14293,5167,5631,566,1305,1624
33050,Ponga,3305001,2020,13863,4939,5780,668,1155,1320
33050,Ponga,3305001,2019,13309,4929,5585,312,1029,1454
33050,Ponga,3305001,2018,12944,5072,5116,291,1016,1449
33050,Ponga,3305001,2017,12493,4923,5036,223,1048,1264
33050,Ponga,3305001,2016,11704,4531,4839,305,992,1037
33050,Ponga,3305001,2015,11321,4430,4452,275,1084,1080
33051,Pravia,3305101,2022,15177,7999,4563,263,943,1409
33051,Pravia,3305101,2021,14159,7473,4219,379,856,1231
33051,Pravia,3305101,2020,13538,6982,4123,601,788,1044
33051,Pravia,3305101,2019,13500,7274,4002,241,767,1215
33051,Pravia,3305101,2018,13081,6811,3838,222,737,1474
33051,Pravia,3305101,2017,12363,6597,3677,194,691,1204
33051,Pravia,3305101,2016,11854,6145,3671,241,677,1119
33051,Pravia,3305101,2015,11595,5931,3591,272,681,1121
33052,Proaza,3305201,2022,18846,NA,NA,NA,NA,NA
33052,Proaza,3305201,2021,17588,7703,6382,340,1336,1650
33052,Proaza,3305201,2020,17258,7073,6844,528,1259,1304
33052,Proaza,3305201,2019,16776,6950,6891,247,1225,1342
33052,Proaza,3305201,2018,16238,6776,6575,265,1187,1361
33052,Proaza,3305201,2017,15925,6773,6354,235,1116,1332
33052,Proaza,3305201,2016,15167,6294,6119,259,1093,1139
33052,Proaza,3305201,2015,14691,5669,6106,279,1089,1258
33053,Quirós,3305301,2022,19317,NA,NA,NA,NA,NA
33053,Quirós,3305301,2021,18235,6936,7844,398,1336,1596
33053,Quirós,3305301,2020,17598,5930,8203,538,1259,1398
33053,Quirós,3305301,2019,17311,5961,8326,226,1225,1249
33053,Quirós,3305301,2018,17184,5822,8302,199,1187,1241
33053,Quirós,3305301,2017,16570,5631,7845,241,1116,1185
33053,Quirós,3305301,2016,15991,5313,7679,290,1093,1009
33053,Quirós,3305301,2015,15977,5108,7398,259,1089,1154
33054,"Regueras, Las",3305401,2022,18787,9709,5178,246,1396,2258
33054,"Regueras, Las",3305401,2021,17705,9141,4884,346,1287,2047
33054,"Regueras, Las",3305401,2020,16552,8336,4761,568,1259,1619
33054,"Regueras, Las",3305401,2019,16298,8245,4894,211,1225,1636
33054,"Regueras, Las",3305401,2018,15863,8076,4777,162,1187,1612
33054,"Regueras, Las",3305401,2017,14851,7581,4590,150,1116,1357
33054,"Regueras, Las",3305401,2016,14594,7229,4540,221,1093,1468
