mun_code,mun_name,district_code,year,mean_age,pct_under18,pct_over65,mean_hh_size,pct_single_hh,population,pct_spanish
02074,Tobarra,0207404,2019,54.1,10.1,39.3,2.1,37.6,900,95
02074,Tobarra,0207404,2018,55.1,9.8,40.6,2.1,38.7,892,95.3
02074,Tobarra,0207404,2017,54.6,9,39.9,2.2,37.6,922,95.6
02074,Tobarra,0207404,2016,54.7,8.8,41,2.2,36.5,931,95.8
02074,Tobarra,0207404,2015,55.2,8.5,41.9,2.2,36.6,940,96.9
02075,Valdeganga,0207501,2022,46.6,14.5,25.3,2.5,28.5,1326,96
02075,Valdeganga,0207501,2021,46.9,14.1,25.6,2.5,28.5,1280,96.4
02075,Valdeganga,0207501,2020,46,15.3,25.1,2.5,28.5,1309,97.2
02075,Valdeganga,0207501,2019,46,14.9,25.3,2.5,28.7,1320,97
02075,Valdeganga,0207501,2018,46.3,14.8,25.7,2.5,28.3,1328,96.8
02075,Valdeganga,0207501,2017,46.5,15,26.9,2.5,29,1266,96.2
02075,Valdeganga,0207501,2016,46.1,14.9,26.6,2.5,27.8,1280,97
02075,Valdeganga,0207501,2015,45.9,14.7,26.4,2.5,28,1284,97
02075,Valdeganga,0207502,2022,48.8,12.2,27.1,2.3,35.1,642,93.9
02075,Valdeganga,0207502,2021,48.3,13,27,2.3,35.4,641,94.4
02075,Valdeganga,0207502,2020,49,12.3,28,2.4,33.2,643,96
02075,Valdeganga,0207502,2019,48.1,12.3,26.5,2.5,31.6,667,95.7
02075,Valdeganga,0207502,2018,47.5,12.6,26.1,2.5,30.9,685,95.8
02075,Valdeganga,0207502,2017,47.9,12.4,28.1,2.5,31,668,97.8
02075,Valdeganga,0207502,2016,48.2,11.9,28.3,2.4,31.5,675,98.5
02075,Valdeganga,0207502,2015,47.6,12.6,28,2.5,30.9,693,97.6
02076,Vianos,0207601,2022,53.1,7.8,32,1.9,52.4,322,98.5
02076,Vianos,0207601,2021,53,7,31.3,1.9,49.4,313,99.4
02076,Vianos,0207601,2020,52.7,8.9,31.8,2,45.1,327,99.4
02076,Vianos,0207601,2019,52.4,8.5,32.2,2,45.4,329,99.4
02076,Vianos,0207601,2018,51.9,9.5,31.5,2.1,43.4,349,99.4
02076,Vianos,0207601,2017,51.4,9.3,31.2,2.1,43.2,356,99.5
02076,Vianos,0207601,2016,50.6,9.7,29.5,2.1,43.1,359,99.5
02076,Vianos,0207601,2015,50.6,9.5,29.4,2.1,43.9,367,99.5
02077,Villa de Ves,0207701,2022,50.2,3.3,24.6,2,53.3,61,82
02077,Villa de Ves,0207701,2021,47.9,3.3,21.7,2,53.3,60,81.7
02077,Villa de Ves,0207701,2020,47.3,3.2,17.7,2,48.4,62,85.5
02077,Villa de Ves,0207701,2019,NA,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,0207701,2018,NA,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,0207701,2017,NA,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,0207701,2016,NA,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,0207701,2015,NA,NA,NA,NA,NA,NA,NA
02078,Villalgordo del Júcar,0207801,2022,48.3,11.8,25.3,2.3,35.9,1110,91.7
02078,Villalgordo del Júcar,0207801,2021,48.6,12,26.7,2.3,35.5,1077,93.4
02078,Villalgordo del Júcar,0207801,2020,48,12.4,26.7,2.4,35.7,1086,93.5
02078,Villalgordo del Júcar,0207801,2019,47.5,13.6,26.5,2.4,34.8,1100,92.1
02078,Villalgordo del Júcar,0207801,2018,47.6,13.7,27.4,2.4,34.9,1096,94.2
02078,Villalgordo del Júcar,0207801,2017,47.3,13.8,26.9,2.4,34.3,1127,94.6
02078,Villalgordo del Júcar,0207801,2016,46.7,14.3,26.1,2.4,33.4,1140,95.8
02078,Villalgordo del Júcar,0207801,2015,46.7,14.9,26.5,2.4,32.7,1131,95.7
02079,Villamalea,0207901,2022,45.3,14.8,21.8,2.5,26.4,2106,80.9
02079,Villamalea,0207901,2021,44.9,15.1,21.2,2.6,24.1,2127,80.6
02079,Villamalea,0207901,2020,44.5,15.8,20.5,2.6,23.9,2133,79.8
02079,Villamalea,0207901,2019,44.6,15.7,20.8,2.6,25.4,2124,80.6
02079,Villamalea,0207901,2018,43.9,15.9,20.3,2.6,25.8,2140,81.9
02079,Villamalea,0207901,2017,43.3,16.3,20.3,2.7,24.9,2171,82.1
02079,Villamalea,0207901,2016,43,17.3,20.3,2.7,23.2,2196,82.8
02079,Villamalea,0207901,2015,43.3,17,20.9,2.6,25,2147,84
02079,Villamalea,0207902,2022,45,15.7,21.7,2.5,26.3,1813,83.5
02079,Villamalea,0207902,2021,44,17,20.8,2.6,25.6,1872,82.6
02079,Villamalea,0207902,2020,43.7,16.9,20.7,2.6,24.1,1863,82.2
02079,Villamalea,0207902,2019,43.4,18,20.7,2.6,24.4,1913,81.9
02079,Villamalea,0207902,2018,43.4,17.9,21,2.6,26.3,1882,82.8
02079,Villamalea,0207902,2017,43,17.9,20.7,2.7,26.4,1926,82.3
02079,Villamalea,0207902,2016,43,17.3,20.8,2.7,25.5,1916,82.7
02079,Villamalea,0207902,2015,42.7,17.4,20.5,2.7,25.4,1918,83.3
02080,Villapalacios,0208001,2022,51.3,8.5,29.9,2.2,36.8,556,92.1
02080,Villapalacios,0208001,2021,51.5,8.7,30.1,2.2,38.7,554,92.4
02080,Villapalacios,0208001,2020,51.5,8.3,29.9,2.3,39.7,555,93.7
02080,Villapalacios,0208001,2019,51,9.1,29.8,2.3,41,570,91.6
02080,Villapalacios,0208001,2018,50.2,9.9,28.7,2.2,41.4,585,92.6
02080,Villapalacios,0208001,2017,50.5,10,30.3,2.3,39.5,588,93.9
02080,Villapalacios,0208001,2016,50.6,9.9,30.5,2.3,39.7,597,96.8
02080,Villapalacios,0208001,2015,49.8,11.1,29.4,2.4,36.2,623,94.3
02081,Villarrobledo,0208101,2022,44.5,16.5,22.1,2.5,30.5,3854,88.8
02081,Villarrobledo,0208101,2021,44.2,16.7,21.8,2.5,30.3,3833,89.3
02081,Villarrobledo,0208101,2020,44.1,16.9,21.2,2.5,31,3812,90.4
02081,Villarrobledo,0208101,2019,43.9,16.7,21.6,2.6,29.3,3848,90.1
02081,Villarrobledo,0208101,2018,43.4,17.2,20.8,2.6,28.6,3942,90.1
02081,Villarrobledo,0208101,2017,43.3,17.2,20.3,2.6,28.3,3950,90.3
02081,Villarrobledo,0208101,2016,43.2,16.9,20.2,2.6,27.3,3953,90.8
02081,Villarrobledo,0208101,2015,42.8,17.1,19.7,2.6,28.2,3993,90.4
02081,Villarrobledo,0208102,2022,42.5,18.4,19.1,2.7,24.6,6796,91.4
02081,Villarrobledo,0208102,2021,42.4,18.5,19.1,2.7,24.9,6747,92.1
02081,Villarrobledo,0208102,2020,42.1,18.9,19.1,2.7,24.9,6779,92.1
02081,Villarrobledo,0208102,2019,42.3,18.6,19.4,2.7,24.9,6741,92.9
02081,Villarrobledo,0208102,2018,42.1,18.7,19.6,2.7,24.5,6823,92.8
02081,Villarrobledo,0208102,2017,41.9,18.7,19.6,2.7,24.2,6880,92.5
02081,Villarrobledo,0208102,2016,42,18.3,19.9,2.7,24.2,6854,92.6
02081,Villarrobledo,0208102,2015,41.5,18.6,19.7,2.7,24.9,6908,92
02081,Villarrobledo,0208103,2022,42.3,18.2,18,2.8,24.5,6964,86.3
02081,Villarrobledo,0208103,2021,42.2,18.3,17.8,2.8,24.4,6869,87.9
02081,Villarrobledo,0208103,2020,41.8,18.7,17.8,2.8,24,6857,88.1
02081,Villarrobledo,0208103,2019,41.3,19.5,17.6,2.8,23.1,6963,88
02081,Villarrobledo,0208103,2018,41.1,19.6,17.6,2.8,23.1,6905,88.1
02081,Villarrobledo,0208103,2017,40.6,20.4,17.1,2.8,23.1,6980,87.7
02081,Villarrobledo,0208103,2016,40.5,20.4,17.1,2.8,22.6,6983,87.8
02081,Villarrobledo,0208103,2015,40,20.3,16.7,2.8,24.1,7068,87.3
02081,Villarrobledo,0208104,2022,40.7,18.8,14.1,2.8,23.8,7301,85.2
02081,Villarrobledo,0208104,2021,40.4,19.2,13.8,2.8,23.7,7284,85.4
02081,Villarrobledo,0208104,2020,40,19.5,13.4,2.8,23.3,7392,85.6
02081,Villarrobledo,0208104,2019,39.6,20,13.3,2.8,22.8,7416,85.4
02081,Villarrobledo,0208104,2018,39.2,20.1,13.2,2.8,23,7430,85.7
02081,Villarrobledo,0208104,2017,38.8,20.5,13,2.8,23.6,7486,86
02081,Villarrobledo,0208104,2016,38.7,20.5,13.2,2.8,22.4,7415,86.1
02081,Villarrobledo,0208104,2015,38.3,20.4,12.8,2.8,22.6,7511,86
02082,Villatoya,0208201,2022,52.4,6.1,29,1.8,55.4,114,93
02082,Villatoya,0208201,2021,53.2,7.5,31.8,1.7,54.8,107,99.1
02082,Villatoya,0208201,2020,52.1,9.3,30.6,1.8,51.7,108,98.2
02082,Villatoya,0208201,2019,51.4,10.2,32.4,1.8,48.5,131,97.3
02082,Villatoya,0208201,2018,53.2,8.3,33.9,1.8,48.2,128,96.3
02082,Villatoya,0208201,2017,NA,NA,NA,NA,NA,NA,NA
02082,Villatoya,0208201,2016,56.1,5.6,36.4,1.8,48.1,129,99.1
02082,Villatoya,0208201,2015,55.3,3.6,35.5,1.8,47.9,128,99.1
02083,Villavaliente,0208301,2022,55.7,5.7,38.8,1.9,48.6,209,93.3
02083,Villavaliente,0208301,2021,56.8,5.5,41.1,1.9,49.5,202,95.5
02083,Villavaliente,0208301,2020,55.7,6.5,37.5,2.1,44.8,216,97.7
02083,Villavaliente,0208301,2019,56.5,4.1,39.4,2,44.6,221,98.2
02083,Villavaliente,0208301,2018,56,5.4,40.2,2,41.1,224,98.7
02083,Villavaliente,0208301,2017,55.2,5.8,38.5,2,41.1,226,99.1
02083,Villavaliente,0208301,2016,55.6,5,40.2,2,43.2,219,99.5
02083,Villavaliente,0208301,2015,54.2,5.6,38,2.1,38.4,234,98.7
02084,Villaverde de Guadalimar,0208401,2022,52.9,8.7,30.2,1.8,51.5,311,98.1
02084,Villaverde de Guadalimar,0208401,2021,53.3,7.2,30.5,1.8,52.5,321,99.4
02084,Villaverde de Guadalimar,0208401,2020,52.3,8.7,29.3,1.8,51.4,334,99.4
02084,Villaverde de Guadalimar,0208401,2019,52.8,8.6,30.6,1.9,48.5,327,99.4
02084,Villaverde de Guadalimar,0208401,2018,51.9,9.7,30.3,1.9,48,340,97
02084,Villaverde de Guadalimar,0208401,2017,52,8.3,30.1,1.9,46.6,336,97.1
02084,Villaverde de Guadalimar,0208401,2016,51,10.2,29.4,2,43.5,354,98.3
02084,Villaverde de Guadalimar,0208401,2015,51.8,8.6,31.5,2,40.9,359,98.9
02085,Viveros,0208501,2022,55.1,7.1,35.4,2,46.2,308,96.8
02085,Viveros,0208501,2021,54,7.2,33.7,2.1,39.4,335,96.7
02085,Viveros,0208501,2020,53,7.6,32,2,42.6,331,97.6
02085,Viveros,0208501,2019,52.6,7.6,31.1,2.1,42.9,331,97.6
02085,Viveros,0208501,2018,53.3,7.1,33.9,2,43.4,336,97.6
02085,Viveros,0208501,2017,52.2,7.9,32.3,2.1,40.9,341,97.4
02085,Viveros,0208501,2016,52.7,6.8,33.6,2.1,40.1,339,99.4
02085,Viveros,0208501,2015,52.8,6.2,32.7,2.1,41.4,339,98.2
02086,Yeste,0208601,2022,53.9,9.4,36.2,2,43,2474,98.5
02086,Yeste,0208601,2021,54.2,8.9,36.6,2.1,42.6,2473,99.2
02086,Yeste,0208601,2020,53.9,8.9,36.8,2.1,41.5,2543,98.7
02086,Yeste,0208601,2019,53.6,9.6,37.2,2.1,41.8,2593,98.7
02086,Yeste,0208601,2018,53.8,9.4,37.7,2.1,41.7,2642,99.1
02086,Yeste,0208601,2017,53.5,9.5,37.9,2.1,41.1,2702,99.3
02086,Yeste,0208601,2016,53.5,9.2,38.2,2.2,38.1,2722,99.2
02086,Yeste,0208601,2015,53.3,9.4,37.6,2.2,38.1,2817,99.2
02901,Pozo Cañada,0290101,2022,43.7,18,20.9,2.6,26.4,2713,96.6
02901,Pozo Cañada,0290101,2021,43.5,18.2,21.3,2.6,26.6,2748,96.7
02901,Pozo Cañada,0290101,2020,43.2,18.5,21.1,2.7,26.2,2764,96.3
02901,Pozo Cañada,0290101,2019,43.1,18.8,20.8,2.7,25.9,2776,96.4
02901,Pozo Cañada,0290101,2018,42.5,19.7,19.9,2.7,26.7,2799,96.7
02901,Pozo Cañada,0290101,2017,42.4,19.5,20.1,2.7,25.9,2775,96.7
02901,Pozo Cañada,0290101,2016,42.1,19.7,19.8,2.7,25.8,2788,97
02901,Pozo Cañada,0290101,2015,41.8,19,19.8,2.7,26.1,2786,96.8
09001,Abajas,0900101,2022,61,0,35.7,1.6,52.9,28,96.4
09001,Abajas,0900101,2021,60,0,34.5,1.7,47.1,29,96.6
09001,Abajas,0900101,2020,59,0,34.5,1.7,47.1,29,96.6
09001,Abajas,0900101,2019,NA,NA,NA,NA,NA,NA,NA
09001,Abajas,0900101,2018,NA,NA,NA,NA,NA,NA,NA
09001,Abajas,0900101,2017,NA,NA,NA,NA,NA,NA,NA
09001,Abajas,0900101,2016,NA,NA,NA,NA,NA,NA,NA
09001,Abajas,0900101,2015,NA,NA,NA,NA,NA,NA,NA
09003,Adrada de Haza,0900301,2022,50.3,8.4,30.2,2.1,41.5,202,92.1
09003,Adrada de Haza,0900301,2021,50.5,8.5,30.4,2.2,39.6,201,93.5
09003,Adrada de Haza,0900301,2020,50.1,9.1,28.9,2.2,40.9,197,93.9
09003,Adrada de Haza,0900301,2019,51.3,8.4,30.2,2.3,38.2,202,94.1
09003,Adrada de Haza,0900301,2018,51.7,6.9,31.5,2.2,39.6,203,96.1
09003,Adrada de Haza,0900301,2017,51.8,8.7,32.9,2.3,40,219,95
09003,Adrada de Haza,0900301,2016,52.5,8.6,33,2.3,39.6,221,95.9
09003,Adrada de Haza,0900301,2015,51.6,9.1,32.3,2.2,43.9,220,95.1
09006,Aguas Cándidas,0900601,2022,57,10,40,1.7,72.2,60,95
09006,Aguas Cándidas,0900601,2021,56.9,9.7,40.3,1.8,68.6,62,93.6
09006,Aguas Cándidas,0900601,2020,58,8.9,41.1,1.6,70.6,56,96.4
09006,Aguas Cándidas,0900601,2019,NA,NA,NA,NA,NA,NA,NA
09006,Aguas Cándidas,0900601,2018,NA,NA,NA,NA,NA,NA,NA
09006,Aguas Cándidas,0900601,2017,NA,NA,NA,NA,NA,NA,NA
09006,Aguas Cándidas,0900601,2016,NA,NA,NA,NA,NA,NA,NA
09006,Aguas Cándidas,0900601,2015,NA,NA,NA,NA,NA,NA,NA
09007,Aguilar de Bureba,0900701,2022,56.5,3.7,25.9,2.1,38.5,54,94.4
09007,Aguilar de Bureba,0900701,2021,58.9,2,31.4,2,40,51,96.1
09007,Aguilar de Bureba,0900701,2020,57.2,1.9,34,2.1,40,53,92.3
09007,Aguilar de Bureba,0900701,2019,NA,NA,NA,NA,NA,NA,NA
09007,Aguilar de Bureba,0900701,2018,NA,NA,NA,NA,NA,NA,NA
09007,Aguilar de Bureba,0900701,2017,NA,NA,NA,NA,NA,NA,NA
09007,Aguilar de Bureba,0900701,2016,NA,NA,NA,NA,NA,NA,NA
09007,Aguilar de Bureba,0900701,2015,NA,NA,NA,NA,NA,NA,NA
09009,Albillos,0900901,2022,41.5,20.3,14,2.6,35.7,222,99.1
09009,Albillos,0900901,2021,41,20,13.6,2.6,32.1,220,98.6
09009,Albillos,0900901,2020,41.2,20.8,14.5,2.5,35.2,221,99.1
09009,Albillos,0900901,2019,40.2,22.5,13.2,2.6,36.1,213,99.1
09009,Albillos,0900901,2018,39.7,23.4,14.4,2.6,39.5,209,99
09009,Albillos,0900901,2017,38.7,24.5,13,2.6,40.5,216,99.5
09009,Albillos,0900901,2016,38.3,25.7,12.8,2.5,40.7,218,99.5
09009,Albillos,0900901,2015,37.9,25,11.8,2.6,38.8,220,99.5
09010,Alcocero de Mola,0901001,2022,57.5,2.4,34.2,1.9,50,41,100
09010,Alcocero de Mola,0901001,2021,61.6,2.5,42.5,1.9,47.6,40,100
09010,Alcocero de Mola,0901001,2020,63.3,0,42.4,1.6,60,33,100
09010,Alcocero de Mola,0901001,2019,NA,NA,NA,NA,NA,NA,NA
09010,Alcocero de Mola,0901001,2018,NA,NA,NA,NA,NA,NA,NA
09010,Alcocero de Mola,0901001,2017,NA,NA,NA,NA,NA,NA,NA
09010,Alcocero de Mola,0901001,2016,NA,NA,NA,NA,NA,NA,NA
09010,Alcocero de Mola,0901001,2015,NA,NA,NA,NA,NA,NA,NA
09011,Alfoz de Bricia,0901101,2022,57.5,1.4,32.4,1.6,68.9,71,100
09011,Alfoz de Bricia,0901101,2021,55.6,2.6,31.2,1.7,62.2,77,100
09011,Alfoz de Bricia,0901101,2020,58.5,1.3,36,1.7,56.8,75,100
09011,Alfoz de Bricia,0901101,2019,NA,NA,NA,NA,NA,NA,NA
09011,Alfoz de Bricia,0901101,2018,NA,NA,NA,NA,NA,NA,NA
09011,Alfoz de Bricia,0901101,2017,NA,NA,NA,NA,NA,NA,NA
09011,Alfoz de Bricia,0901101,2016,NA,NA,NA,NA,NA,NA,NA
09011,Alfoz de Bricia,0901101,2015,NA,NA,NA,NA,NA,NA,NA
09012,Alfoz de Santa Gadea,0901201,2022,53.7,7.1,26.3,2,49,99,100
09012,Alfoz de Santa Gadea,0901201,2021,52.5,7.7,26.9,2.1,54,104,98.1
09012,Alfoz de Santa Gadea,0901201,2020,52.1,8.6,27.6,2.1,56.9,105,99.1
09012,Alfoz de Santa Gadea,0901201,2019,NA,NA,NA,NA,NA,NA,NA
09012,Alfoz de Santa Gadea,0901201,2018,51.5,7.9,25.7,2.1,48.2,128,99
09012,Alfoz de Santa Gadea,0901201,2017,NA,NA,NA,NA,NA,NA,NA
09012,Alfoz de Santa Gadea,0901201,2016,NA,NA,NA,NA,NA,NA,NA
09012,Alfoz de Santa Gadea,0901201,2015,NA,NA,NA,NA,NA,NA,NA
09013,Altable,0901301,2022,53.8,4.4,32.6,2.3,40,46,95.7
09013,Altable,0901301,2021,52.8,4.3,25.5,2.2,42.9,47,93.6
09013,Altable,0901301,2020,51.7,4.3,25.5,2.4,35,47,93.6
09013,Altable,0901301,2019,NA,NA,NA,NA,NA,NA,NA
09013,Altable,0901301,2018,NA,NA,NA,NA,NA,NA,NA
09013,Altable,0901301,2017,NA,NA,NA,NA,NA,NA,NA
09013,Altable,0901301,2016,NA,NA,NA,NA,NA,NA,NA
09013,Altable,0901301,2015,NA,NA,NA,NA,NA,NA,NA
09014,"Altos, Los",0901401,2022,57,1.5,36.8,1.9,52.8,201,98.5
09014,"Altos, Los",0901401,2021,56.6,2.2,33.9,1.9,53.1,180,100
09014,"Altos, Los",0901401,2020,56.2,2.6,31.9,1.9,49.5,191,100
09014,"Altos, Los",0901401,2019,56.6,3.4,34.2,1.9,48.5,184,99.4
09014,"Altos, Los",0901401,2018,56.8,3.5,38.1,1.9,48.2,194,99.4
09014,"Altos, Los",0901401,2017,56.5,3.4,38.4,1.9,48.6,185,98.9
09014,"Altos, Los",0901401,2016,56.3,3.5,36.2,1.9,47.9,188,98.9
09014,"Altos, Los",0901401,2015,56.1,3.5,34.7,1.9,47.9,190,99
09016,Ameyugo,0901601,2022,44.8,20.5,23.1,2.2,39.6,117,94.9
09016,Ameyugo,0901601,2021,44.2,19,22.3,2.3,38.5,121,95
09016,Ameyugo,0901601,2020,43.4,19.8,22.4,2.3,40,116,95.7
09016,Ameyugo,0901601,2019,42.6,19.5,19.5,2.4,36.2,131,92.9
09016,Ameyugo,0901601,2018,44.7,16.8,22.4,2.2,37.5,128,94.4
09016,Ameyugo,0901601,2017,43.9,15.6,21.1,2.2,38.8,129,98.1
09016,Ameyugo,0901601,2016,43.4,16.8,21.5,2.2,36.7,129,98
09016,Ameyugo,0901601,2015,43.6,15,19.6,2.2,34.7,128,94.3
09017,Anguix,0901701,2022,45.8,14.1,27.6,2.4,44.8,163,55.8
09017,Anguix,0901701,2021,45.4,14.2,25.9,2.5,41.5,162,56.2
09017,Anguix,0901701,2020,46.4,16.8,28.9,2.4,32.8,149,60.8
09017,Anguix,0901701,2019,45.6,20.9,29.8,2.5,32.8,158,61.9
09017,Anguix,0901701,2018,49.7,13.6,35,2.3,38.7,140,70.6
09017,Anguix,0901701,2017,49,14.9,34,2.4,39,141,68.2
09017,Anguix,0901701,2016,51.5,13.6,35.6,2.2,39.3,132,70.2
09017,Anguix,0901701,2015,51.6,9.9,36.6,2.1,41,131,70.1
09018,Aranda de Duero,0901801,2022,43.9,17.5,21.4,2.4,30.8,13903,88.6
09018,Aranda de Duero,0901801,2021,43.7,17.6,20.9,2.4,29.7,13797,89.7
09018,Aranda de Duero,0901801,2020,43.1,17.9,20.3,2.5,29.3,13873,90.1
09018,Aranda de Duero,0901801,2019,42.8,18.3,19.8,2.5,28.9,13832,90.3
09018,Aranda de Duero,0901801,2018,42.7,18.1,19.9,2.5,29.1,13703,91.2
09018,Aranda de Duero,0901801,2017,42.4,18.2,19.2,2.5,28.8,13623,92.4
09018,Aranda de Duero,0901801,2016,42.1,18.4,18.4,2.5,28.3,13587,92.9
09018,Aranda de Duero,0901801,2015,41.6,18.7,17.9,2.5,28.2,13634,92.6
09018,Aranda de Duero,0901802,2022,44.6,17,22.6,2.4,33.8,7819,86.1
09018,Aranda de Duero,0901802,2021,44.9,17,23,2.4,33.4,7653,87.8
09018,Aranda de Duero,0901802,2020,44.2,17.6,22.3,2.4,32.9,7693,88.6
09018,Aranda de Duero,0901802,2019,44.2,17.4,22.5,2.4,32.7,7685,88.9
09018,Aranda de Duero,0901802,2018,44.4,17.1,22.7,2.4,33.1,7563,89.8
09018,Aranda de Duero,0901802,2017,44.2,17,22.4,2.4,32.5,7577,91.3
09018,Aranda de Duero,0901802,2016,43.9,17.1,21.9,2.4,32.1,7601,91
09018,Aranda de Duero,0901802,2015,43.8,16.8,21.6,2.4,32.6,7553,91.1
09018,Aranda de Duero,0901803,2022,45.3,16.2,23.5,2.4,32.5,11448,84.4
09018,Aranda de Duero,0901803,2021,45.4,16.5,23.6,2.4,32.3,11368,86
09018,Aranda de Duero,0901803,2020,45.5,16,23.5,2.4,32.4,11301,86.5
09018,Aranda de Duero,0901803,2019,45.3,16.1,23.2,2.4,32.4,11248,87.2
09018,Aranda de Duero,0901803,2018,45,16.5,22.9,2.4,32.2,11204,88.2
09018,Aranda de Duero,0901803,2017,44.8,16.5,22.7,2.4,31.2,11183,89.4
09018,Aranda de Duero,0901803,2016,44.5,16.4,22.3,2.4,30,11215,89.5
09018,Aranda de Duero,0901803,2015,44.2,16.3,22,2.5,29.8,11241,89.2
09019,Arandilla,0901901,2022,53.6,7.7,39.7,2,54,156,94.2
09019,Arandilla,0901901,2021,54.1,7.8,39,2,54.6,154,94.8
09019,Arandilla,0901901,2020,53,8.2,36.7,2,54.6,158,94.9
09019,Arandilla,0901901,2019,52.3,8,36.4,2.1,48.5,162,95.1
09019,Arandilla,0901901,2018,52.7,7.5,36.3,2.1,48.2,160,95.6
09019,Arandilla,0901901,2017,52.9,8.1,37.9,2.2,47.9,161,95.7
09019,Arandilla,0901901,2016,52.3,7.9,36,2.2,43.8,164,95.7
09019,Arandilla,0901901,2015,52,8.4,35.3,2.2,44.2,167,94.6
09020,Arauzo de Miel,0902001,2022,53.3,8.7,33,2.1,50.8,276,89.1
09020,Arauzo de Miel,0902001,2021,53.1,8.2,32.1,2.1,49.6,280,88.9
09020,Arauzo de Miel,0902001,2020,52.5,8.4,32.4,2.2,43.9,287,85.4
09020,Arauzo de Miel,0902001,2019,51.7,10.2,32.8,2.2,45.6,305,82.7
09020,Arauzo de Miel,0902001,2018,51.9,10.8,33,2.2,43.8,306,83.3
09020,Arauzo de Miel,0902001,2017,51.1,11.3,32.8,2.3,42.7,326,82.8
09020,Arauzo de Miel,0902001,2016,51.7,12.2,33.8,2.3,41,328,84.8
09020,Arauzo de Miel,0902001,2015,53.1,12,35.7,2.2,40.1,333,86.2
09021,Arauzo de Salce,0902101,2022,48.1,16.7,27.1,2.3,38.1,48,100
09021,Arauzo de Salce,0902101,2021,49.2,12.8,27.7,2.1,45.5,47,100
09021,Arauzo de Salce,0902101,2020,49.9,12.8,29.8,2.5,31.6,47,100
09021,Arauzo de Salce,0902101,2019,NA,NA,NA,NA,NA,NA,NA
09021,Arauzo de Salce,0902101,2018,NA,NA,NA,NA,NA,NA,NA
09021,Arauzo de Salce,0902101,2017,NA,NA,NA,NA,NA,NA,NA
09021,Arauzo de Salce,0902101,2016,NA,NA,NA,NA,NA,NA,NA
09021,Arauzo de Salce,0902101,2015,NA,NA,NA,NA,NA,NA,NA
09022,Arauzo de Torre,0902201,2022,59.7,4.7,45.3,1.7,57.9,64,84.4
09022,Arauzo de Torre,0902201,2021,54,10.8,37.8,1.9,53.9,74,70.3
09022,Arauzo de Torre,0902201,2020,57.5,5.9,38.2,1.8,55.3,68,78.9
09022,Arauzo de Torre,0902201,2019,NA,NA,NA,NA,NA,NA,NA
09022,Arauzo de Torre,0902201,2018,NA,NA,NA,NA,NA,NA,NA
09022,Arauzo de Torre,0902201,2017,NA,NA,NA,NA,NA,NA,NA
09022,Arauzo de Torre,0902201,2016,NA,NA,NA,NA,NA,NA,NA
09022,Arauzo de Torre,0902201,2015,NA,NA,NA,NA,NA,NA,NA
09023,Arcos,0902301,2022,35.4,29.7,6.9,2.8,23,1826,97.4
09023,Arcos,0902301,2021,34.7,30.8,6.6,2.8,22.6,1842,97.3
09023,Arcos,0902301,2020,34.2,30.4,6.1,2.8,23,1816,97.6
09023,Arcos,0902301,2019,34,27.6,6.8,2.7,25.7,1762,97.9
09023,Arcos,0902301,2018,33.5,27.8,6.4,2.7,26.2,1734,97.8
09023,Arcos,0902301,2017,33.2,28.1,6.3,2.7,27.4,1684,98
09023,Arcos,0902301,2016,33,28.2,5.8,2.7,27.4,1629,98.5
09023,Arcos,0902301,2015,32.7,28.3,6.2,2.6,27.2,1592,98.4
09024,Arenillas de Riopisuerga,0902401,2022,51.2,12.1,34.5,2.5,38,174,96
09024,Arenillas de Riopisuerga,0902401,2021,50.6,11.9,33.5,2.5,39.4,176,96
09024,Arenillas de Riopisuerga,0902401,2020,51.4,9.8,31.9,2.5,37.5,163,94.9
09024,Arenillas de Riopisuerga,0902401,2019,49.3,12.5,30.7,2.8,32.8,176,93.7
09024,Arenillas de Riopisuerga,0902401,2018,49.5,12,30.6,2.9,31.3,183,93.3
09024,Arenillas de Riopisuerga,0902401,2017,48.5,10.4,29.1,2.8,32.8,182,92.3
09024,Arenillas de Riopisuerga,0902401,2016,50.6,8.5,30.5,2.7,31.7,164,95.5
09024,Arenillas de Riopisuerga,0902401,2015,51.3,7.7,30.8,2.6,32.8,169,96.7
09025,Arija,0902501,2022,53.7,12.4,40.7,1.7,57.6,113,95.6
09025,Arija,0902501,2021,54.6,10.2,38,1.6,59.1,108,98.2
09025,Arija,0902501,2020,52.7,12.7,36.4,1.7,58.6,118,95.8
09025,Arija,0902501,2019,52.2,13.2,35.5,1.8,48.5,131,94.2
09025,Arija,0902501,2018,53,12.4,35.7,1.8,48.2,129,93.8
09025,Arija,0902501,2017,55.1,9.5,36.5,1.8,48.6,129,96.8
09025,Arija,0902501,2016,53.1,11,34.6,1.8,48.1,136,97.8
09025,Arija,0902501,2015,54.7,9.4,37.7,1.8,47.9,138,97.8
09026,Arlanzón,0902601,2022,54.7,6.9,34.7,1.9,54,421,96.2
09026,Arlanzón,0902601,2021,54.7,6.9,34.3,1.7,55.6,405,97.1
09026,Arlanzón,0902601,2020,53.9,6.8,32.1,1.8,54.1,411,98.6
