mun_code,mun_name,district_code,section_code,year,mean_age,pct_under18,pct_over65,mean_hh_size,pct_single_hh,population,pct_spanish
02001,Abengibre,0200101,0200101001,2022,51.6,9.2,33.8,2.5,30.5,739,94.2
02001,Abengibre,0200101,0200101001,2021,52.1,9.6,34.3,2.4,29.2,706,94.3
02001,Abengibre,0200101,0200101001,2020,52.2,8.7,33.9,2.4,29.1,715,94.4
02001,Abengibre,0200101,0200101001,2019,51.6,7.6,32,2.4,31,724,93.7
02001,Abengibre,0200101,0200101001,2018,50.9,7.5,30.4,2.4,30.7,756,93.4
02001,Abengibre,0200101,0200101001,2017,51,7.7,30.8,2.3,32.8,723,93.7
02001,Abengibre,0200101,0200101001,2016,50.9,7.7,31.4,2.4,30.7,713,94.8
02001,Abengibre,0200101,0200101001,2015,50.6,7.8,31.3,2.4,31.6,741,95.3
02002,Alatoz,0200201,0200201001,2022,53.3,8.6,35.8,2.1,38.2,503,88.7
02002,Alatoz,0200201,0200201001,2021,52.9,9.3,36,2.1,36.6,497,89.1
02002,Alatoz,0200201,0200201001,2020,52.6,10.2,36.9,2.1,37.5,502,89.9
02002,Alatoz,0200201,0200201001,2019,51.6,11.6,35.6,2.2,36,509,90.1
02002,Alatoz,0200201,0200201001,2018,52,10.3,36,2.2,39.5,517,90.8
02002,Alatoz,0200201,0200201001,2017,51.5,11.1,35.4,2.2,37.5,531,90.4
02002,Alatoz,0200201,0200201001,2016,51.5,12.1,36.5,2.3,36.2,554,90.6
02002,Alatoz,0200201,0200201001,2015,51.3,11,35.7,2.3,36.6,580,89
02003,Albacete,0200301,0200301001,2022,45.3,17,23.4,2.3,36.7,829,93.7
02003,Albacete,0200301,0200301001,2021,45.2,16.9,23.4,2.4,34.7,829,92
02003,Albacete,0200301,0200301001,2020,44.1,17.7,22.4,2.4,35.9,849,91.7
02003,Albacete,0200301,0200301001,2019,44.1,16.6,21.3,2.4,35.5,836,92.4
02003,Albacete,0200301,0200301001,2018,43.9,15.9,20.6,2.5,33.2,850,92.1
02003,Albacete,0200301,0200301001,2017,44.3,15.3,21.2,2.5,33.6,841,92.2
02003,Albacete,0200301,0200301001,2016,44.6,14.7,21.6,2.5,33.5,844,92.2
02003,Albacete,0200301,0200301001,2015,44.1,14.7,21,2.5,32.4,858,91.8
02003,Albacete,0200301,0200301002,2022,47.4,11.3,22.6,2.4,30.7,1202,96.8
02003,Albacete,0200301,0200301002,2021,46.3,11.5,20.1,2.4,30,1219,98
02003,Albacete,0200301,0200301002,2020,45,12.7,18.3,2.5,29,1265,96.8
02003,Albacete,0200301,0200301002,2019,44.9,12.7,18.3,2.5,27.5,1291,96.2
02003,Albacete,0200301,0200301002,2018,44.6,13,18.2,2.5,27.3,1272,97.5
02003,Albacete,0200301,0200301002,2017,44.1,13.6,17.2,2.5,24.7,1276,97.3
02003,Albacete,0200301,0200301002,2016,43.1,14.9,15.8,2.6,24.4,1311,97.2
02003,Albacete,0200301,0200301002,2015,42.5,15.9,15.1,2.6,24.9,1325,96.5
02003,Albacete,0200301,0200301003,2022,46.3,12.8,22.6,2.4,32.8,2048,95.8
02003,Albacete,0200301,0200301003,2021,46.2,12.9,22.1,2.4,31.8,2042,96.5
02003,Albacete,0200301,0200301003,2020,45.5,13.9,20.7,2.5,31.6,2067,96.1
02003,Albacete,0200301,0200301003,2019,44.8,15,20.1,2.5,32.1,2135,95.6
02003,Albacete,0200301,0200301003,2018,44.1,16.1,19.4,2.5,32.1,2145,95.8
02003,Albacete,0200301,0200301003,2017,43.7,16.7,19.1,2.5,31.6,2164,96.7
02003,Albacete,0200301,0200301003,2016,43.1,17.4,18.5,2.5,30.7,2173,97.1
02003,Albacete,0200301,0200301003,2015,42.6,17.9,18.2,2.6,28.5,2188,97.1
02003,Albacete,0200301,0200301004,2022,45.4,15.4,23.6,2.4,36.9,1118,95.6
02003,Albacete,0200301,0200301004,2021,45.8,15.4,24.4,2.4,37.6,1113,96.4
02003,Albacete,0200301,0200301004,2020,45.5,16.2,23.6,2.4,37.7,1115,97
02003,Albacete,0200301,0200301004,2019,45.7,15.8,23.4,2.3,36.9,1111,96.9
02003,Albacete,0200301,0200301004,2018,45.6,15.6,23.2,2.3,36.3,1104,97
02003,Albacete,0200301,0200301004,2017,45.7,15.5,23.3,2.4,36.5,1098,97.1
02003,Albacete,0200301,0200301004,2016,45.3,16.6,23.3,2.4,35.9,1105,98
02003,Albacete,0200301,0200301004,2015,44.7,16.7,21.7,2.4,37.7,1093,98.4
02003,Albacete,0200301,0200301005,2022,44.5,15.2,20.4,2.3,38.8,1471,94.7
02003,Albacete,0200301,0200301005,2021,44.2,16.5,20.3,2.3,39.5,1446,94.7
02003,Albacete,0200301,0200301005,2020,43.8,17.2,20.2,2.3,39,1437,95.7
02003,Albacete,0200301,0200301005,2019,43.6,16.2,19.2,2.3,37.5,1445,95.6
02003,Albacete,0200301,0200301005,2018,43.5,16.1,19.1,2.3,35.8,1438,94.7
02003,Albacete,0200301,0200301005,2017,43.4,16,18.6,2.3,36.4,1453,96.3
02003,Albacete,0200301,0200301005,2016,43.5,15.5,18.6,2.3,37.8,1423,96.5
02003,Albacete,0200301,0200301005,2015,42.8,15.6,17.7,2.4,36.7,1439,96
02003,Albacete,0200301,0200301006,2022,41.8,16.5,14.6,2.5,31.3,1879,96.3
02003,Albacete,0200301,0200301006,2021,41.1,17,14.1,2.5,31.6,1915,93.1
02003,Albacete,0200301,0200301006,2020,40.1,18.3,12.8,2.5,30.9,1931,91.2
02003,Albacete,0200301,0200301006,2019,39.9,18.3,11.9,2.5,30.6,1919,91.7
02003,Albacete,0200301,0200301006,2018,39.1,20,11,2.5,30.8,1902,93
02003,Albacete,0200301,0200301006,2017,38.6,21.1,10.9,2.6,28.8,1910,94.3
02003,Albacete,0200301,0200301006,2016,38.5,21.2,10.2,2.6,29.4,1879,94.2
02003,Albacete,0200301,0200301006,2015,37.9,21.6,9.7,2.6,28.7,1861,95.3
02003,Albacete,0200301,0200301007,2022,49.7,12.1,33.6,2.3,30.6,1182,94.6
02003,Albacete,0200301,0200301007,2021,49.9,11.7,33.3,2.4,29.8,1192,95.6
02003,Albacete,0200301,0200301007,2020,50.3,11.1,33.1,2.4,29.4,1186,95.1
02003,Albacete,0200301,0200301007,2019,49.8,11.5,32.2,2.4,28,1233,96.8
02003,Albacete,0200301,0200301007,2018,49.3,11.9,31.3,2.5,25.5,1241,96.6
02003,Albacete,0200301,0200301007,2017,48.5,12.6,29.4,2.5,25.4,1256,96.5
02003,Albacete,0200301,0200301007,2016,47.6,12.9,27.8,2.6,25.6,1290,96.4
02003,Albacete,0200301,0200301007,2015,47.8,12.1,27.8,2.5,26.9,1268,96.3
02003,Albacete,0200301,0200301008,2022,49.5,10.7,29.9,2.2,39.1,906,92.5
02003,Albacete,0200301,0200301008,2021,49.6,10.6,29.9,2.2,39.4,918,94.3
02003,Albacete,0200301,0200301008,2020,49.1,10.9,28.3,2.2,36.9,940,94.4
02003,Albacete,0200301,0200301008,2019,48.6,11.2,27.8,2.3,36.8,960,93.7
02003,Albacete,0200301,0200301008,2018,48.2,11.5,27.4,2.3,31.9,966,94.3
02003,Albacete,0200301,0200301008,2017,47.5,12.6,26.3,2.4,30.9,989,94.4
02003,Albacete,0200301,0200301008,2016,47.4,12.3,26,2.4,30.5,996,94
02003,Albacete,0200301,0200301008,2015,46.5,13,24.8,2.4,30.5,1030,92.4
02003,Albacete,0200301,0200301009,2022,47.1,13.5,26.5,2.3,36.9,1080,93.5
02003,Albacete,0200301,0200301009,2021,47.3,13.6,26.1,2.4,36.5,1078,94.8
02003,Albacete,0200301,0200301009,2020,46.8,14.8,26.2,2.4,35.5,1103,94.8
02003,Albacete,0200301,0200301009,2019,47,15,27,2.4,33.1,1134,94.9
02003,Albacete,0200301,0200301009,2018,46.7,14.9,26.6,2.5,31.8,1145,94.3
02003,Albacete,0200301,0200301009,2017,47.3,14,27,2.4,31,1126,94.7
02003,Albacete,0200301,0200301009,2016,46.9,14.9,26.6,2.4,31.5,1122,94.3
02003,Albacete,0200301,0200301009,2015,46.3,15,25,2.5,30.3,1136,94.3
02003,Albacete,0200301,0200301010,2022,34,28.6,5.1,2.7,26.3,2209,96.1
02003,Albacete,0200301,0200301010,2021,33.7,27.9,4.9,2.7,25.7,2179,95.9
02003,Albacete,0200301,0200301010,2020,31.7,28.9,3.7,2.6,27.2,3237,96.6
02003,Albacete,0200301,0200301010,2019,31.6,28.1,3.6,2.6,28,2933,96.4
02003,Albacete,0200301,0200301010,2018,31.9,26.9,4,2.5,30.1,2548,96.1
02003,Albacete,0200301,0200301010,2017,31.7,26.9,4.1,2.5,32.6,2290,95.8
02003,Albacete,0200301,0200301010,2016,31.9,25.4,4.5,2.4,33.4,2187,95.4
02003,Albacete,0200301,0200301010,2015,31.8,24.6,4.5,2.4,35.8,2061,95.3
02003,Albacete,0200301,0200301011,2022,40.7,19.1,14.6,2.5,30.8,2475,93.4
02003,Albacete,0200301,0200301011,2021,39.9,19.8,13.5,2.5,29.2,2461,93.8
02003,Albacete,0200301,0200301011,2020,38.9,20.9,12.7,2.6,28.3,2483,94
02003,Albacete,0200301,0200301011,2019,38.6,21.3,12.5,2.6,28.4,2498,94.5
02003,Albacete,0200301,0200301011,2018,38.2,21.3,11.9,2.6,28.3,2473,94.6
02003,Albacete,0200301,0200301011,2017,37.8,21.4,11.4,2.6,29.7,2458,94.7
02003,Albacete,0200301,0200301011,2016,37.6,21,11.2,2.6,29.9,2471,94.3
02003,Albacete,0200301,0200301011,2015,37.1,20.9,10.9,2.5,30.4,2497,93.4
02003,Albacete,0200301,0200301012,2022,51.4,9.5,36.3,2.3,29.4,1059,95.6
02003,Albacete,0200301,0200301012,2021,50.9,9.2,33.8,2.3,29.3,1056,97.1
02003,Albacete,0200301,0200301012,2020,50.4,9.7,31.7,2.4,26.8,1069,96.6
02003,Albacete,0200301,0200301012,2019,50.3,10.1,31.2,2.4,25.4,1083,97.1
02003,Albacete,0200301,0200301012,2018,49.5,10.1,30.1,2.5,23.8,1124,96.9
02003,Albacete,0200301,0200301012,2017,48.8,9.2,27.9,2.5,24.2,1159,96.7
02003,Albacete,0200301,0200301012,2016,48.1,9.5,26.1,2.6,23.1,1191,96.8
02003,Albacete,0200301,0200301012,2015,47.7,9.2,24.8,2.6,24.8,1202,96.1
02003,Albacete,0200301,0200301013,2022,51.2,12.2,38.6,2.5,25.5,1383,96.1
02003,Albacete,0200301,0200301013,2021,51.3,10.9,38,2.5,25.7,1382,96.6
02003,Albacete,0200301,0200301013,2020,51.2,10.2,37.4,2.5,25.4,1398,97.3
02003,Albacete,0200301,0200301013,2019,51,9.4,36.7,2.6,23.8,851,97.4
02003,Albacete,0200301,0200301013,2018,49.6,10.5,33.1,2.8,20.2,889,97.6
02003,Albacete,0200301,0200301013,2017,49,10.6,29.8,2.9,19.2,928,96.7
02003,Albacete,0200301,0200301013,2016,48.5,10.1,28.3,3,19.7,951,96.6
02003,Albacete,0200301,0200301013,2015,48.3,9.8,27,3,17.6,991,96.8
02003,Albacete,0200301,0200301014,2022,43.9,17.4,20.3,2.4,32.8,1736,96.3
02003,Albacete,0200301,0200301014,2021,43.8,17.2,19.1,2.5,31.4,1764,94.9
02003,Albacete,0200301,0200301014,2020,43.1,17.5,18,2.5,30.6,1792,95.7
02003,Albacete,0200301,0200301014,2019,42.7,17.9,17.4,2.5,28.7,1806,95.5
02003,Albacete,0200301,0200301014,2018,42.2,18.4,17.2,2.6,27.5,1755,96.3
02003,Albacete,0200301,0200301014,2017,41.5,18.7,16.3,2.6,27.9,1762,97.1
02003,Albacete,0200301,0200301014,2016,40.8,19.2,15.1,2.6,26.5,1785,97.3
02003,Albacete,0200301,0200301014,2015,40.1,19.8,14.2,2.6,27.2,1799,96.7
02003,Albacete,0200301,0200301015,2022,45.2,13.6,20.9,2.6,25.2,1239,94.9
02003,Albacete,0200301,0200301015,2021,44.5,13.4,19.3,2.7,24.2,1278,94.1
02003,Albacete,0200301,0200301015,2020,43.8,14.6,18,2.7,23,1293,94.9
02003,Albacete,0200301,0200301015,2019,43.3,15.3,17.2,2.7,22.3,1306,94.6
02003,Albacete,0200301,0200301015,2018,43,15.1,16.5,2.7,23,1281,96.6
02003,Albacete,0200301,0200301015,2017,42.6,15.9,16,2.7,23.1,1272,96.8
02003,Albacete,0200301,0200301015,2016,41.5,16.6,14.6,2.8,21.9,1298,96.1
02003,Albacete,0200301,0200301015,2015,41,17.2,14.6,2.8,20.7,1297,96.1
02003,Albacete,0200301,0200301016,2022,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301016,2021,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301016,2020,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301016,2019,50.5,11.4,35.8,2.5,25.3,578,97.1
02003,Albacete,0200301,0200301016,2018,50.6,10.9,34.8,2.5,23.6,580,97.4
02003,Albacete,0200301,0200301016,2017,50.5,10.2,34.5,2.5,23,588,97.6
02003,Albacete,0200301,0200301016,2016,49.2,11,30.9,2.6,22.4,611,97.4
02003,Albacete,0200301,0200301016,2015,48.2,11.1,28.3,2.6,23.6,619,96.9
02003,Albacete,0200301,0200301017,2022,40.6,19.8,12.5,2.7,22.2,2410,96.9
02003,Albacete,0200301,0200301017,2021,39.6,21.1,11.4,2.7,22.7,2440,97.6
02003,Albacete,0200301,0200301017,2020,39,21.9,10.9,2.8,21.1,2467,97.8
02003,Albacete,0200301,0200301017,2019,38.3,22.4,10.6,2.8,21.1,2475,97.8
02003,Albacete,0200301,0200301017,2018,37.8,22.6,10.1,2.8,20.5,2452,98.3
02003,Albacete,0200301,0200301017,2017,37.3,23,9.5,2.8,19.5,2487,98.3
02003,Albacete,0200301,0200301017,2016,36.4,24.3,8.6,2.8,19.8,2496,98.3
02003,Albacete,0200301,0200301017,2015,35.9,24.7,8.3,2.8,19.7,2475,98.1
02003,Albacete,0200301,0200301018,2022,29.2,31.6,1.8,2.6,26.4,1183,97.5
02003,Albacete,0200301,0200301018,2021,28.7,31.1,1.6,2.6,27.5,1170,98.1
02003,Albacete,0200301,0200301018,2020,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301018,2019,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301018,2018,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301018,2017,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301018,2016,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200301,0200301018,2015,NA,NA,NA,NA,NA,NA,NA
02003,Albacete,0200302,0200302001,2022,46,13.7,21.6,2.4,30.1,1669,95.4
02003,Albacete,0200302,0200302001,2021,45.6,14.3,21.5,2.5,28.3,1691,94.9
02003,Albacete,0200302,0200302001,2020,44.5,15.7,20.5,2.5,27.7,1749,94.2
02003,Albacete,0200302,0200302001,2019,44.4,16.5,20.9,2.5,27.6,1753,94.8
02003,Albacete,0200302,0200302001,2018,43.8,16.8,20.2,2.6,28.2,1770,95.2
02003,Albacete,0200302,0200302001,2017,43.2,17.3,20.4,2.6,25.9,1794,95.4
02003,Albacete,0200302,0200302001,2016,43,17.5,20.1,2.6,26.3,1805,95.5
02003,Albacete,0200302,0200302001,2015,42.5,18.7,20.1,2.6,27.1,1809,95.5
02003,Albacete,0200302,0200302002,2022,47.3,12,24.4,2.3,33.7,1596,94.4
02003,Albacete,0200302,0200302002,2021,47.1,12.3,23.9,2.4,31.6,1615,95.5
02003,Albacete,0200302,0200302002,2020,47,12.3,23.6,2.4,30.4,1618,95.5
02003,Albacete,0200302,0200302002,2019,46.8,12.4,23.3,2.4,30.8,1663,95.2
02003,Albacete,0200302,0200302002,2018,46.1,13,22.3,2.5,30.9,1665,96.1
02003,Albacete,0200302,0200302002,2017,45.4,13,21.5,2.5,29.5,1671,96.2
02003,Albacete,0200302,0200302002,2016,44.6,14.2,20.7,2.6,28.4,1703,96
02003,Albacete,0200302,0200302002,2015,44.1,14.6,20.6,2.6,28.6,1703,96.8
02003,Albacete,0200302,0200302003,2022,47.3,13.4,24.5,2.5,26.3,1110,98
02003,Albacete,0200302,0200302003,2021,46.9,13.1,23,2.5,26,1112,98.9
02003,Albacete,0200302,0200302003,2020,46.4,13.8,22.5,2.6,24.7,1149,98.5
02003,Albacete,0200302,0200302003,2019,46.5,13.6,22.1,2.6,23.1,1163,98.5
02003,Albacete,0200302,0200302003,2018,45.9,14.2,21.7,2.6,23.5,1182,98.2
02003,Albacete,0200302,0200302003,2017,45.4,14.4,21.3,2.6,23.1,1181,98.4
02003,Albacete,0200302,0200302003,2016,44.7,14.7,20,2.6,24,1207,97.9
02003,Albacete,0200302,0200302003,2015,44,15.1,19.6,2.7,24.4,1212,97.7
02003,Albacete,0200302,0200302004,2022,46.8,12.2,24.3,2.5,30,1337,95.1
02003,Albacete,0200302,0200302004,2021,46,12.7,22.6,2.5,29,1369,95
02003,Albacete,0200302,0200302004,2020,45.9,12.9,22.2,2.5,27.4,1354,94.9
02003,Albacete,0200302,0200302004,2019,44.8,14.5,21,2.6,25.2,1404,93.9
02003,Albacete,0200302,0200302004,2018,44.3,14,19.7,2.6,24.7,1382,96
02003,Albacete,0200302,0200302004,2017,43.8,14,18.5,2.6,25.4,1432,95.2
02003,Albacete,0200302,0200302004,2016,43.4,14,18.1,2.6,24.4,1433,95.1
02003,Albacete,0200302,0200302004,2015,43,14.3,17.5,2.7,24.9,1426,95.1
02003,Albacete,0200302,0200302005,2022,43.8,16.6,18.5,2.5,29.1,1825,91.9
02003,Albacete,0200302,0200302005,2021,43.5,17,18.5,2.5,29.1,1833,93.1
02003,Albacete,0200302,0200302005,2020,44,16.3,19.3,2.5,28.5,1788,92.5
02003,Albacete,0200302,0200302005,2019,43.6,17,19.3,2.5,27.8,1821,92.5
02003,Albacete,0200302,0200302005,2018,43.2,16.8,18.9,2.5,27.7,1819,93
02003,Albacete,0200302,0200302005,2017,43.1,16.4,18.6,2.6,26.2,1822,92.8
02003,Albacete,0200302,0200302005,2016,42.5,16.8,18.4,2.6,25.4,1841,92.2
02003,Albacete,0200302,0200302005,2015,41.7,17.2,18,2.7,25.9,1868,92.5
02003,Albacete,0200302,0200302006,2022,45.7,13.1,21.9,2.5,24.6,1286,93
02003,Albacete,0200302,0200302006,2021,45.3,13.8,21.6,2.5,25.2,1298,93.9
02003,Albacete,0200302,0200302006,2020,43.8,14.6,19.4,2.6,24.4,1359,93.9
02003,Albacete,0200302,0200302006,2019,44.2,14.3,19.6,2.6,23.4,1353,94.8
02003,Albacete,0200302,0200302006,2018,43.8,14.8,18.7,2.6,22.7,1362,95.1
02003,Albacete,0200302,0200302006,2017,42.9,15,17.7,2.7,22.4,1380,94.1
02003,Albacete,0200302,0200302006,2016,43.1,13.7,17.3,2.6,22.3,1331,94.2
02003,Albacete,0200302,0200302006,2015,42.3,13.9,16.8,2.7,20.4,1355,94.5
02003,Albacete,0200302,0200302007,2022,44.8,14.1,18.4,2.5,30.9,1649,92.5
02003,Albacete,0200302,0200302007,2021,44.6,14.6,18.2,2.5,29.7,1619,94.2
02003,Albacete,0200302,0200302007,2020,44,15.3,17.8,2.5,27.9,1646,93.7
02003,Albacete,0200302,0200302007,2019,43.2,15.9,17.7,2.6,27.9,1700,93
02003,Albacete,0200302,0200302007,2018,43.1,15.7,17.7,2.6,28.7,1674,95.4
02003,Albacete,0200302,0200302007,2017,42.8,15.8,18,2.6,28.7,1688,94.9
02003,Albacete,0200302,0200302007,2016,42.2,16.3,17.7,2.6,27,1691,95.8
02003,Albacete,0200302,0200302007,2015,41.7,17.1,17.5,2.7,25.6,1689,95.7
02003,Albacete,0200302,0200302008,2022,38.9,20.7,9.9,2.8,22.2,1638,95.1
02003,Albacete,0200302,0200302008,2021,38,22.2,9.2,2.8,23,1633,95.6
02003,Albacete,0200302,0200302008,2020,37.9,23,9.1,2.8,23.9,1625,96
02003,Albacete,0200302,0200302008,2019,37.5,24.1,9.1,2.8,23.6,1647,96.4
02003,Albacete,0200302,0200302008,2018,37.1,24.4,9,2.8,23.6,1638,97
02003,Albacete,0200302,0200302008,2017,36.4,25.1,8.5,2.9,21.6,1639,97.3
02003,Albacete,0200302,0200302008,2016,35.8,25.7,8.1,2.8,21.5,1648,97.8
02003,Albacete,0200302,0200302008,2015,35.5,26.8,8.3,2.9,20.2,1632,96.8
02003,Albacete,0200302,0200302009,2022,32.2,33.3,2.9,2.9,21.1,2595,97.9
02003,Albacete,0200302,0200302009,2021,31.5,33.5,2.5,2.9,20.9,2571,98.2
02003,Albacete,0200302,0200302009,2020,30.7,33.8,2.3,2.9,20.6,2509,97.7
02003,Albacete,0200302,0200302009,2019,29.9,33.7,2.1,2.9,21,2494,98
02003,Albacete,0200302,0200302009,2018,29.5,34.1,2.2,2.9,21.7,2451,97.6
02003,Albacete,0200302,0200302009,2017,29.2,34.2,2.4,2.8,21,2289,97.4
02003,Albacete,0200302,0200302009,2016,28.9,33.3,2.2,2.8,20,2126,97.6
02003,Albacete,0200302,0200302009,2015,28.5,32.8,2,2.8,20.1,2066,97.5
02003,Albacete,0200302,0200302010,2022,47.5,11.4,25.1,2.4,27.4,1848,96.2
02003,Albacete,0200302,0200302010,2021,46.9,12.1,24.7,2.5,26.1,1846,96.4
02003,Albacete,0200302,0200302010,2020,46.3,12.5,23.1,2.5,25.8,1886,96.7
02003,Albacete,0200302,0200302010,2019,45.5,12.9,22.3,2.5,25.1,1910,96.7
02003,Albacete,0200302,0200302010,2018,44.7,13.1,21.4,2.5,25.6,1918,96.9
02003,Albacete,0200302,0200302010,2017,43.8,14.5,19.6,2.6,24.8,1970,96.3
02003,Albacete,0200302,0200302010,2016,43,15.5,18,2.6,24.1,2016,95.9
02003,Albacete,0200302,0200302010,2015,42.6,15.7,17.8,2.7,24.1,2046,95.5
02003,Albacete,0200302,0200302011,2022,44.4,16.5,20.8,2.5,28.1,1018,95
02003,Albacete,0200302,0200302011,2021,44.3,16.4,20.7,2.5,30,997,95.3
02003,Albacete,0200302,0200302011,2020,43.7,16.1,19.1,2.5,28.4,1020,95.5
02003,Albacete,0200302,0200302011,2019,43.8,16.3,19.7,2.6,26.4,1045,94.3
02003,Albacete,0200302,0200302011,2018,43.2,16.5,18.9,2.6,27.9,1043,95
02003,Albacete,0200302,0200302011,2017,42.5,16.6,17.6,2.6,25,1071,95.1
02003,Albacete,0200302,0200302011,2016,42.1,16.9,17.3,2.7,24.6,1080,95
02003,Albacete,0200302,0200302011,2015,41.9,16.8,17.5,2.6,24.5,1054,96.6
02003,Albacete,0200302,0200302012,2022,44.6,12.8,17.2,2.6,24.1,1857,96.9
02003,Albacete,0200302,0200302012,2021,43.9,14.1,16.1,2.6,23.4,1883,97.8
02003,Albacete,0200302,0200302012,2020,43.3,14.1,15,2.7,22.8,1904,97.9
02003,Albacete,0200302,0200302012,2019,42.6,15.5,14.3,2.7,22.4,1906,98.1
02003,Albacete,0200302,0200302012,2018,41.8,15.9,13.3,2.7,21.6,1927,98.3
02003,Albacete,0200302,0200302012,2017,40.9,16.8,12.3,2.8,19.9,1936,98.8
02003,Albacete,0200302,0200302012,2016,40.6,17.1,12,2.8,18.5,1938,98.8
02003,Albacete,0200302,0200302012,2015,39.8,18.4,11.5,2.8,18.1,1984,98.1
02003,Albacete,0200302,0200302013,2022,45,14.3,17.9,2.5,26.3,946,97.5
02003,Albacete,0200302,0200302013,2021,44.2,14.4,17.1,2.6,24.8,977,98
02003,Albacete,0200302,0200302013,2020,43.8,14.8,16.8,2.6,25.1,962,97.9
02003,Albacete,0200302,0200302013,2019,43.7,15.4,17.2,2.6,24.8,964,99
02003,Albacete,0200302,0200302013,2018,43.2,16.4,16.8,2.6,25.5,952,98.6
02003,Albacete,0200302,0200302013,2017,42.3,18,16.2,2.6,24.1,952,98.4
02003,Albacete,0200302,0200302013,2016,41.7,18.1,15.2,2.6,24,965,98.1
02003,Albacete,0200302,0200302013,2015,40.5,20.2,13.5,2.7,23.2,987,98.2
02003,Albacete,0200302,0200302014,2022,44.7,12.4,18.8,2.5,27,1820,94.2
02003,Albacete,0200302,0200302014,2021,44.2,12.5,17.7,2.6,24.7,1871,94
02003,Albacete,0200302,0200302014,2020,43.5,13.6,16.4,2.6,25.8,1902,95.5
02003,Albacete,0200302,0200302014,2019,43.2,14.1,16,2.6,24.3,1927,95.8
02003,Albacete,0200302,0200302014,2018,42.6,14.6,15.1,2.7,22.7,1960,96.1
02003,Albacete,0200302,0200302014,2017,41.6,15.8,13.8,2.7,21.5,1994,96.1
02003,Albacete,0200302,0200302014,2016,40.8,16.4,12.9,2.8,20.1,2024,96.1
02003,Albacete,0200302,0200302014,2015,40,16.9,11.9,2.8,20.2,2040,95.8
02003,Albacete,0200302,0200302015,2022,44.2,13.5,17.3,2.5,27.8,1407,95
02003,Albacete,0200302,0200302015,2021,43.7,13.1,16.5,2.5,26.8,1418,95
02003,Albacete,0200302,0200302015,2020,43.2,14,16.2,2.6,23.8,1448,95.1
02003,Albacete,0200302,0200302015,2019,43,14.3,15.9,2.6,24.6,1462,95
02003,Albacete,0200302,0200302015,2018,42.3,14.8,15.2,2.7,23.4,1491,95.2
02003,Albacete,0200302,0200302015,2017,41.5,15.3,14.4,2.8,21.3,1540,94.4
02003,Albacete,0200302,0200302015,2016,41,16,14.2,2.8,21.3,1534,95.4
02003,Albacete,0200302,0200302015,2015,40.7,16.4,14.4,2.8,21.8,1543,94.9
02003,Albacete,0200302,0200302016,2022,46.1,11.4,19.8,2.6,23.3,2010,97.7
02003,Albacete,0200302,0200302016,2021,45.8,11.2,19.3,2.6,23.7,1989,97.3
02003,Albacete,0200302,0200302016,2020,45.2,11.9,18.9,2.6,23.8,2019,96.9
02003,Albacete,0200302,0200302016,2019,44.3,12.8,18.3,2.7,22.7,2075,97.1
02003,Albacete,0200302,0200302016,2018,43.8,13.7,18.1,2.7,22.4,2051,98.1
02003,Albacete,0200302,0200302016,2017,42.9,15.3,17.1,2.7,22.6,2070,98.3
02003,Albacete,0200302,0200302016,2016,42.4,15.8,16.5,2.7,21.7,2021,98
02003,Albacete,0200302,0200302016,2015,41.5,17.6,16,2.7,21.2,2041,98
02003,Albacete,0200302,0200302017,2022,44.4,14.7,21,2.6,26.4,1307,90.5
02003,Albacete,0200302,0200302017,2021,44.4,14.4,20.8,2.5,26.6,1281,92.1
02003,Albacete,0200302,0200302017,2020,44.6,13.5,21,2.6,25.1,1292,93
02003,Albacete,0200302,0200302017,2019,44.2,14.4,20,2.6,23.3,1310,92.5
02003,Albacete,0200302,0200302017,2018,43.5,15.6,19.4,2.7,23.3,1337,93.4
02003,Albacete,0200302,0200302017,2017,42.8,16.6,18.6,2.7,23,1373,93.5
02003,Albacete,0200302,0200302017,2016,42.1,17.4,17.7,2.7,22.3,1405,93.8
02003,Albacete,0200302,0200302017,2015,41.8,17.3,17,2.8,22.9,1395,94.4
02003,Albacete,0200302,0200302018,2022,43.6,14.7,16.5,2.5,28,1625,95.5
02003,Albacete,0200302,0200302018,2021,42.9,15.6,15.4,2.5,27.2,1666,95.3
02003,Albacete,0200302,0200302018,2020,42.2,16.4,14.4,2.5,27.8,1676,96
02003,Albacete,0200302,0200302018,2019,41.5,17.2,13.7,2.6,27,1723,96.8
02003,Albacete,0200302,0200302018,2018,40.8,17.9,12.9,2.6,24,1731,97.4
02003,Albacete,0200302,0200302018,2017,40.1,18.4,11.8,2.7,22.5,1771,97.6
02003,Albacete,0200302,0200302018,2016,39.2,19.4,10.8,2.7,22.7,1808,96.6
02003,Albacete,0200302,0200302018,2015,38.7,20.9,10.6,2.7,23.4,1776,96.6
