mun_code,mun_name,year,net_income_pc,net_income_hh,net_income_equiv,median_income_equiv,gross_income_pc,gross_income_hh
40112,"Lastrilla, La",2015,11917,30222,18034,16450,14460,36672
40113,"Losa, La",2022,14786,36521,22085,19950,18168,44876
40113,"Losa, La",2021,14310,35709,21503,19950,17339,43265
40113,"Losa, La",2020,14390,34822,20995,18550,17496,42336
40113,"Losa, La",2019,14335,34921,21388,18550,17383,42345
40113,"Losa, La",2018,13188,31887,19976,17150,16417,39694
40113,"Losa, La",2017,12686,30516,18760,16450,15434,37127
40113,"Losa, La",2016,12757,31366,18818,16450,15358,37761
40113,"Losa, La",2015,12408,29734,18210,16450,14897,35698
40115,Maderuelo,2022,14989,30827,21530,18550,18208,37447
40115,Maderuelo,2021,14239,29255,20057,17150,17280,35503
40115,Maderuelo,2020,18655,40702,25802,17150,23441,51143
40115,Maderuelo,2019,15799,35956,22183,18550,18670,42491
40115,Maderuelo,2018,15124,40174,23363,18550,18005,47827
40115,Maderuelo,2017,11911,20688,16472,13650,14072,24440
40115,Maderuelo,2016,NA,NA,NA,NA,NA,NA
40115,Maderuelo,2015,12539,22779,16559,12950,14631,26580
40118,Marazuela,2022,14524,30053,NA,NA,17002,35180
40118,Marazuela,2021,14786,28803,NA,NA,17469,34031
40118,Marazuela,2020,13993,27149,NA,NA,16285,31594
40118,Marazuela,2019,NA,NA,NA,NA,NA,NA
40118,Marazuela,2018,NA,NA,NA,NA,NA,NA
40118,Marazuela,2017,NA,NA,NA,NA,NA,NA
40118,Marazuela,2016,NA,NA,NA,NA,NA,NA
40118,Marazuela,2015,NA,NA,NA,NA,NA,NA
40119,Martín Miguel,2022,16308,40271,23652,19250,19482,48108
40119,Martín Miguel,2021,13181,31579,21294,19250,16160,38718
40119,Martín Miguel,2020,13789,34165,20210,17150,16445,40746
40119,Martín Miguel,2019,13323,31547,19084,16450,15602,36942
40119,Martín Miguel,2018,12327,28809,17598,15750,14167,33109
40119,Martín Miguel,2017,9968,24099,15031,12950,11459,27704
40119,Martín Miguel,2016,11249,25835,16213,14350,13151,30204
40119,Martín Miguel,2015,10718,24969,15403,13650,12189,28396
40120,Martín Muñoz de la Dehesa,2022,15151,39520,22797,20650,18418,48040
40120,Martín Muñoz de la Dehesa,2021,13561,34252,19861,19250,16047,40531
40120,Martín Muñoz de la Dehesa,2020,13691,33355,20314,19250,16060,39125
40120,Martín Muñoz de la Dehesa,2019,14002,34111,20733,19950,16493,40179
40120,Martín Muñoz de la Dehesa,2018,12164,29595,17817,17150,14076,34247
40120,Martín Muñoz de la Dehesa,2017,11338,28410,16626,16450,13055,32711
40120,Martín Muñoz de la Dehesa,2016,11848,28612,17289,15750,13626,32905
40120,Martín Muñoz de la Dehesa,2015,10551,26203,15889,15750,12150,30176
40121,Martín Muñoz de las Posadas,2022,11848,23428,15900,14700,13444,26584
40121,Martín Muñoz de las Posadas,2021,11122,22073,15072,13650,12434,24677
40121,Martín Muñoz de las Posadas,2020,10769,21699,14407,13650,11891,23961
40121,Martín Muñoz de las Posadas,2019,10847,21385,14477,13650,11960,23578
40121,Martín Muñoz de las Posadas,2018,10731,20996,14379,12950,11878,23239
40121,Martín Muñoz de las Posadas,2017,9853,19773,13440,12250,10928,21931
40121,Martín Muñoz de las Posadas,2016,9215,20089,13040,12250,10159,22148
40121,Martín Muñoz de las Posadas,2015,9412,19876,13057,12250,10337,21830
40122,Marugán,2022,14019,28342,19773,17850,16857,34080
40122,Marugán,2021,13692,27461,19046,17850,16292,32675
40122,Marugán,2020,14443,28479,19731,17150,17223,33961
40122,Marugán,2019,13532,26396,18488,17150,15765,30751
40122,Marugán,2018,12700,25821,17375,15750,14726,29939
40122,Marugán,2017,12068,24869,16319,14350,13922,28690
40122,Marugán,2016,11432,23753,15599,14350,13257,27545
40122,Marugán,2015,11479,23853,15508,14350,13252,27537
40123,Matabuena,2022,13329,29587,20172,13650,16347,36286
40123,Matabuena,2021,12912,25676,18619,11550,16393,32597
40123,Matabuena,2020,10431,21573,14273,11550,11671,24138
40123,Matabuena,2019,9683,20075,13352,11550,10848,22490
40123,Matabuena,2018,10326,20787,14760,12600,11343,22833
40123,Matabuena,2017,9255,20193,13181,12250,10254,22372
40123,Matabuena,2016,8840,20787,12714,11550,9870,23207
40123,Matabuena,2015,8803,20088,12819,11550,9617,21947
40124,Mata de Cuéllar,2022,12729,31286,19466,16800,15038,36963
40124,Mata de Cuéllar,2021,12430,29903,18472,16450,14704,35372
40124,Mata de Cuéllar,2020,12131,28305,17805,15750,14191,33112
40124,Mata de Cuéllar,2019,12016,29451,17661,15050,13716,33618
40124,Mata de Cuéllar,2018,10442,25814,15287,13650,11793,29156
40124,Mata de Cuéllar,2017,10434,25230,15201,13650,12046,29130
40124,Mata de Cuéllar,2016,9854,23170,14345,12250,11391,26784
40124,Mata de Cuéllar,2015,9542,22953,13946,12250,10834,26059
40125,"Matilla, La",2022,15697,29618,NA,NA,18785,35445
40125,"Matilla, La",2021,14786,28803,NA,NA,17469,34031
40125,"Matilla, La",2020,13993,27149,NA,NA,16285,31594
40125,"Matilla, La",2019,NA,NA,NA,NA,NA,NA
40125,"Matilla, La",2018,NA,NA,NA,NA,NA,NA
40125,"Matilla, La",2017,NA,NA,NA,NA,NA,NA
40125,"Matilla, La",2016,NA,NA,NA,NA,NA,NA
40125,"Matilla, La",2015,13311,29515,18287,10150,16421,36413
40126,Melque de Cercos,2022,14524,30053,NA,NA,17002,35180
40126,Melque de Cercos,2021,14786,28803,NA,NA,17469,34031
40126,Melque de Cercos,2020,13993,27149,NA,NA,16285,31594
40126,Melque de Cercos,2019,NA,NA,NA,NA,NA,NA
40126,Melque de Cercos,2018,NA,NA,NA,NA,NA,NA
40126,Melque de Cercos,2017,NA,NA,NA,NA,NA,NA
40126,Melque de Cercos,2016,NA,NA,NA,NA,NA,NA
40126,Melque de Cercos,2015,NA,NA,NA,NA,NA,NA
40127,Membibre de la Hoz,2022,15020,29641,NA,NA,17813,35153
40127,Membibre de la Hoz,2021,14786,28803,NA,NA,17469,34031
40127,Membibre de la Hoz,2020,13993,27149,NA,NA,16285,31594
40127,Membibre de la Hoz,2019,NA,NA,NA,NA,NA,NA
40127,Membibre de la Hoz,2018,NA,NA,NA,NA,NA,NA
40127,Membibre de la Hoz,2017,NA,NA,NA,NA,NA,NA
40127,Membibre de la Hoz,2016,NA,NA,NA,NA,NA,NA
40127,Membibre de la Hoz,2015,NA,NA,NA,NA,NA,NA
40128,Migueláñez,2022,15450,32349,21406,17850,18321,38359
40128,Migueláñez,2021,13635,29543,19266,16450,16522,35797
40128,Migueláñez,2020,13442,29665,19096,14350,16161,35665
40128,Migueláñez,2019,12911,29971,18686,15750,15091,35033
40128,Migueláñez,2018,13003,30823,18511,17150,15411,36530
40128,Migueláñez,2017,11738,29128,17373,15050,13773,34177
40128,Migueláñez,2016,11874,28662,17437,15050,13861,33458
40128,Migueláñez,2015,10581,25844,15689,12250,12223,29857
40129,Montejo de Arévalo,2022,14580,33006,21260,17150,17209,38958
40129,Montejo de Arévalo,2021,14338,32881,20923,18550,16851,38644
40129,Montejo de Arévalo,2020,13045,30265,19170,17850,15006,34814
40129,Montejo de Arévalo,2019,12589,29490,18595,16450,14431,33803
40129,Montejo de Arévalo,2018,12164,28329,17866,15050,13984,32567
40129,Montejo de Arévalo,2017,12197,27040,17755,15750,14014,31067
40129,Montejo de Arévalo,2016,11735,26823,17263,12950,13747,31422
40129,Montejo de Arévalo,2015,11359,25693,16616,13650,13091,29611
40130,Montejo de la Vega de la Serrezuela,2022,14575,28029,19772,17850,17324,33316
40130,Montejo de la Vega de la Serrezuela,2021,13988,28189,19187,18550,16353,32953
40130,Montejo de la Vega de la Serrezuela,2020,12914,26623,18030,17150,15205,31345
40130,Montejo de la Vega de la Serrezuela,2019,12259,25650,17547,15750,14124,29552
40130,Montejo de la Vega de la Serrezuela,2018,12036,25867,16985,15050,13980,30046
40130,Montejo de la Vega de la Serrezuela,2017,10547,23298,14899,13650,12193,26933
40130,Montejo de la Vega de la Serrezuela,2016,10571,22653,14975,13650,12098,25923
40130,Montejo de la Vega de la Serrezuela,2015,11046,24101,15580,14350,12647,27593
40131,Monterrubio,2022,15697,29618,NA,NA,18785,35445
40131,Monterrubio,2021,14786,28803,NA,NA,17469,34031
40131,Monterrubio,2020,13993,27149,NA,NA,16285,31594
40131,Monterrubio,2019,NA,NA,NA,NA,NA,NA
40131,Monterrubio,2018,NA,NA,NA,NA,NA,NA
40131,Monterrubio,2017,NA,NA,NA,NA,NA,NA
40131,Monterrubio,2016,NA,NA,NA,NA,NA,NA
40131,Monterrubio,2015,NA,NA,NA,NA,NA,NA
40132,Moral de Hornuez,2022,15020,29641,NA,NA,17813,35153
40132,Moral de Hornuez,2021,14786,28803,NA,NA,17469,34031
40132,Moral de Hornuez,2020,13993,27149,NA,NA,16285,31594
40132,Moral de Hornuez,2019,NA,NA,NA,NA,NA,NA
40132,Moral de Hornuez,2018,NA,NA,NA,NA,NA,NA
40132,Moral de Hornuez,2017,NA,NA,NA,NA,NA,NA
40132,Moral de Hornuez,2016,NA,NA,NA,NA,NA,NA
40132,Moral de Hornuez,2015,NA,NA,NA,NA,NA,NA
40134,Mozoncillo,2022,12810,32903,19452,17150,15473,39743
40134,Mozoncillo,2021,12337,30805,18770,16450,14932,37286
40134,Mozoncillo,2020,12317,30755,18123,15750,14390,35933
40134,Mozoncillo,2019,11900,29992,17644,15050,13851,34908
40134,Mozoncillo,2018,10797,27498,15998,14350,12406,31594
40134,Mozoncillo,2017,10713,26751,15892,13650,12341,30818
40134,Mozoncillo,2016,9823,24785,14489,12250,11205,28272
40134,Mozoncillo,2015,9630,23852,14222,12250,10945,27111
40135,Muñopedro,2022,11830,28260,17092,15750,13630,32560
40135,Muñopedro,2021,11075,27256,16207,15750,12492,30742
40135,Muñopedro,2020,10105,25463,15267,14350,11211,28253
40135,Muñopedro,2019,10311,25205,15521,15750,11495,28099
40135,Muñopedro,2018,10105,24030,14767,13650,11179,26582
40135,Muñopedro,2017,9689,22410,13761,12600,10677,24696
40135,Muñopedro,2016,9376,22131,13409,12250,10369,24475
40135,Muñopedro,2015,9045,20785,12840,12250,9978,22928
40136,Muñoveros,2022,13190,29571,18819,17150,15395,34514
40136,Muñoveros,2021,12823,28121,18113,16450,14947,32778
40136,Muñoveros,2020,11765,26144,16561,15750,13408,29795
40136,Muñoveros,2019,11636,26042,16130,14350,13087,29289
40136,Muñoveros,2018,11204,24859,16038,15050,12634,28033
40136,Muñoveros,2017,10727,22646,15227,14350,12019,25373
40136,Muñoveros,2016,10741,23056,15425,13650,12087,25947
40136,Muñoveros,2015,9452,19517,13411,10850,10638,21966
40138,Nava de la Asunción,2022,12575,30237,18247,16450,14792,35569
40138,Nava de la Asunción,2021,11919,29528,17498,15750,14014,34719
40138,Nava de la Asunción,2020,11236,28069,16539,15050,13105,32738
40138,Nava de la Asunción,2019,10936,27304,16067,14350,12674,31643
40138,Nava de la Asunción,2018,10628,26595,15609,13650,12272,30708
40138,Nava de la Asunción,2017,10051,25211,14781,12950,11600,29097
40138,Nava de la Asunción,2016,10501,26364,15659,12950,12190,30604
40138,Nava de la Asunción,2015,9311,23616,13771,12250,10703,27146
40139,Navafría,2022,14267,30131,19655,17850,16474,34793
40139,Navafría,2021,13474,29194,18757,17150,15382,33327
40139,Navafría,2020,12215,27484,17794,15050,14180,31904
40139,Navafría,2019,11619,25651,16357,16450,13322,29412
40139,Navafría,2018,11287,23837,15725,14350,13003,27461
40139,Navafría,2017,10514,22507,14544,12950,11946,25573
40139,Navafría,2016,9958,21240,13751,12950,11245,23984
40139,Navafría,2015,9563,20960,13437,12250,10807,23686
40140,Navalilla,2022,15020,29641,NA,NA,17813,35153
40140,Navalilla,2021,14786,28803,NA,NA,17469,34031
40140,Navalilla,2020,13993,27149,NA,NA,16285,31594
40140,Navalilla,2019,NA,NA,NA,NA,NA,NA
40140,Navalilla,2018,10780,19828,14316,11550,11926,21935
40140,Navalilla,2017,10362,18792,13888,10850,11587,21014
40140,Navalilla,2016,9841,17302,12937,10150,10919,19196
40140,Navalilla,2015,9465,18155,12932,10150,10890,20887
40141,Navalmanzano,2022,11992,31937,18291,17150,13965,37192
40141,Navalmanzano,2021,11677,31108,17770,17150,13558,36119
40141,Navalmanzano,2020,11378,30577,17230,16450,13119,35256
40141,Navalmanzano,2019,10898,29119,16560,15750,12482,33350
40141,Navalmanzano,2018,10254,27109,15572,14700,11611,30698
40141,Navalmanzano,2017,9707,26173,14736,13650,11013,29696
40141,Navalmanzano,2016,9091,24897,13789,12950,10230,28019
40141,Navalmanzano,2015,8958,24405,13678,12950,10044,27363
40142,Navares de Ayuso,2022,15020,29641,NA,NA,17813,35153
40142,Navares de Ayuso,2021,14786,28803,NA,NA,17469,34031
40142,Navares de Ayuso,2020,13993,27149,NA,NA,16285,31594
40142,Navares de Ayuso,2019,NA,NA,NA,NA,NA,NA
40142,Navares de Ayuso,2018,NA,NA,NA,NA,NA,NA
40142,Navares de Ayuso,2017,NA,NA,NA,NA,NA,NA
40142,Navares de Ayuso,2016,NA,NA,NA,NA,NA,NA
40142,Navares de Ayuso,2015,NA,NA,NA,NA,NA,NA
40143,Navares de Enmedio,2022,15020,29641,NA,NA,17813,35153
40143,Navares de Enmedio,2021,14786,28803,NA,NA,17469,34031
40143,Navares de Enmedio,2020,13993,27149,NA,NA,16285,31594
40143,Navares de Enmedio,2019,NA,NA,NA,NA,NA,NA
40143,Navares de Enmedio,2018,NA,NA,NA,NA,NA,NA
40143,Navares de Enmedio,2017,NA,NA,NA,NA,NA,NA
40143,Navares de Enmedio,2016,NA,NA,NA,NA,NA,NA
40143,Navares de Enmedio,2015,NA,NA,NA,NA,NA,NA
40144,Navares de las Cuevas,2022,15020,29641,NA,NA,17813,35153
40144,Navares de las Cuevas,2021,14786,28803,NA,NA,17469,34031
40144,Navares de las Cuevas,2020,13993,27149,NA,NA,16285,31594
40144,Navares de las Cuevas,2019,NA,NA,NA,NA,NA,NA
40144,Navares de las Cuevas,2018,NA,NA,NA,NA,NA,NA
40144,Navares de las Cuevas,2017,NA,NA,NA,NA,NA,NA
40144,Navares de las Cuevas,2016,NA,NA,NA,NA,NA,NA
40144,Navares de las Cuevas,2015,NA,NA,NA,NA,NA,NA
40145,Navas de Oro,2022,13033,30605,19061,17150,15157,35591
40145,Navas de Oro,2021,12397,29542,18100,16450,14333,34157
40145,Navas de Oro,2020,12192,29230,17904,15750,14321,34334
40145,Navas de Oro,2019,11567,27651,16932,15050,13390,32007
40145,Navas de Oro,2018,10985,26242,16032,15050,12633,30178
40145,Navas de Oro,2017,10620,25671,15570,13650,12109,29270
40145,Navas de Oro,2016,9926,24420,14726,12950,11252,27683
40145,Navas de Oro,2015,9522,23270,14308,12950,10766,26310
40146,Navas de San Antonio,2022,12995,29535,18658,17150,15216,34583
40146,Navas de San Antonio,2021,12328,27447,17537,15750,14285,31804
40146,Navas de San Antonio,2020,11627,26340,16438,14350,13461,30494
40146,Navas de San Antonio,2019,11965,27178,17166,14350,13860,31484
40146,Navas de San Antonio,2018,11747,26781,17013,15050,13683,31194
40146,Navas de San Antonio,2017,11112,24676,15798,12950,12949,28755
40146,Navas de San Antonio,2016,9760,23593,14019,11550,11291,27293
40146,Navas de San Antonio,2015,10724,23484,14799,12250,12356,27059
40148,Nieva,2022,14284,30235,20196,18550,16907,35787
40148,Nieva,2021,13124,28027,18094,17150,15194,32448
40148,Nieva,2020,12581,27049,17295,16450,14447,31062
40148,Nieva,2019,11598,25850,16173,14350,13152,29314
40148,Nieva,2018,11960,26555,16938,13650,13503,29982
40148,Nieva,2017,11205,25047,15969,13650,13060,29193
40148,Nieva,2016,10377,25238,15048,12250,11941,29042
40148,Nieva,2015,10020,24716,14452,12250,11408,28140
40149,Olombrada,2022,13264,27268,18178,15750,15506,31878
40149,Olombrada,2021,12117,25692,17034,15750,14034,29757
40149,Olombrada,2020,11496,24217,16234,14350,13607,28665
40149,Olombrada,2019,11437,24680,15997,14350,13163,28405
40149,Olombrada,2018,10895,23140,15049,13650,12347,26225
40149,Olombrada,2017,10161,22281,14501,12950,11667,25585
40149,Olombrada,2016,9674,21814,13722,11550,10883,24540
40149,Olombrada,2015,9079,20470,13145,11550,10145,22874
40150,Orejana,2022,15697,29618,NA,NA,18785,35445
40150,Orejana,2021,14786,28803,NA,NA,17469,34031
40150,Orejana,2020,13993,27149,NA,NA,16285,31594
40150,Orejana,2019,NA,NA,NA,NA,NA,NA
40150,Orejana,2018,NA,NA,NA,NA,NA,NA
40150,Orejana,2017,NA,NA,NA,NA,NA,NA
40150,Orejana,2016,NA,NA,NA,NA,NA,NA
40150,Orejana,2015,NA,NA,NA,NA,NA,NA
40151,Ortigosa de Pestaño,2022,14524,30053,NA,NA,17002,35180
40151,Ortigosa de Pestaño,2021,14786,28803,NA,NA,17469,34031
40151,Ortigosa de Pestaño,2020,13993,27149,NA,NA,16285,31594
40151,Ortigosa de Pestaño,2019,NA,NA,NA,NA,NA,NA
40151,Ortigosa de Pestaño,2018,NA,NA,NA,NA,NA,NA
40151,Ortigosa de Pestaño,2017,NA,NA,NA,NA,NA,NA
40151,Ortigosa de Pestaño,2016,NA,NA,NA,NA,NA,NA
40151,Ortigosa de Pestaño,2015,NA,NA,NA,NA,NA,NA
40152,Otero de Herreros,2022,13499,32073,19766,17850,16139,38346
40152,Otero de Herreros,2021,12535,30708,18553,17150,14778,36204
40152,Otero de Herreros,2020,11727,29011,17404,15750,13680,33843
40152,Otero de Herreros,2019,11534,28381,17067,15750,13299,32726
40152,Otero de Herreros,2018,10945,27636,16369,15050,12563,31721
40152,Otero de Herreros,2017,10101,25654,15149,14350,11770,29893
40152,Otero de Herreros,2016,9996,25209,14890,13650,11483,28961
40152,Otero de Herreros,2015,10034,25060,14843,14350,11558,28865
40154,Pajarejos,2022,15020,29641,NA,NA,17813,35153
40154,Pajarejos,2021,14786,28803,NA,NA,17469,34031
40154,Pajarejos,2020,13993,27149,NA,NA,16285,31594
40154,Pajarejos,2019,NA,NA,NA,NA,NA,NA
40154,Pajarejos,2018,NA,NA,NA,NA,NA,NA
40154,Pajarejos,2017,NA,NA,NA,NA,NA,NA
40154,Pajarejos,2016,NA,NA,NA,NA,NA,NA
40154,Pajarejos,2015,NA,NA,NA,NA,NA,NA
40155,Palazuelos de Eresma,2022,15068,39090,22767,20650,18525,48058
40155,Palazuelos de Eresma,2021,14348,37463,21784,19950,17497,45683
40155,Palazuelos de Eresma,2020,13630,35571,20789,19250,16507,43081
40155,Palazuelos de Eresma,2019,13332,35018,20352,18550,16092,42268
40155,Palazuelos de Eresma,2018,12825,33806,19690,17850,15399,40592
40155,Palazuelos de Eresma,2017,12298,32371,18822,17150,14794,38940
40155,Palazuelos de Eresma,2016,12043,31681,18494,17150,14450,38014
40155,Palazuelos de Eresma,2015,11615,30545,17776,16450,13854,36433
40156,Pedraza,2022,16067,33167,23085,17150,20198,41694
40156,Pedraza,2021,15304,31354,21695,17500,18818,38554
40156,Pedraza,2020,14451,29343,20336,15750,17503,35540
40156,Pedraza,2019,14242,29642,19700,15050,17185,35765
40156,Pedraza,2018,13265,27420,18386,14350,15810,32680
40156,Pedraza,2017,12510,26584,17820,12950,14973,31818
40156,Pedraza,2016,11581,25794,16325,12250,13749,30622
40156,Pedraza,2015,11329,25189,16178,12950,13480,29973
40157,Pelayos del Arroyo,2022,15697,29618,NA,NA,18785,35445
40157,Pelayos del Arroyo,2021,14786,28803,NA,NA,17469,34031
40157,Pelayos del Arroyo,2020,13993,27149,NA,NA,16285,31594
40157,Pelayos del Arroyo,2019,NA,NA,NA,NA,NA,NA
40157,Pelayos del Arroyo,2018,NA,NA,NA,NA,NA,NA
40157,Pelayos del Arroyo,2017,NA,NA,NA,NA,NA,NA
40157,Pelayos del Arroyo,2016,NA,NA,NA,NA,NA,NA
40157,Pelayos del Arroyo,2015,NA,NA,NA,NA,NA,NA
40158,Perosillo,2022,14524,30053,NA,NA,17002,35180
40158,Perosillo,2021,14786,28803,NA,NA,17469,34031
40158,Perosillo,2020,13993,27149,NA,NA,16285,31594
40158,Perosillo,2019,NA,NA,NA,NA,NA,NA
40158,Perosillo,2018,NA,NA,NA,NA,NA,NA
40158,Perosillo,2017,NA,NA,NA,NA,NA,NA
40158,Perosillo,2016,NA,NA,NA,NA,NA,NA
40158,Perosillo,2015,NA,NA,NA,NA,NA,NA
40159,Pinarejos,2022,12110,29601,17416,15750,14207,34727
40159,Pinarejos,2021,11345,27644,16353,14350,13176,32105
40159,Pinarejos,2020,11032,27820,16112,14700,12746,32143
40159,Pinarejos,2019,11164,27835,16373,15050,12782,31869
40159,Pinarejos,2018,10534,25561,15238,13650,12127,29428
40159,Pinarejos,2017,10085,24803,14719,12950,11560,28432
40159,Pinarejos,2016,10333,24609,14930,13650,11855,28233
40159,Pinarejos,2015,9848,22371,14008,12600,11144,25314
40160,Pinarnegrillo,2022,14524,30053,NA,NA,17002,35180
40160,Pinarnegrillo,2021,11983,24205,16124,14350,13620,27513
40160,Pinarnegrillo,2020,13993,27149,NA,NA,16285,31594
40160,Pinarnegrillo,2019,NA,NA,NA,NA,NA,NA
40160,Pinarnegrillo,2018,NA,NA,NA,NA,NA,NA
40160,Pinarnegrillo,2017,10463,21132,14167,11550,11803,23837
40160,Pinarnegrillo,2016,11044,22305,15166,11550,12387,25016
40160,Pinarnegrillo,2015,10415,21026,14402,11550,11574,23367
40161,Carabias,2022,15020,29641,NA,NA,17813,35153
40161,Carabias,2021,14786,28803,NA,NA,17469,34031
40161,Carabias,2020,13993,27149,NA,NA,16285,31594
40161,Carabias,2019,NA,NA,NA,NA,NA,NA
40161,Carabias,2018,NA,NA,NA,NA,NA,NA
40161,Carabias,2017,NA,NA,NA,NA,NA,NA
40161,Carabias,2016,NA,NA,NA,NA,NA,NA
40161,Carabias,2015,NA,NA,NA,NA,NA,NA
40162,Prádena,2022,13455,31790,19644,17150,15688,37067
40162,Prádena,2021,12697,30609,18476,15750,14743,35541
40162,Prádena,2020,11781,28634,17339,14350,13632,33135
40162,Prádena,2019,11590,28032,16877,14350,13366,32329
40162,Prádena,2018,11685,29728,17354,12950,13487,34312
40162,Prádena,2017,9927,24794,14714,12250,11423,28530
40162,Prádena,2016,10520,25460,15218,12250,12150,29404
40162,Prádena,2015,10071,24342,14810,11550,11498,27790
40163,Puebla de Pedraza,2022,15697,29618,NA,NA,18785,35445
40163,Puebla de Pedraza,2021,14786,28803,NA,NA,17469,34031
40163,Puebla de Pedraza,2020,13993,27149,NA,NA,16285,31594
40163,Puebla de Pedraza,2019,NA,NA,NA,NA,NA,NA
40163,Puebla de Pedraza,2018,NA,NA,NA,NA,NA,NA
40163,Puebla de Pedraza,2017,NA,NA,NA,NA,NA,NA
40163,Puebla de Pedraza,2016,NA,NA,NA,NA,NA,NA
40163,Puebla de Pedraza,2015,NA,NA,NA,NA,NA,NA
40164,Rapariegos,2022,15094,32157,21755,17850,18636,39702
40164,Rapariegos,2021,13861,29831,20470,17850,16402,35300
40164,Rapariegos,2020,12753,27607,17743,15750,14944,32349
40164,Rapariegos,2019,11462,26491,16850,14350,12937,29898
40164,Rapariegos,2018,10638,25233,15290,13650,11834,28071
40164,Rapariegos,2017,9682,22741,13844,12950,10768,25292
40164,Rapariegos,2016,10142,22879,14206,12250,11389,25691
40164,Rapariegos,2015,9041,20711,12829,12250,10046,23013
40165,Rebollo,2022,15697,29618,NA,NA,18785,35445
40165,Rebollo,2021,14786,28803,NA,NA,17469,34031
40165,Rebollo,2020,13993,27149,NA,NA,16285,31594
40165,Rebollo,2019,NA,NA,NA,NA,NA,NA
40165,Rebollo,2018,NA,NA,NA,NA,NA,NA
40165,Rebollo,2017,NA,NA,NA,NA,NA,NA
40165,Rebollo,2016,NA,NA,NA,NA,NA,NA
40165,Rebollo,2015,NA,NA,NA,NA,NA,NA
40166,Remondo,2022,13112,33046,19793,17850,15531,39144
40166,Remondo,2021,12320,30239,18288,16800,14420,35394
40166,Remondo,2020,12402,29706,18428,16450,14391,34471
40166,Remondo,2019,12431,28944,18199,15750,14390,33504
40166,Remondo,2018,12628,28851,18719,16450,14587,33326
40166,Remondo,2017,10917,25334,16415,13650,12522,29058
40166,Remondo,2016,12360,28871,18306,17150,14480,33824
40166,Remondo,2015,11797,26758,17429,14350,13665,30996
40168,Riaguas de San Bartolomé,2022,15020,29641,NA,NA,17813,35153
40168,Riaguas de San Bartolomé,2021,14786,28803,NA,NA,17469,34031
40168,Riaguas de San Bartolomé,2020,13993,27149,NA,NA,16285,31594
40168,Riaguas de San Bartolomé,2019,NA,NA,NA,NA,NA,NA
40168,Riaguas de San Bartolomé,2018,NA,NA,NA,NA,NA,NA
40168,Riaguas de San Bartolomé,2017,NA,NA,NA,NA,NA,NA
40168,Riaguas de San Bartolomé,2016,NA,NA,NA,NA,NA,NA
40168,Riaguas de San Bartolomé,2015,NA,NA,NA,NA,NA,NA
40170,Riaza,2022,13038,30725,18890,15750,15974,37645
40170,Riaza,2021,12453,29715,17708,14350,14919,35599
40170,Riaza,2020,11315,27427,16336,13650,13420,32528
40170,Riaza,2019,11151,27335,16079,13650,13083,32069
40170,Riaza,2018,10463,25678,15053,12950,12242,30047
40170,Riaza,2017,9735,23883,13933,11550,11377,27911
40170,Riaza,2016,8920,23714,13044,10850,10424,27713
40170,Riaza,2015,9220,23615,13442,10850,10794,27645
40171,Ribota,2022,15020,29641,NA,NA,17813,35153
40171,Ribota,2021,14786,28803,NA,NA,17469,34031
40171,Ribota,2020,13993,27149,NA,NA,16285,31594
40171,Ribota,2019,NA,NA,NA,NA,NA,NA
40171,Ribota,2018,NA,NA,NA,NA,NA,NA
40171,Ribota,2017,NA,NA,NA,NA,NA,NA
40171,Ribota,2016,NA,NA,NA,NA,NA,NA
40171,Ribota,2015,NA,NA,NA,NA,NA,NA
40172,Riofrío de Riaza,2022,15020,29641,NA,NA,17813,35153
40172,Riofrío de Riaza,2021,14786,28803,NA,NA,17469,34031
40172,Riofrío de Riaza,2020,13993,27149,NA,NA,16285,31594
40172,Riofrío de Riaza,2019,NA,NA,NA,NA,NA,NA
40172,Riofrío de Riaza,2018,NA,NA,NA,NA,NA,NA
40172,Riofrío de Riaza,2017,NA,NA,NA,NA,NA,NA
40172,Riofrío de Riaza,2016,NA,NA,NA,NA,NA,NA
40172,Riofrío de Riaza,2015,NA,NA,NA,NA,NA,NA
40173,Roda de Eresma,2022,12817,32236,18378,16450,15033,37810
40173,Roda de Eresma,2021,12531,30283,18071,17850,14991,36228
40173,Roda de Eresma,2020,12233,28209,17132,16450,14429,33272
40173,Roda de Eresma,2019,12458,28313,18021,17150,14739,33499
40173,Roda de Eresma,2018,11801,25773,17078,16450,14006,30589
40173,Roda de Eresma,2017,11578,25499,16355,15050,13634,30027
40173,Roda de Eresma,2016,10950,24604,15338,13650,12756,28662
40173,Roda de Eresma,2015,10046,22448,14002,10850,11642,26014
40174,Sacramenia,2022,13521,29295,19353,17150,15813,34262
40174,Sacramenia,2021,12803,27551,18039,17150,14801,31850
40174,Sacramenia,2020,11980,26017,16830,15750,13596,29528
40174,Sacramenia,2019,12050,26616,17240,15750,13585,30007
40174,Sacramenia,2018,11442,25978,16475,15050,12849,29173
40174,Sacramenia,2017,10565,24696,15540,14350,11922,27868
40174,Sacramenia,2016,10042,23833,14631,12950,11270,26749
40174,Sacramenia,2015,9638,23042,14278,12250,10795,25809
40176,Samboal,2022,12986,27932,18155,16450,15158,32603
40176,Samboal,2021,11931,26628,16852,15750,13665,30499
40176,Samboal,2020,11520,25074,16199,15050,13072,28451
40176,Samboal,2019,11182,25215,16002,14350,12681,28594
