mun_code,mun_name,year,net_income_pc,net_income_hh,net_income_equiv,median_income_equiv,gross_income_pc,gross_income_hh
39044,Miengo,2017,12122,27801,17628,15750,14334,32874
39044,Miengo,2016,11824,27234,17167,15050,13911,32042
39044,Miengo,2015,11534,26660,16751,15050,13540,31297
39045,Miera,2022,10990,26110,16395,15050,12279,29171
39045,Miera,2021,10509,25521,15836,14350,11573,28106
39045,Miera,2020,9895,24209,15001,13650,10901,26670
39045,Miera,2019,10412,24754,15379,14350,11447,27213
39045,Miera,2018,9529,22411,14130,13650,10433,24537
39045,Miera,2017,10636,25278,15806,12950,11985,28483
39045,Miera,2016,8894,21522,13157,12250,9685,23436
39045,Miera,2015,8629,21093,12832,11550,9417,23019
39046,Molledo,2022,12867,28815,18575,17150,14803,33150
39046,Molledo,2021,11999,26754,17328,16450,13669,30479
39046,Molledo,2020,11615,26280,16645,15750,13273,30031
39046,Molledo,2019,11550,26409,16587,15750,13188,30155
39046,Molledo,2018,10808,25057,15675,15050,12271,28450
39046,Molledo,2017,10281,23989,14883,14350,11635,27147
39046,Molledo,2016,9880,23549,14212,13650,11137,26544
39046,Molledo,2015,9923,23340,14242,12950,11177,26291
39047,Noja,2022,12697,29538,18482,15750,15238,35451
39047,Noja,2021,11444,26580,16758,15050,13646,31696
39047,Noja,2020,10818,25376,15913,13650,12717,29831
39047,Noja,2019,10814,25181,15923,14350,12853,29928
39047,Noja,2018,10472,24789,15396,13650,12300,29119
39047,Noja,2017,10068,24014,14978,12250,11782,28104
39047,Noja,2016,9510,22680,14280,11550,11098,26467
39047,Noja,2015,9134,21811,13570,11550,10608,25330
39048,Penagos,2022,14129,38282,21706,19950,16826,45588
39048,Penagos,2021,13235,35634,20265,19250,15640,42107
39048,Penagos,2020,12770,34656,19517,18550,15011,40738
39048,Penagos,2019,13062,35134,19949,18550,15261,41048
39048,Penagos,2018,12202,32970,18615,17150,14221,38428
39048,Penagos,2017,11713,31979,18039,16450,13656,37283
39048,Penagos,2016,11454,31530,17679,16450,13335,36707
39048,Penagos,2015,11326,30604,17317,15750,13094,35382
39049,Peñarrubia,2022,13589,31708,20136,18550,15777,36813
39049,Peñarrubia,2021,12574,28578,17949,17150,14312,32528
39049,Peñarrubia,2020,11953,27298,17356,16450,13574,30999
39049,Peñarrubia,2019,11514,26007,16591,16100,12960,29274
39049,Peñarrubia,2018,11266,26049,16480,16450,12655,29260
39049,Peñarrubia,2017,10797,24888,15681,14700,12243,28219
39049,Peñarrubia,2016,11344,26872,16272,14350,13017,30834
39049,Peñarrubia,2015,10382,24676,15026,14350,11732,27884
39050,Pesaguero,2022,11843,26297,16728,15050,13384,29718
39050,Pesaguero,2021,11592,25991,16335,14350,13015,29181
39050,Pesaguero,2020,11047,24642,15816,13650,12497,27878
39050,Pesaguero,2019,10412,23368,14725,12950,11692,26239
39050,Pesaguero,2018,10248,22862,14613,12950,11361,25343
39050,Pesaguero,2017,9876,21089,13969,12950,11012,23514
39050,Pesaguero,2016,9628,21355,13750,12250,10683,23696
39050,Pesaguero,2015,9332,21202,13613,12250,10354,23525
39051,Pesquera,2022,NA,NA,NA,NA,NA,NA
39051,Pesquera,2021,NA,NA,NA,NA,NA,NA
39051,Pesquera,2020,NA,NA,NA,NA,NA,NA
39051,Pesquera,2019,NA,NA,NA,NA,NA,NA
39051,Pesquera,2018,NA,NA,NA,NA,NA,NA
39051,Pesquera,2017,NA,NA,NA,NA,NA,NA
39051,Pesquera,2016,NA,NA,NA,NA,NA,NA
39051,Pesquera,2015,NA,NA,NA,NA,NA,NA
39052,Piélagos,2022,14926,39821,22807,19950,18490,49330
39052,Piélagos,2021,13992,37453,21466,19250,17285,46269
39052,Piélagos,2020,13416,36232,20606,18550,16390,44263
39052,Piélagos,2019,13294,35907,20470,17850,16214,43794
39052,Piélagos,2018,12709,34407,19629,17150,15413,41729
39052,Piélagos,2017,12237,33106,18865,16450,14801,40040
39052,Piélagos,2016,12027,32731,18591,16450,14502,39468
39052,Piélagos,2015,11598,31581,18024,15750,13950,37988
39053,Polaciones,2022,12824,25160,17016,16450,14813,29063
39053,Polaciones,2021,12123,23584,16335,13650,13981,27198
39053,Polaciones,2020,11463,23141,15598,12950,12919,26080
39053,Polaciones,2019,11330,22458,15427,13650,12692,25158
39053,Polaciones,2018,11304,21849,15357,13650,12608,24368
39053,Polaciones,2017,11353,21954,14966,12950,12622,24410
39053,Polaciones,2016,10868,20519,14208,12250,12072,22793
39053,Polaciones,2015,10657,20361,13954,12950,11856,22653
39054,Polanco,2022,13284,34817,20336,18550,16136,42293
39054,Polanco,2021,12532,33269,19108,17850,14946,39678
39054,Polanco,2020,12146,30110,18296,17150,14363,35605
39054,Polanco,2019,12311,30497,18478,17150,14568,36087
39054,Polanco,2018,11885,29159,17925,16450,14042,34451
39054,Polanco,2017,11125,27293,16737,15750,13082,32095
39054,Polanco,2016,10855,26644,16304,15050,12690,31148
39054,Polanco,2015,10594,25833,15917,14350,12360,30140
39055,Potes,2022,13227,28456,18460,16450,15514,33377
39055,Potes,2021,12117,26644,17243,15750,14243,31320
39055,Potes,2020,11331,24669,16357,14350,13234,28814
39055,Potes,2019,13294,29016,18995,14350,15962,34838
39055,Potes,2018,12685,28479,18090,14350,15369,34507
39055,Potes,2017,11838,26760,17008,13650,14188,32073
39055,Potes,2016,11093,24988,15885,12950,13068,29437
39055,Potes,2015,10344,23189,14789,12600,12016,26938
39056,Puente Viesgo,2022,12915,33183,19611,18550,15326,39379
39056,Puente Viesgo,2021,12321,31807,18713,17150,14565,37602
39056,Puente Viesgo,2020,11772,30572,18014,16450,13787,35807
39056,Puente Viesgo,2019,11587,30258,17870,16450,13596,35506
39056,Puente Viesgo,2018,11163,29365,17157,15750,13083,34414
39056,Puente Viesgo,2017,10604,28134,16280,15050,12334,32725
39056,Puente Viesgo,2016,10568,27826,16175,14350,12314,32423
39056,Puente Viesgo,2015,10146,27064,15603,14350,11738,31310
39057,Ramales de la Victoria,2022,11925,24968,16903,15750,13867,29033
39057,Ramales de la Victoria,2021,11405,23929,16267,15050,13306,27918
39057,Ramales de la Victoria,2020,11306,23855,16211,14350,13127,27697
39057,Ramales de la Victoria,2019,10729,22806,15475,14350,12389,26335
39057,Ramales de la Victoria,2018,10367,22241,15114,13650,11969,25677
39057,Ramales de la Victoria,2017,9967,21428,14522,13650,11468,24655
39057,Ramales de la Victoria,2016,9726,21158,14094,12950,11132,24216
39057,Ramales de la Victoria,2015,9686,21013,13922,12950,11167,24227
39058,Rasines,2022,12472,30235,18168,17150,14470,35080
39058,Rasines,2021,12095,29710,17700,16450,14031,34464
39058,Rasines,2020,11493,28569,16696,15050,13184,32770
39058,Rasines,2019,11394,27557,16510,15050,13039,31537
39058,Rasines,2018,11433,27368,16854,15050,13082,31315
39058,Rasines,2017,10752,26037,15603,13650,12316,29822
39058,Rasines,2016,10295,25367,15132,13650,11711,28856
39058,Rasines,2015,9611,23643,14085,12950,10902,26818
39059,Reinosa,2022,14701,30945,20470,19250,17385,36594
39059,Reinosa,2021,14161,30054,19803,18550,16697,35435
39059,Reinosa,2020,13568,29072,19012,17850,15916,34103
39059,Reinosa,2019,13495,29212,19054,17850,15843,34295
39059,Reinosa,2018,13066,28509,18474,17150,15327,33442
39059,Reinosa,2017,12591,27480,17791,16450,14728,32145
39059,Reinosa,2016,12188,27064,17345,16450,14221,31579
39059,Reinosa,2015,11914,26861,16987,15750,13874,31278
39060,Reocín,2022,13209,34903,19936,18550,15692,41465
39060,Reocín,2021,12368,33018,18742,17150,14661,39141
39060,Reocín,2020,11932,31957,17989,16450,14026,37565
39060,Reocín,2019,11651,31558,17734,16450,13657,36990
39060,Reocín,2018,11096,30065,16911,15750,12976,35160
39060,Reocín,2017,10750,29328,16463,15050,12557,34258
39060,Reocín,2016,10340,28078,15810,14350,12028,32663
39060,Reocín,2015,10186,27665,15582,14350,11848,32180
39061,Ribamontán al Mar,2022,14787,36100,21966,19250,18163,44342
39061,Ribamontán al Mar,2021,13874,34088,20704,18550,17146,42127
39061,Ribamontán al Mar,2020,12270,30538,19529,17150,15844,39432
39061,Ribamontán al Mar,2019,12905,32426,19364,17150,15629,39268
39061,Ribamontán al Mar,2018,14787,37282,21302,16450,18349,46262
39061,Ribamontán al Mar,2017,12113,30652,18051,15750,14691,37176
39061,Ribamontán al Mar,2016,12055,30710,18051,15050,14749,37573
39061,Ribamontán al Mar,2015,11136,28348,16705,14350,13335,33947
39062,Ribamontán al Monte,2022,13690,36419,20792,19250,16444,43744
39062,Ribamontán al Monte,2021,12998,34724,19654,17150,15667,41854
39062,Ribamontán al Monte,2020,12107,32666,18345,16450,14300,38584
39062,Ribamontán al Monte,2019,12128,32560,18335,16450,14331,38474
39062,Ribamontán al Monte,2018,12479,33362,18865,15750,15150,40501
39062,Ribamontán al Monte,2017,11604,31097,17656,15050,13755,36863
39062,Ribamontán al Monte,2016,10759,28756,16369,14350,12598,33671
39062,Ribamontán al Monte,2015,10553,28694,16215,14350,12238,33277
39063,Rionansa,2022,13582,29479,19302,18550,15692,34057
39063,Rionansa,2021,12989,28429,18485,17150,14912,32636
39063,Rionansa,2020,12321,26957,17458,15750,14083,30813
39063,Rionansa,2019,12395,28033,17743,16450,14095,31877
39063,Rionansa,2018,11941,27371,17060,16450,13528,31010
39063,Rionansa,2017,11397,25986,16334,15750,12885,29379
39063,Rionansa,2016,11159,25730,15969,14350,12602,29057
39063,Rionansa,2015,11055,25863,15857,14350,12463,29157
39064,Riotuerto,2022,12543,31357,18441,16450,14724,36810
39064,Riotuerto,2021,11957,30149,17815,15750,14017,35345
39064,Riotuerto,2020,11066,28584,16684,15050,12947,33441
39064,Riotuerto,2019,10979,28367,16448,15050,12645,32672
39064,Riotuerto,2018,10675,27683,16159,15050,12292,31876
39064,Riotuerto,2017,10146,26705,15299,13650,11669,30712
39064,Riotuerto,2016,9914,25942,14895,12950,11387,29795
39064,Riotuerto,2015,9396,24831,14261,12950,10769,28461
39065,"Rozas de Valdearroyo, Las",2022,14649,29525,19390,16450,17401,35071
39065,"Rozas de Valdearroyo, Las",2021,13556,26901,18201,15050,15939,31630
39065,"Rozas de Valdearroyo, Las",2020,13073,26249,17649,15750,15250,30619
39065,"Rozas de Valdearroyo, Las",2019,12470,24438,17135,15750,14398,28215
39065,"Rozas de Valdearroyo, Las",2018,12995,25498,17656,15750,14923,29282
39065,"Rozas de Valdearroyo, Las",2017,11648,23741,16407,15400,13558,27634
39065,"Rozas de Valdearroyo, Las",2016,11612,24246,16167,14350,13408,27996
39065,"Rozas de Valdearroyo, Las",2015,11362,23591,16083,14350,13175,27356
39066,Ruente,2022,12791,32429,19466,18550,15082,38236
39066,Ruente,2021,12115,30914,18257,17150,14147,36100
39066,Ruente,2020,11531,29329,17392,16450,13376,34021
39066,Ruente,2019,11536,29248,17304,16450,13199,33465
39066,Ruente,2018,11126,28290,16542,15750,12732,32374
39066,Ruente,2017,10533,26671,15691,14700,12046,30503
39066,Ruente,2016,10290,26665,15395,14350,11701,30323
39066,Ruente,2015,9842,25772,14876,13650,11169,29248
39067,Ruesga,2022,11967,28063,17456,16450,13875,32537
39067,Ruesga,2021,11172,25760,16167,15050,12689,29257
39067,Ruesga,2020,10814,25111,15634,14350,12292,28542
39067,Ruesga,2019,10871,26382,16128,14350,12262,29760
39067,Ruesga,2018,10221,25100,15263,13650,11587,28457
39067,Ruesga,2017,10038,24938,14833,12950,11353,28204
39067,Ruesga,2016,9252,23037,13645,12250,10364,25807
39067,Ruesga,2015,9321,23250,13735,11550,10457,26083
39068,Ruiloba,2022,13792,32653,19635,17150,16659,39441
39068,Ruiloba,2021,12883,30101,18083,15750,15574,36388
39068,Ruiloba,2020,12306,28405,17541,15050,14624,33756
39068,Ruiloba,2019,12204,27812,17038,14350,14460,32952
39068,Ruiloba,2018,11663,27140,16512,12950,13809,32134
39068,Ruiloba,2017,11160,26279,15990,12950,13271,31250
39068,Ruiloba,2016,9723,23744,14889,12250,12066,29464
39068,Ruiloba,2015,10258,24846,15018,12250,12101,29311
39069,San Felices de Buelna,2022,12686,32263,19049,17850,14842,37746
39069,San Felices de Buelna,2021,12126,31135,18243,17150,14108,36226
39069,San Felices de Buelna,2020,11509,29570,17338,16450,13325,34237
39069,San Felices de Buelna,2019,11492,29575,17272,15750,13226,34036
39069,San Felices de Buelna,2018,10974,28308,16506,15750,12594,32486
39069,San Felices de Buelna,2017,10386,27149,15729,15050,11942,31216
39069,San Felices de Buelna,2016,10100,26827,15209,13650,11511,30574
39069,San Felices de Buelna,2015,9950,26210,14923,13650,11349,29894
39070,San Miguel de Aguayo,2022,13248,35127,20199,21350,15385,40794
39070,San Miguel de Aguayo,2021,12559,31196,18760,19250,14308,35539
39070,San Miguel de Aguayo,2020,12377,30838,18083,19250,14102,35137
39070,San Miguel de Aguayo,2019,12146,30365,18231,18550,13827,34567
39070,San Miguel de Aguayo,2018,11396,27990,16845,16100,12925,31747
39070,San Miguel de Aguayo,2017,10810,27397,16174,15050,12362,31330
39070,San Miguel de Aguayo,2016,10460,27302,16114,15750,11903,31068
39070,San Miguel de Aguayo,2015,10398,27729,16019,14350,11848,31594
39071,San Pedro del Romeral,2022,10642,20928,14854,13650,11810,23224
39071,San Pedro del Romeral,2021,9982,20134,14039,12950,10938,22062
39071,San Pedro del Romeral,2020,9499,18687,12868,11550,10237,20138
39071,San Pedro del Romeral,2019,9226,18656,12812,11550,9874,19967
39071,San Pedro del Romeral,2018,9399,19598,13123,12250,10178,21223
39071,San Pedro del Romeral,2017,8493,17276,11622,10850,9047,18402
39071,San Pedro del Romeral,2016,8102,16298,11276,10850,8518,17135
39071,San Pedro del Romeral,2015,8041,16456,11094,10850,8473,17339
39072,San Roque de Riomiera,2022,10635,20561,14218,12950,12212,23609
39072,San Roque de Riomiera,2021,9634,18816,12899,12250,10749,20995
39072,San Roque de Riomiera,2020,8752,17610,11920,11550,9477,19067
39072,San Roque de Riomiera,2019,8562,17327,11573,10850,9292,18803
39072,San Roque de Riomiera,2018,8223,16973,11300,10150,8955,18483
39072,San Roque de Riomiera,2017,8057,17560,11127,10150,8823,19231
39072,San Roque de Riomiera,2016,7540,16439,10430,9450,8187,17849
39072,San Roque de Riomiera,2015,7423,16227,10306,9450,8014,17518
39073,Santa Cruz de Bezana,2022,16532,45643,25526,22750,20892,57682
39073,Santa Cruz de Bezana,2021,15786,43862,24202,21350,19618,54512
39073,Santa Cruz de Bezana,2020,15237,42511,23348,20650,18782,52399
39073,Santa Cruz de Bezana,2019,15144,42627,23349,19950,18751,52782
39073,Santa Cruz de Bezana,2018,14643,41473,22604,19250,18080,51205
39073,Santa Cruz de Bezana,2017,14164,40182,21891,18550,17440,49476
39073,Santa Cruz de Bezana,2016,13422,38041,20752,17850,16524,46831
39073,Santa Cruz de Bezana,2015,13088,37038,20251,17150,16033,45370
39074,Santa María de Cayón,2022,13069,33172,19499,18550,15475,39277
39074,Santa María de Cayón,2021,12324,31124,18411,17150,14485,36583
39074,Santa María de Cayón,2020,11927,30311,17879,16450,13964,35488
39074,Santa María de Cayón,2019,11839,30181,17784,16450,13827,35250
39074,Santa María de Cayón,2018,11288,28862,17016,15750,13144,33607
39074,Santa María de Cayón,2017,10805,27770,16269,15050,12605,32397
39074,Santa María de Cayón,2016,10583,27559,15990,14350,12289,32000
39074,Santa María de Cayón,2015,10091,26266,15306,14350,11703,30461
39075,Santander,2022,15572,36722,22523,19950,19134,45124
39075,Santander,2021,14778,35015,21445,18550,18115,42922
39075,Santander,2020,14202,33836,20656,17850,17283,41174
39075,Santander,2019,14219,34143,20715,17850,17269,41465
39075,Santander,2018,13706,32985,20010,17150,16603,39956
39075,Santander,2017,13272,32102,19418,16450,16075,38881
39075,Santander,2016,12911,31593,18914,16450,15567,38092
39075,Santander,2015,12601,30940,18532,15750,15162,37229
39076,Santillana del Mar,2022,14221,37663,21475,19250,17137,45384
39076,Santillana del Mar,2021,13862,36841,20967,18550,17072,45372
39076,Santillana del Mar,2020,12749,33881,19271,17150,15042,39973
39076,Santillana del Mar,2019,12748,34098,19244,17150,15088,40356
39076,Santillana del Mar,2018,12125,32492,18348,17150,14243,38168
39076,Santillana del Mar,2017,11814,31828,17947,16450,13878,37390
39076,Santillana del Mar,2016,11164,30239,17037,15750,13026,35282
39076,Santillana del Mar,2015,10838,29367,16429,15050,12632,34227
39077,Santiurde de Reinosa,2022,16329,31262,22449,19950,19875,38052
39077,Santiurde de Reinosa,2021,14998,30691,21126,19250,17997,36828
39077,Santiurde de Reinosa,2020,15870,32313,22138,17850,19011,38708
39077,Santiurde de Reinosa,2019,14503,30431,20497,17850,17193,36074
39077,Santiurde de Reinosa,2018,13384,28924,19280,17850,15752,34041
39077,Santiurde de Reinosa,2017,12588,26960,18196,17150,14813,31724
39077,Santiurde de Reinosa,2016,12276,25770,17380,15050,14261,29935
39077,Santiurde de Reinosa,2015,13179,28164,18553,15050,15390,32889
39078,Santiurde de Toranzo,2022,13473,33088,19936,18550,15791,38781
39078,Santiurde de Toranzo,2021,12510,31121,18516,17850,14569,36241
39078,Santiurde de Toranzo,2020,12182,30355,18086,17150,14210,35409
39078,Santiurde de Toranzo,2019,12147,30972,18115,17150,14063,35857
39078,Santiurde de Toranzo,2018,11491,29787,17316,16450,13222,34273
39078,Santiurde de Toranzo,2017,10806,28333,16244,15050,12452,32648
39078,Santiurde de Toranzo,2016,10267,27458,15493,14350,11804,31568
39078,Santiurde de Toranzo,2015,10471,27842,15651,13650,11996,31897
39079,Santoña,2022,12919,30657,18753,17150,15115,35868
39079,Santoña,2021,12176,29118,17785,16450,14236,34044
39079,Santoña,2020,11731,28272,17166,15750,13606,32790
39079,Santoña,2019,11576,28372,17019,15750,13392,32823
39079,Santoña,2018,11162,27540,16518,15050,12967,31992
39079,Santoña,2017,10720,26530,15840,14350,12392,30669
39079,Santoña,2016,10386,25989,15382,13650,12005,30040
39079,Santoña,2015,10106,25341,14991,13650,11621,29139
39080,San Vicente de la Barquera,2022,13010,30948,19060,16450,15436,36718
39080,San Vicente de la Barquera,2021,12154,28964,17699,15750,14324,34135
39080,San Vicente de la Barquera,2020,11523,27879,16802,15050,13399,32420
39080,San Vicente de la Barquera,2019,11665,28362,16948,15050,13639,33161
39080,San Vicente de la Barquera,2018,11083,26783,16110,14350,12860,31076
39080,San Vicente de la Barquera,2017,10500,25937,15628,13650,12318,30430
39080,San Vicente de la Barquera,2016,10020,24797,14912,12950,11656,28844
39080,San Vicente de la Barquera,2015,9795,24424,14473,12950,11245,28039
39081,Saro,2022,11984,31573,17953,16450,13736,36187
39081,Saro,2021,11529,30586,17124,15750,13356,35433
39081,Saro,2020,10892,29639,16600,15050,12991,35350
39081,Saro,2019,10974,29549,16193,14350,12528,33734
39081,Saro,2018,10727,28304,15854,14350,12324,32519
39081,Saro,2017,10273,26920,15224,12950,11698,30654
39081,Saro,2016,9765,26293,14483,12950,11014,29658
39081,Saro,2015,9290,24725,13742,11550,10414,27715
39082,Selaya,2022,12408,29993,18254,17150,14285,34528
39082,Selaya,2021,11456,28136,17070,15750,13148,32292
39082,Selaya,2020,11348,28155,16796,15050,12936,32095
39082,Selaya,2019,10851,27482,16166,15050,12354,31287
39082,Selaya,2018,10255,26273,15316,14350,11687,29941
39082,Selaya,2017,9768,25222,14865,13650,11381,29387
39082,Selaya,2016,9374,24599,14070,12950,10655,27960
39082,Selaya,2015,9180,24098,13880,12250,10410,27327
39083,Soba,2022,11422,25069,16575,15050,13143,28846
39083,Soba,2021,10172,22590,14820,14350,11562,25675
39083,Soba,2020,9957,22727,14630,13650,11232,25638
39083,Soba,2019,9832,22573,14322,12950,11038,25340
39083,Soba,2018,9328,21413,13719,12250,10395,23861
39083,Soba,2017,8886,20573,13050,12250,9914,22952
39083,Soba,2016,8471,19782,12296,11550,9373,21889
39083,Soba,2015,8272,19416,12045,11550,9202,21600
39084,Solórzano,2022,11980,30951,17912,16450,13801,35654
39084,Solórzano,2021,10826,28266,16250,15050,12378,32318
39084,Solórzano,2020,10696,27462,16004,15050,12156,31212
39084,Solórzano,2019,10543,27218,15843,15050,11948,30846
39084,Solórzano,2018,10313,26600,15486,14350,11613,29952
39084,Solórzano,2017,9652,25542,14860,13650,10928,28920
39084,Solórzano,2016,9672,25177,14682,13650,10903,28382
39084,Solórzano,2015,9218,24118,13950,12950,10346,27071
39085,Suances,2022,14064,34712,20989,18550,17094,42190
39085,Suances,2021,13275,32924,19793,17850,16007,39699
39085,Suances,2020,12442,31014,18541,16450,14817,36934
39085,Suances,2019,12298,30875,18431,16450,14678,36849
39085,Suances,2018,11830,29825,17731,15750,14023,35356
39085,Suances,2017,11245,28361,16864,15050,13340,33645
39085,Suances,2016,10707,27192,16035,14350,12613,32032
39085,Suances,2015,10602,26518,15868,14350,12449,31136
39086,"Tojos, Los",2022,13288,30814,19475,17150,15735,36490
39086,"Tojos, Los",2021,12155,28362,17684,15750,14089,32875
39086,"Tojos, Los",2020,11194,26411,16224,15050,12713,29994
39086,"Tojos, Los",2019,11518,26485,16572,15050,13046,29997
39086,"Tojos, Los",2018,10918,24773,15743,14350,12343,28005
39086,"Tojos, Los",2017,10488,24411,15173,13650,11899,27696
39086,"Tojos, Los",2016,9999,23592,14259,13650,11174,26362
39086,"Tojos, Los",2015,10128,23572,14679,12950,11261,26208
39087,Torrelavega,2022,12864,30532,18669,17150,15293,36297
39087,Torrelavega,2021,12165,29077,17686,15750,14303,34187
39087,Torrelavega,2020,11673,28127,17045,15750,13754,33141
39087,Torrelavega,2019,11730,28433,17113,15750,13682,33164
39087,Torrelavega,2018,11235,27278,16427,15050,13089,31779
39087,Torrelavega,2017,10806,26446,15869,14350,12596,30827
39087,Torrelavega,2016,10396,25625,15297,13650,12060,29726
39087,Torrelavega,2015,10187,25433,15038,13650,11809,29482
39088,Tresviso,2022,NA,NA,NA,NA,NA,NA
39088,Tresviso,2021,NA,NA,NA,NA,NA,NA
39088,Tresviso,2020,NA,NA,NA,NA,NA,NA
39088,Tresviso,2019,NA,NA,NA,NA,NA,NA
39088,Tresviso,2018,NA,NA,NA,NA,NA,NA
39088,Tresviso,2017,NA,NA,NA,NA,NA,NA
39088,Tresviso,2016,NA,NA,NA,NA,NA,NA
39088,Tresviso,2015,NA,NA,NA,NA,NA,NA
39089,Tudanca,2022,12159,24477,16867,16450,13889,27960
39089,Tudanca,2021,11756,23671,16407,15750,13378,26938
39089,Tudanca,2020,10664,21181,14849,14350,12037,23909
39089,Tudanca,2019,12002,22171,16291,15050,13478,24898
39089,Tudanca,2018,11386,21981,15889,14350,12864,24835
39089,Tudanca,2017,10271,19173,14056,13650,11441,21357
39089,Tudanca,2016,10399,20227,14335,13650,11647,22656
39089,Tudanca,2015,10621,21094,14892,14700,11910,23655
39090,Udías,2022,12587,29770,18315,17850,14591,34512
39090,Udías,2021,11823,27921,17360,16450,13691,32332
39090,Udías,2020,11517,27278,17023,16450,13217,31306
39090,Udías,2019,11640,27875,17069,16450,13372,32024
39090,Udías,2018,10574,26028,15888,15750,12102,29790
39090,Udías,2017,10356,25585,15440,15050,11821,29204
39090,Udías,2016,9935,24389,14814,14350,11307,27757
39090,Udías,2015,9565,23792,14415,13650,10837,26956
39091,Valdáliga,2022,12664,30632,18468,16450,14812,35827
39091,Valdáliga,2021,11897,29296,17454,15750,13816,34021
39091,Valdáliga,2020,11314,27871,16738,15050,13107,32289
39091,Valdáliga,2019,11413,28166,16851,15050,13167,32496
39091,Valdáliga,2018,10763,26606,15997,14350,12397,30646
39091,Valdáliga,2017,10395,25975,15419,13650,11902,29741
39091,Valdáliga,2016,9847,24719,14806,13650,11158,28010
39091,Valdáliga,2015,9504,24248,14167,12950,10761,27453
39092,Valdeolea,2022,15692,31013,21438,19250,18301,36169
39092,Valdeolea,2021,14508,29707,20079,17850,16694,34183
39092,Valdeolea,2020,14363,29681,19883,17850,16602,34309
39092,Valdeolea,2019,13860,28696,19079,17150,15944,33010
39092,Valdeolea,2018,13187,26855,18158,16450,15048,30645
39092,Valdeolea,2017,12399,25826,17353,15750,14186,29548
39092,Valdeolea,2016,12244,26039,17167,15750,13962,29692
39092,Valdeolea,2015,12018,24871,16867,15050,13723,28400
39093,Valdeprado del Río,2022,15671,30051,21424,20650,18844,36137
39093,Valdeprado del Río,2021,15196,28919,20893,19950,18398,35013
39093,Valdeprado del Río,2020,14988,28383,20190,18550,17729,33574
39093,Valdeprado del Río,2019,15574,30375,21342,18550,18377,35841
39093,Valdeprado del Río,2018,14627,28728,20490,17850,17554,34477
39093,Valdeprado del Río,2017,15080,28928,20663,17850,17835,34211
39093,Valdeprado del Río,2016,13731,26290,18945,16450,16300,31208
39093,Valdeprado del Río,2015,13259,24537,18170,16450,15660,28980
39094,Valderredible,2022,14044,27289,19348,18550,16485,32031
39094,Valderredible,2021,12803,25793,17858,17150,14843,29904
39094,Valderredible,2020,13077,28156,18851,17850,15142,32601
39094,Valderredible,2019,13262,28539,18967,17150,15239,32792
39094,Valderredible,2018,12185,26639,17434,15750,13909,30407
39094,Valderredible,2017,11783,25866,17053,15050,13500,29633
39094,Valderredible,2016,11622,24958,16654,15050,13336,28639
39094,Valderredible,2015,11413,25602,16863,15750,13133,29460
39095,Val de San Vicente,2022,12084,28571,17808,16450,14030,33171
39095,Val de San Vicente,2021,11254,26993,16639,15050,12944,31046
39095,Val de San Vicente,2020,10559,25546,15864,15050,12169,29442
39095,Val de San Vicente,2019,10614,25887,15842,14350,12132,29590
39095,Val de San Vicente,2018,10427,25128,15630,14350,11951,28801
39095,Val de San Vicente,2017,9881,24112,14818,13650,11216,27372
39095,Val de San Vicente,2016,9559,23517,14215,12950,10832,26649
39095,Val de San Vicente,2015,9100,22140,13552,12250,10276,25004
39096,Vega de Liébana,2022,12263,27444,17287,16450,13829,30950
39096,Vega de Liébana,2021,11986,27122,16866,15750,13546,30652
39096,Vega de Liébana,2020,10782,24448,15290,14350,12056,27337
39096,Vega de Liébana,2019,11129,25343,15617,14350,12453,28357
39096,Vega de Liébana,2018,10881,24923,15290,13650,12151,27832
39096,Vega de Liébana,2017,10237,23260,14373,12950,11426,25963
39096,Vega de Liébana,2016,9752,22697,13744,12250,10726,24963
39096,Vega de Liébana,2015,9307,21921,13240,12250,10223,24079
39097,Vega de Pas,2022,12478,35650,19180,17850,14214,40612
39097,Vega de Pas,2021,11688,32196,17646,15750,13322,36696
39097,Vega de Pas,2020,11164,30482,17036,15750,12459,34018
39097,Vega de Pas,2019,11491,31190,17297,15750,12851,34882
39097,Vega de Pas,2018,11079,31408,17146,15750,12493,35414
39097,Vega de Pas,2017,10676,31927,16335,14350,12036,35991
39097,Vega de Pas,2016,10987,31216,16757,13650,12375,35159
39097,Vega de Pas,2015,10233,29508,15561,12950,11360,32757
39098,Villacarriedo,2022,12306,32025,18647,17150,14251,37088
39098,Villacarriedo,2021,11564,30045,17648,16450,13434,34903
39098,Villacarriedo,2020,11453,30036,17344,16450,13268,34795
39098,Villacarriedo,2019,11218,29047,16846,15750,12851,33275
39098,Villacarriedo,2018,10491,27707,15910,14350,11977,31633
39098,Villacarriedo,2017,10043,26157,15237,14350,11494,29939
39098,Villacarriedo,2016,9670,25346,14717,13650,11012,28864
39098,Villacarriedo,2015,9375,24669,14294,12950,10607,27910
39099,Villaescusa,2022,14379,40624,22222,19950,17433,49251
39099,Villaescusa,2021,13523,38482,20982,18550,16362,46560
39099,Villaescusa,2020,12948,37079,20034,17850,15666,44860
39099,Villaescusa,2019,12759,36785,19733,17850,15375,44326
39099,Villaescusa,2018,13623,38699,20634,17150,16383,46539
39099,Villaescusa,2017,11722,33584,18173,16450,13985,40066
39099,Villaescusa,2016,11027,31461,17164,15750,13046,37222
