mun_code,mun_name,district_code,year,gini,p80p20
09396,Tubilla del Lago,0939601,2015,31.7,2.6
09398,Úrbel del Castillo,0939801,2022,NA,NA
09398,Úrbel del Castillo,0939801,2021,NA,NA
09398,Úrbel del Castillo,0939801,2020,NA,NA
09398,Úrbel del Castillo,0939801,2019,NA,NA
09398,Úrbel del Castillo,0939801,2018,NA,NA
09398,Úrbel del Castillo,0939801,2017,NA,NA
09398,Úrbel del Castillo,0939801,2016,NA,NA
09398,Úrbel del Castillo,0939801,2015,NA,NA
09400,Vadocondes,0940001,2022,27.1,2.5
09400,Vadocondes,0940001,2021,26.6,2.5
09400,Vadocondes,0940001,2020,28.1,2.6
09400,Vadocondes,0940001,2019,28,2.7
09400,Vadocondes,0940001,2018,25.1,2.1
09400,Vadocondes,0940001,2017,27.1,2.4
09400,Vadocondes,0940001,2016,28.4,2.5
09400,Vadocondes,0940001,2015,27.4,2.3
09403,Valdeande,0940301,2022,30.4,3.1
09403,Valdeande,0940301,2021,26.2,2.7
09403,Valdeande,0940301,2020,NA,NA
09403,Valdeande,0940301,2019,26.1,2.3
09403,Valdeande,0940301,2018,28.4,3.2
09403,Valdeande,0940301,2017,30.1,3.4
09403,Valdeande,0940301,2016,NA,NA
09403,Valdeande,0940301,2015,NA,NA
09405,Valdezate,0940501,2022,29.8,2.3
09405,Valdezate,0940501,2021,29.1,2.7
09405,Valdezate,0940501,2020,31.6,2.5
09405,Valdezate,0940501,2019,32.2,2.7
09405,Valdezate,0940501,2018,28.4,2.6
09405,Valdezate,0940501,2017,30.1,2.6
09405,Valdezate,0940501,2016,30.4,2.9
09405,Valdezate,0940501,2015,27.6,3
09406,Valdorros,0940601,2022,26.5,2.5
09406,Valdorros,0940601,2021,25.6,2.3
09406,Valdorros,0940601,2020,26.1,2.1
09406,Valdorros,0940601,2019,21.9,1.8
09406,Valdorros,0940601,2018,21.9,1.8
09406,Valdorros,0940601,2017,23.8,2.1
09406,Valdorros,0940601,2016,23.1,2
09406,Valdorros,0940601,2015,25.2,2.1
09407,Valmala,0940701,2022,NA,NA
09407,Valmala,0940701,2021,NA,NA
09407,Valmala,0940701,2020,NA,NA
09407,Valmala,0940701,2019,NA,NA
09407,Valmala,0940701,2018,NA,NA
09407,Valmala,0940701,2017,NA,NA
09407,Valmala,0940701,2016,NA,NA
09407,Valmala,0940701,2015,NA,NA
09408,Vallarta de Bureba,0940801,2022,NA,NA
09408,Vallarta de Bureba,0940801,2021,NA,NA
09408,Vallarta de Bureba,0940801,2020,NA,NA
09408,Vallarta de Bureba,0940801,2019,NA,NA
09408,Vallarta de Bureba,0940801,2018,NA,NA
09408,Vallarta de Bureba,0940801,2017,NA,NA
09408,Vallarta de Bureba,0940801,2016,NA,NA
09408,Vallarta de Bureba,0940801,2015,NA,NA
09409,Valle de Manzanedo,0940901,2022,30.2,3.1
09409,Valle de Manzanedo,0940901,2021,36.8,3.1
09409,Valle de Manzanedo,0940901,2020,34.9,2.9
09409,Valle de Manzanedo,0940901,2019,32.6,2.9
09409,Valle de Manzanedo,0940901,2018,35.9,2.9
09409,Valle de Manzanedo,0940901,2017,35.7,3
09409,Valle de Manzanedo,0940901,2016,37.1,2.8
09409,Valle de Manzanedo,0940901,2015,39,3.2
09410,Valle de Mena,0941001,2022,32.4,2.9
09410,Valle de Mena,0941001,2021,31.1,2.6
09410,Valle de Mena,0941001,2020,32.7,2.9
09410,Valle de Mena,0941001,2019,32.6,2.8
09410,Valle de Mena,0941001,2018,31.8,2.9
09410,Valle de Mena,0941001,2017,33.7,3.1
09410,Valle de Mena,0941001,2016,35.1,3.1
09410,Valle de Mena,0941001,2015,34.4,2.9
09410,Valle de Mena,0941002,2022,29.9,2.4
09410,Valle de Mena,0941002,2021,31.2,2.5
09410,Valle de Mena,0941002,2020,30.2,2.6
09410,Valle de Mena,0941002,2019,30.2,2.5
09410,Valle de Mena,0941002,2018,29.3,2.4
09410,Valle de Mena,0941002,2017,30.2,2.6
09410,Valle de Mena,0941002,2016,31.2,2.6
09410,Valle de Mena,0941002,2015,30.3,2.6
09410,Valle de Mena,0941003,2022,31.8,2.6
09410,Valle de Mena,0941003,2021,34.1,2.9
09410,Valle de Mena,0941003,2020,34.2,3
09410,Valle de Mena,0941003,2019,32.8,2.5
09410,Valle de Mena,0941003,2018,30.1,2.5
09410,Valle de Mena,0941003,2017,31.4,2.7
09410,Valle de Mena,0941003,2016,33.3,2.7
09410,Valle de Mena,0941003,2015,35,3.2
09411,Valle de Oca,0941101,2022,41.3,4.2
09411,Valle de Oca,0941101,2021,35.7,4.2
09411,Valle de Oca,0941101,2020,36.4,4.4
09411,Valle de Oca,0941101,2019,31.3,3.9
09411,Valle de Oca,0941101,2018,32.4,4.4
09411,Valle de Oca,0941101,2017,31.6,4.2
09411,Valle de Oca,0941101,2016,41.4,3.4
09411,Valle de Oca,0941101,2015,32.2,3.6
09412,Valle de Tobalina,0941201,2022,33.9,2.9
09412,Valle de Tobalina,0941201,2021,34.9,3
09412,Valle de Tobalina,0941201,2020,35.5,3.2
09412,Valle de Tobalina,0941201,2019,34.4,3.3
09412,Valle de Tobalina,0941201,2018,34.8,3.4
09412,Valle de Tobalina,0941201,2017,36.3,3.2
09412,Valle de Tobalina,0941201,2016,37.6,3.7
09412,Valle de Tobalina,0941201,2015,36.9,3.9
09413,Valle de Valdebezana,0941301,2022,33.9,2.8
09413,Valle de Valdebezana,0941301,2021,33.5,2.5
09413,Valle de Valdebezana,0941301,2020,33.2,2.5
09413,Valle de Valdebezana,0941301,2019,31.6,2.3
09413,Valle de Valdebezana,0941301,2018,30.2,2.3
09413,Valle de Valdebezana,0941301,2017,31.4,2.7
09413,Valle de Valdebezana,0941301,2016,32.3,2.9
09413,Valle de Valdebezana,0941301,2015,34.5,2.7
09414,Valle de Valdelaguna,0941401,2022,21.6,1.9
09414,Valle de Valdelaguna,0941401,2021,24.6,2.1
09414,Valle de Valdelaguna,0941401,2020,23.9,1.9
09414,Valle de Valdelaguna,0941401,2019,23.9,1.8
09414,Valle de Valdelaguna,0941401,2018,21.9,1.8
09414,Valle de Valdelaguna,0941401,2017,23.4,1.8
09414,Valle de Valdelaguna,0941401,2016,28.6,2.1
09414,Valle de Valdelaguna,0941401,2015,23.5,1.9
09415,Valle de Valdelucio,0941501,2022,26.9,2.7
09415,Valle de Valdelucio,0941501,2021,27,2.3
09415,Valle de Valdelucio,0941501,2020,28.9,2.6
09415,Valle de Valdelucio,0941501,2019,27.7,2.6
09415,Valle de Valdelucio,0941501,2018,26.4,2.4
09415,Valle de Valdelucio,0941501,2017,27.2,2.2
09415,Valle de Valdelucio,0941501,2016,28.1,2.6
09415,Valle de Valdelucio,0941501,2015,28.8,2.5
09416,Valle de Zamanzas,0941601,2022,NA,NA
09416,Valle de Zamanzas,0941601,2021,NA,NA
09416,Valle de Zamanzas,0941601,2020,NA,NA
09416,Valle de Zamanzas,0941601,2019,NA,NA
09416,Valle de Zamanzas,0941601,2018,NA,NA
09416,Valle de Zamanzas,0941601,2017,NA,NA
09416,Valle de Zamanzas,0941601,2016,NA,NA
09416,Valle de Zamanzas,0941601,2015,NA,NA
09417,Vallejera,0941701,2022,NA,NA
09417,Vallejera,0941701,2021,NA,NA
09417,Vallejera,0941701,2020,NA,NA
09417,Vallejera,0941701,2019,NA,NA
09417,Vallejera,0941701,2018,NA,NA
09417,Vallejera,0941701,2017,NA,NA
09417,Vallejera,0941701,2016,NA,NA
09417,Vallejera,0941701,2015,NA,NA
09418,Valles de Palenzuela,0941801,2022,NA,NA
09418,Valles de Palenzuela,0941801,2021,NA,NA
09418,Valles de Palenzuela,0941801,2020,NA,NA
09418,Valles de Palenzuela,0941801,2019,NA,NA
09418,Valles de Palenzuela,0941801,2018,NA,NA
09418,Valles de Palenzuela,0941801,2017,NA,NA
09418,Valles de Palenzuela,0941801,2016,NA,NA
09418,Valles de Palenzuela,0941801,2015,NA,NA
09419,Valluércanes,0941901,2022,NA,NA
09419,Valluércanes,0941901,2021,NA,NA
09419,Valluércanes,0941901,2020,NA,NA
09419,Valluércanes,0941901,2019,NA,NA
09419,Valluércanes,0941901,2018,NA,NA
09419,Valluércanes,0941901,2017,NA,NA
09419,Valluércanes,0941901,2016,NA,NA
09419,Valluércanes,0941901,2015,NA,NA
09421,"Vid y Barrios, La",0942101,2022,27,2.1
09421,"Vid y Barrios, La",0942101,2021,24.4,1.9
09421,"Vid y Barrios, La",0942101,2020,27.8,2.5
09421,"Vid y Barrios, La",0942101,2019,25.5,2.1
09421,"Vid y Barrios, La",0942101,2018,24.8,2
09421,"Vid y Barrios, La",0942101,2017,26,2.3
09421,"Vid y Barrios, La",0942101,2016,26.6,2.5
09421,"Vid y Barrios, La",0942101,2015,25.9,2.5
09422,"Vid de Bureba, La",0942201,2022,NA,NA
09422,"Vid de Bureba, La",0942201,2021,NA,NA
09422,"Vid de Bureba, La",0942201,2020,NA,NA
09422,"Vid de Bureba, La",0942201,2019,NA,NA
09422,"Vid de Bureba, La",0942201,2018,NA,NA
09422,"Vid de Bureba, La",0942201,2017,NA,NA
09422,"Vid de Bureba, La",0942201,2016,NA,NA
09422,"Vid de Bureba, La",0942201,2015,NA,NA
09423,Vileña,0942301,2022,NA,NA
09423,Vileña,0942301,2021,NA,NA
09423,Vileña,0942301,2020,NA,NA
09423,Vileña,0942301,2019,NA,NA
09423,Vileña,0942301,2018,NA,NA
09423,Vileña,0942301,2017,NA,NA
09423,Vileña,0942301,2016,NA,NA
09423,Vileña,0942301,2015,NA,NA
09424,Viloria de Rioja,0942401,2022,NA,NA
09424,Viloria de Rioja,0942401,2021,NA,NA
09424,Viloria de Rioja,0942401,2020,NA,NA
09424,Viloria de Rioja,0942401,2019,NA,NA
09424,Viloria de Rioja,0942401,2018,NA,NA
09424,Viloria de Rioja,0942401,2017,NA,NA
09424,Viloria de Rioja,0942401,2016,NA,NA
09424,Viloria de Rioja,0942401,2015,NA,NA
09425,Vilviestre del Pinar,0942501,2022,29.3,2.7
09425,Vilviestre del Pinar,0942501,2021,27.9,2.6
09425,Vilviestre del Pinar,0942501,2020,27.2,2.5
09425,Vilviestre del Pinar,0942501,2019,26.8,2.2
09425,Vilviestre del Pinar,0942501,2018,28.1,2.4
09425,Vilviestre del Pinar,0942501,2017,29.7,2.5
09425,Vilviestre del Pinar,0942501,2016,31.9,2.7
09425,Vilviestre del Pinar,0942501,2015,32.4,2.6
09427,Villadiego,0942701,2022,30.8,2.6
09427,Villadiego,0942701,2021,30.5,2.6
09427,Villadiego,0942701,2020,29.1,2.6
09427,Villadiego,0942701,2019,28.5,2.4
09427,Villadiego,0942701,2018,28.2,2.5
09427,Villadiego,0942701,2017,29.7,2.6
09427,Villadiego,0942701,2016,30.2,2.5
09427,Villadiego,0942701,2015,30.2,2.6
09428,Villaescusa de Roa,0942801,2022,NA,NA
09428,Villaescusa de Roa,0942801,2021,NA,NA
09428,Villaescusa de Roa,0942801,2020,NA,NA
09428,Villaescusa de Roa,0942801,2019,NA,NA
09428,Villaescusa de Roa,0942801,2018,29.1,2.3
09428,Villaescusa de Roa,0942801,2017,29,2.4
09428,Villaescusa de Roa,0942801,2016,32,2.7
09428,Villaescusa de Roa,0942801,2015,31.6,2.3
09429,Villaescusa la Sombría,0942901,2022,NA,NA
09429,Villaescusa la Sombría,0942901,2021,NA,NA
09429,Villaescusa la Sombría,0942901,2020,NA,NA
09429,Villaescusa la Sombría,0942901,2019,NA,NA
09429,Villaescusa la Sombría,0942901,2018,NA,NA
09429,Villaescusa la Sombría,0942901,2017,NA,NA
09429,Villaescusa la Sombría,0942901,2016,NA,NA
09429,Villaescusa la Sombría,0942901,2015,NA,NA
09430,Villaespasa,0943001,2022,NA,NA
09430,Villaespasa,0943001,2021,NA,NA
09430,Villaespasa,0943001,2020,NA,NA
09430,Villaespasa,0943001,2019,NA,NA
09430,Villaespasa,0943001,2018,NA,NA
09430,Villaespasa,0943001,2017,NA,NA
09430,Villaespasa,0943001,2016,NA,NA
09430,Villaespasa,0943001,2015,NA,NA
09431,Villafranca Montes de Oca,0943101,2022,29.6,2.6
09431,Villafranca Montes de Oca,0943101,2021,27.5,2.2
09431,Villafranca Montes de Oca,0943101,2020,32.7,2.3
09431,Villafranca Montes de Oca,0943101,2019,28.4,2.3
09431,Villafranca Montes de Oca,0943101,2018,28,2.5
09431,Villafranca Montes de Oca,0943101,2017,30.3,2.6
09431,Villafranca Montes de Oca,0943101,2016,33.3,2.9
09431,Villafranca Montes de Oca,0943101,2015,31.1,2.4
09432,Villafruela,0943201,2022,29.2,2.2
09432,Villafruela,0943201,2021,26.5,2
09432,Villafruela,0943201,2020,26.6,2
09432,Villafruela,0943201,2019,26.2,2.6
09432,Villafruela,0943201,2018,32.5,2.9
09432,Villafruela,0943201,2017,30,2.2
09432,Villafruela,0943201,2016,23.3,1.8
09432,Villafruela,0943201,2015,22.6,2
09433,Villagalijo,0943301,2022,NA,NA
09433,Villagalijo,0943301,2021,NA,NA
09433,Villagalijo,0943301,2020,NA,NA
09433,Villagalijo,0943301,2019,NA,NA
09433,Villagalijo,0943301,2018,NA,NA
09433,Villagalijo,0943301,2017,NA,NA
09433,Villagalijo,0943301,2016,NA,NA
09433,Villagalijo,0943301,2015,NA,NA
09434,Villagonzalo Pedernales,0943401,2022,24.4,2.1
09434,Villagonzalo Pedernales,0943401,2021,23.1,2
09434,Villagonzalo Pedernales,0943401,2020,23.4,2
09434,Villagonzalo Pedernales,0943401,2019,23.7,2
09434,Villagonzalo Pedernales,0943401,2018,23.9,2
09434,Villagonzalo Pedernales,0943401,2017,22.9,2
09434,Villagonzalo Pedernales,0943401,2016,24.9,2.2
09434,Villagonzalo Pedernales,0943401,2015,25.2,2.2
09437,Villahoz,0943701,2022,28.9,2.7
09437,Villahoz,0943701,2021,29.1,2.4
09437,Villahoz,0943701,2020,29.5,2.8
09437,Villahoz,0943701,2019,28.1,2.5
09437,Villahoz,0943701,2018,28.3,2.9
09437,Villahoz,0943701,2017,29.4,3
09437,Villahoz,0943701,2016,32.9,3.3
09437,Villahoz,0943701,2015,31.3,2.7
09438,Villalba de Duero,0943801,2022,25.3,2.3
09438,Villalba de Duero,0943801,2021,27.8,2.2
09438,Villalba de Duero,0943801,2020,26.1,2.4
09438,Villalba de Duero,0943801,2019,24.6,2.2
09438,Villalba de Duero,0943801,2018,26,2.2
09438,Villalba de Duero,0943801,2017,28.3,2.2
09438,Villalba de Duero,0943801,2016,27.4,2.3
09438,Villalba de Duero,0943801,2015,29,2.3
09439,Villalbilla de Burgos,0943901,2022,25.4,2.1
09439,Villalbilla de Burgos,0943901,2021,26,2.1
09439,Villalbilla de Burgos,0943901,2020,25.1,2.1
09439,Villalbilla de Burgos,0943901,2019,23.2,2
09439,Villalbilla de Burgos,0943901,2018,24,2
09439,Villalbilla de Burgos,0943901,2017,24.8,2.1
09439,Villalbilla de Burgos,0943901,2016,25.4,2.1
09439,Villalbilla de Burgos,0943901,2015,25.9,2.2
09440,Villalbilla de Gumiel,0944001,2022,NA,NA
09440,Villalbilla de Gumiel,0944001,2021,NA,NA
09440,Villalbilla de Gumiel,0944001,2020,NA,NA
09440,Villalbilla de Gumiel,0944001,2019,NA,NA
09440,Villalbilla de Gumiel,0944001,2018,NA,NA
09440,Villalbilla de Gumiel,0944001,2017,NA,NA
09440,Villalbilla de Gumiel,0944001,2016,NA,NA
09440,Villalbilla de Gumiel,0944001,2015,NA,NA
09441,Villaldemiro,0944101,2022,NA,NA
09441,Villaldemiro,0944101,2021,NA,NA
09441,Villaldemiro,0944101,2020,NA,NA
09441,Villaldemiro,0944101,2019,NA,NA
09441,Villaldemiro,0944101,2018,NA,NA
09441,Villaldemiro,0944101,2017,NA,NA
09441,Villaldemiro,0944101,2016,NA,NA
09441,Villaldemiro,0944101,2015,NA,NA
09442,Villalmanzo,0944201,2022,25,2.3
09442,Villalmanzo,0944201,2021,25,2.1
09442,Villalmanzo,0944201,2020,25.4,2.4
09442,Villalmanzo,0944201,2019,25.5,2.3
09442,Villalmanzo,0944201,2018,27,2.3
09442,Villalmanzo,0944201,2017,27.6,2.6
09442,Villalmanzo,0944201,2016,26.8,2.3
09442,Villalmanzo,0944201,2015,26.9,2.4
09443,Villamayor de los Montes,0944301,2022,27.9,2.4
09443,Villamayor de los Montes,0944301,2021,21.6,2.1
09443,Villamayor de los Montes,0944301,2020,23.5,2.1
09443,Villamayor de los Montes,0944301,2019,23.7,2.2
09443,Villamayor de los Montes,0944301,2018,24.4,2.2
09443,Villamayor de los Montes,0944301,2017,22,2
09443,Villamayor de los Montes,0944301,2016,22.6,2
09443,Villamayor de los Montes,0944301,2015,24.8,2.2
09444,Villamayor de Treviño,0944401,2022,NA,NA
09444,Villamayor de Treviño,0944401,2021,NA,NA
09444,Villamayor de Treviño,0944401,2020,NA,NA
09444,Villamayor de Treviño,0944401,2019,NA,NA
09444,Villamayor de Treviño,0944401,2018,NA,NA
09444,Villamayor de Treviño,0944401,2017,NA,NA
09444,Villamayor de Treviño,0944401,2016,NA,NA
09444,Villamayor de Treviño,0944401,2015,NA,NA
09445,Villambistia,0944501,2022,NA,NA
09445,Villambistia,0944501,2021,NA,NA
09445,Villambistia,0944501,2020,NA,NA
09445,Villambistia,0944501,2019,NA,NA
09445,Villambistia,0944501,2018,NA,NA
09445,Villambistia,0944501,2017,NA,NA
09445,Villambistia,0944501,2016,NA,NA
09445,Villambistia,0944501,2015,NA,NA
09446,Villamedianilla,0944601,2022,NA,NA
09446,Villamedianilla,0944601,2021,NA,NA
09446,Villamedianilla,0944601,2020,NA,NA
09446,Villamedianilla,0944601,2019,NA,NA
09446,Villamedianilla,0944601,2018,NA,NA
09446,Villamedianilla,0944601,2017,NA,NA
09446,Villamedianilla,0944601,2016,NA,NA
09446,Villamedianilla,0944601,2015,NA,NA
09447,Villamiel de la Sierra,0944701,2022,NA,NA
09447,Villamiel de la Sierra,0944701,2021,NA,NA
09447,Villamiel de la Sierra,0944701,2020,NA,NA
09447,Villamiel de la Sierra,0944701,2019,NA,NA
09447,Villamiel de la Sierra,0944701,2018,NA,NA
09447,Villamiel de la Sierra,0944701,2017,NA,NA
09447,Villamiel de la Sierra,0944701,2016,NA,NA
09447,Villamiel de la Sierra,0944701,2015,NA,NA
09448,Villangómez,0944801,2022,31.7,3.1
09448,Villangómez,0944801,2021,30.9,3.1
09448,Villangómez,0944801,2020,28.7,2.9
09448,Villangómez,0944801,2019,32,3.1
09448,Villangómez,0944801,2018,30.8,2.8
09448,Villangómez,0944801,2017,30.1,2.6
09448,Villangómez,0944801,2016,33,3
09448,Villangómez,0944801,2015,32.3,3.1
09449,Villanueva de Argaño,0944901,2022,29.2,2.9
09449,Villanueva de Argaño,0944901,2021,28.1,2.4
09449,Villanueva de Argaño,0944901,2020,23.6,2.4
09449,Villanueva de Argaño,0944901,2019,21.9,1.9
09449,Villanueva de Argaño,0944901,2018,29.3,2.4
09449,Villanueva de Argaño,0944901,2017,26.7,2.8
09449,Villanueva de Argaño,0944901,2016,26.8,2.2
09449,Villanueva de Argaño,0944901,2015,24.8,2.2
09450,Villanueva de Carazo,0945001,2022,NA,NA
09450,Villanueva de Carazo,0945001,2021,NA,NA
09450,Villanueva de Carazo,0945001,2020,NA,NA
09450,Villanueva de Carazo,0945001,2019,NA,NA
09450,Villanueva de Carazo,0945001,2018,NA,NA
09450,Villanueva de Carazo,0945001,2017,NA,NA
09450,Villanueva de Carazo,0945001,2016,NA,NA
09450,Villanueva de Carazo,0945001,2015,NA,NA
09451,Villanueva de Gumiel,0945101,2022,22.5,2.2
09451,Villanueva de Gumiel,0945101,2021,24.7,2.2
09451,Villanueva de Gumiel,0945101,2020,23.3,2.3
09451,Villanueva de Gumiel,0945101,2019,24.3,2.1
09451,Villanueva de Gumiel,0945101,2018,22.3,2.1
09451,Villanueva de Gumiel,0945101,2017,25.1,2.4
09451,Villanueva de Gumiel,0945101,2016,27.3,2.4
09451,Villanueva de Gumiel,0945101,2015,27,2.3
09454,Villanueva de Teba,0945401,2022,NA,NA
09454,Villanueva de Teba,0945401,2021,NA,NA
09454,Villanueva de Teba,0945401,2020,NA,NA
09454,Villanueva de Teba,0945401,2019,NA,NA
09454,Villanueva de Teba,0945401,2018,NA,NA
09454,Villanueva de Teba,0945401,2017,NA,NA
09454,Villanueva de Teba,0945401,2016,NA,NA
09454,Villanueva de Teba,0945401,2015,NA,NA
09455,Villaquirán de la Puebla,0945501,2022,NA,NA
09455,Villaquirán de la Puebla,0945501,2021,NA,NA
09455,Villaquirán de la Puebla,0945501,2020,NA,NA
09455,Villaquirán de la Puebla,0945501,2019,NA,NA
09455,Villaquirán de la Puebla,0945501,2018,NA,NA
09455,Villaquirán de la Puebla,0945501,2017,NA,NA
09455,Villaquirán de la Puebla,0945501,2016,NA,NA
09455,Villaquirán de la Puebla,0945501,2015,NA,NA
09456,Villaquirán de los Infantes,0945601,2022,31.3,2.7
09456,Villaquirán de los Infantes,0945601,2021,34.2,3.1
09456,Villaquirán de los Infantes,0945601,2020,35.7,3.1
09456,Villaquirán de los Infantes,0945601,2019,35.8,3.2
09456,Villaquirán de los Infantes,0945601,2018,35.2,2.9
09456,Villaquirán de los Infantes,0945601,2017,32,3
09456,Villaquirán de los Infantes,0945601,2016,34.4,3.7
09456,Villaquirán de los Infantes,0945601,2015,34.9,3.3
09458,Villariezo,0945801,2022,23,2
09458,Villariezo,0945801,2021,22.3,2
09458,Villariezo,0945801,2020,23.5,2
09458,Villariezo,0945801,2019,23.7,2.1
09458,Villariezo,0945801,2018,24.6,2.3
09458,Villariezo,0945801,2017,24.9,2.2
09458,Villariezo,0945801,2016,25.7,2.2
09458,Villariezo,0945801,2015,25.3,2.2
09460,Villasandino,0946001,2022,29.9,2.8
09460,Villasandino,0946001,2021,28.3,2.9
09460,Villasandino,0946001,2020,27.8,2.6
09460,Villasandino,0946001,2019,26.5,2.5
09460,Villasandino,0946001,2018,29.3,2.7
09460,Villasandino,0946001,2017,30.2,3
09460,Villasandino,0946001,2016,30.6,2.5
09460,Villasandino,0946001,2015,32.2,2.7
09463,Villasur de Herreros,0946301,2022,25.7,2.4
09463,Villasur de Herreros,0946301,2021,25.5,2.5
09463,Villasur de Herreros,0946301,2020,25.9,2.5
09463,Villasur de Herreros,0946301,2019,26.7,2.2
09463,Villasur de Herreros,0946301,2018,29.1,2.7
09463,Villasur de Herreros,0946301,2017,30.4,2.9
09463,Villasur de Herreros,0946301,2016,32.9,3.1
09463,Villasur de Herreros,0946301,2015,32.9,3
09464,Villatuelda,0946401,2022,NA,NA
09464,Villatuelda,0946401,2021,NA,NA
09464,Villatuelda,0946401,2020,NA,NA
09464,Villatuelda,0946401,2019,NA,NA
09464,Villatuelda,0946401,2018,NA,NA
09464,Villatuelda,0946401,2017,NA,NA
09464,Villatuelda,0946401,2016,NA,NA
09464,Villatuelda,0946401,2015,NA,NA
09466,Villaverde del Monte,0946601,2022,24.1,2.2
09466,Villaverde del Monte,0946601,2021,24.6,2.3
09466,Villaverde del Monte,0946601,2020,27.1,2.4
09466,Villaverde del Monte,0946601,2019,26.1,2.4
09466,Villaverde del Monte,0946601,2018,25.3,2.5
09466,Villaverde del Monte,0946601,2017,29.1,2.3
09466,Villaverde del Monte,0946601,2016,29.9,2.4
09466,Villaverde del Monte,0946601,2015,29.1,2.3
09467,Villaverde-Mogina,0946701,2022,NA,NA
09467,Villaverde-Mogina,0946701,2021,NA,NA
09467,Villaverde-Mogina,0946701,2020,NA,NA
09467,Villaverde-Mogina,0946701,2019,NA,NA
09467,Villaverde-Mogina,0946701,2018,NA,NA
09467,Villaverde-Mogina,0946701,2017,NA,NA
09467,Villaverde-Mogina,0946701,2016,NA,NA
09467,Villaverde-Mogina,0946701,2015,NA,NA
09471,Villayerno Morquillas,0947101,2022,26.9,2.4
09471,Villayerno Morquillas,0947101,2021,29.7,2.3
09471,Villayerno Morquillas,0947101,2020,29.6,2.3
09471,Villayerno Morquillas,0947101,2019,28,2
09471,Villayerno Morquillas,0947101,2018,30.6,2.3
09471,Villayerno Morquillas,0947101,2017,32.6,3.2
09471,Villayerno Morquillas,0947101,2016,30,2.5
09471,Villayerno Morquillas,0947101,2015,29.1,2.9
09472,Villazopeque,0947201,2022,NA,NA
09472,Villazopeque,0947201,2021,NA,NA
09472,Villazopeque,0947201,2020,NA,NA
09472,Villazopeque,0947201,2019,NA,NA
09472,Villazopeque,0947201,2018,NA,NA
09472,Villazopeque,0947201,2017,NA,NA
09472,Villazopeque,0947201,2016,NA,NA
09472,Villazopeque,0947201,2015,NA,NA
09473,Villegas,0947301,2022,NA,NA
09473,Villegas,0947301,2021,NA,NA
09473,Villegas,0947301,2020,NA,NA
09473,Villegas,0947301,2019,NA,NA
09473,Villegas,0947301,2018,NA,NA
09473,Villegas,0947301,2017,NA,NA
09473,Villegas,0947301,2016,NA,NA
09473,Villegas,0947301,2015,NA,NA
09476,Villoruebo,0947601,2022,NA,NA
09476,Villoruebo,0947601,2021,NA,NA
09476,Villoruebo,0947601,2020,NA,NA
09476,Villoruebo,0947601,2019,NA,NA
09476,Villoruebo,0947601,2018,NA,NA
09476,Villoruebo,0947601,2017,NA,NA
09476,Villoruebo,0947601,2016,NA,NA
09476,Villoruebo,0947601,2015,NA,NA
09478,Vizcaínos,0947801,2022,NA,NA
09478,Vizcaínos,0947801,2021,NA,NA
09478,Vizcaínos,0947801,2020,NA,NA
09478,Vizcaínos,0947801,2019,NA,NA
09478,Vizcaínos,0947801,2018,NA,NA
09478,Vizcaínos,0947801,2017,NA,NA
09478,Vizcaínos,0947801,2016,NA,NA
09478,Vizcaínos,0947801,2015,NA,NA
09480,Zael,0948001,2022,24.5,2.2
09480,Zael,0948001,2021,32.7,2
09480,Zael,0948001,2020,27.8,2.1
09480,Zael,0948001,2019,25.4,2.1
09480,Zael,0948001,2018,28.7,2.6
09480,Zael,0948001,2017,27.5,2.7
09480,Zael,0948001,2016,27.5,2.4
09480,Zael,0948001,2015,28.3,2.7
09482,Zarzosa de Río Pisuerga,0948201,2022,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2021,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2020,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2019,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2018,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2017,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2016,NA,NA
09482,Zarzosa de Río Pisuerga,0948201,2015,NA,NA
09483,Zazuar,0948301,2022,24,2.4
09483,Zazuar,0948301,2021,22.4,2.2
09483,Zazuar,0948301,2020,23.6,2
09483,Zazuar,0948301,2019,23.6,2
09483,Zazuar,0948301,2018,23.3,1.9
09483,Zazuar,0948301,2017,26.1,2.4
09483,Zazuar,0948301,2016,26.4,2.6
09483,Zazuar,0948301,2015,27,2.6
09485,Zuñeda,0948501,2022,NA,NA
09485,Zuñeda,0948501,2021,NA,NA
09485,Zuñeda,0948501,2020,NA,NA
09485,Zuñeda,0948501,2019,NA,NA
09485,Zuñeda,0948501,2018,NA,NA
09485,Zuñeda,0948501,2017,NA,NA
09485,Zuñeda,0948501,2016,NA,NA
09485,Zuñeda,0948501,2015,NA,NA
09901,Quintanilla del Agua y Tordueles,0990101,2022,26.4,2.2
09901,Quintanilla del Agua y Tordueles,0990101,2021,27.4,2.2
09901,Quintanilla del Agua y Tordueles,0990101,2020,26.6,2.5
09901,Quintanilla del Agua y Tordueles,0990101,2019,25.6,2.4
09901,Quintanilla del Agua y Tordueles,0990101,2018,26.8,2.2
09901,Quintanilla del Agua y Tordueles,0990101,2017,27.7,2.4
