mun_code,mun_name,year,gini,p80p20
26044,Castroviejo,2015,NA,NA
26045,Cellorigo,2022,NA,NA
26045,Cellorigo,2021,NA,NA
26045,Cellorigo,2020,NA,NA
26045,Cellorigo,2019,NA,NA
26045,Cellorigo,2018,NA,NA
26045,Cellorigo,2017,NA,NA
26045,Cellorigo,2016,NA,NA
26045,Cellorigo,2015,NA,NA
26046,Cenicero,2022,30.7,2.8
26046,Cenicero,2021,30.9,2.8
26046,Cenicero,2020,31,2.7
26046,Cenicero,2019,31.8,2.8
26046,Cenicero,2018,33,2.7
26046,Cenicero,2017,33.1,2.8
26046,Cenicero,2016,33.6,2.7
26046,Cenicero,2015,32.1,2.7
26047,Cervera del Río Alhama,2022,27.5,2.2
26047,Cervera del Río Alhama,2021,27.6,2.4
26047,Cervera del Río Alhama,2020,28.5,2.3
26047,Cervera del Río Alhama,2019,27.8,2.3
26047,Cervera del Río Alhama,2018,28.1,2.3
26047,Cervera del Río Alhama,2017,27.7,2.4
26047,Cervera del Río Alhama,2016,29.7,2.5
26047,Cervera del Río Alhama,2015,29.7,2.4
26048,Cidamón,2022,NA,NA
26048,Cidamón,2021,NA,NA
26048,Cidamón,2020,NA,NA
26048,Cidamón,2019,NA,NA
26048,Cidamón,2018,NA,NA
26048,Cidamón,2017,NA,NA
26048,Cidamón,2016,NA,NA
26048,Cidamón,2015,NA,NA
26049,Cihuri,2022,27.2,2.7
26049,Cihuri,2021,33.7,2.4
26049,Cihuri,2020,30,2.2
26049,Cihuri,2019,29,2.2
26049,Cihuri,2018,31.9,2.7
26049,Cihuri,2017,33.6,2.5
26049,Cihuri,2016,31.5,3.1
26049,Cihuri,2015,33,2.9
26050,Cirueña,2022,36,3.1
26050,Cirueña,2021,34.5,3.3
26050,Cirueña,2020,39,4.2
26050,Cirueña,2019,34.9,3
26050,Cirueña,2018,34.7,2.9
26050,Cirueña,2017,32.9,2.6
26050,Cirueña,2016,37.6,3.1
26050,Cirueña,2015,32.6,2.8
26051,Clavijo,2022,27.6,2.3
26051,Clavijo,2021,26.6,2.6
26051,Clavijo,2020,30.4,3.1
26051,Clavijo,2019,28.4,2.7
26051,Clavijo,2018,32.9,2.8
26051,Clavijo,2017,32.3,2.6
26051,Clavijo,2016,39,3.2
26051,Clavijo,2015,33.2,2.9
26052,Cordovín,2022,26.8,2.7
26052,Cordovín,2021,30.6,3
26052,Cordovín,2020,28.9,2.6
26052,Cordovín,2019,30.3,2.6
26052,Cordovín,2018,31.7,3.2
26052,Cordovín,2017,30.3,2.8
26052,Cordovín,2016,31.2,2.7
26052,Cordovín,2015,29.8,2.6
26053,Corera,2022,25.5,2.1
26053,Corera,2021,29.7,2.2
26053,Corera,2020,30.7,3
26053,Corera,2019,28.9,2.2
26053,Corera,2018,45.6,2.3
26053,Corera,2017,45.2,2.1
26053,Corera,2016,46.7,2.3
26053,Corera,2015,42.2,2.4
26054,Cornago,2022,28.6,2.4
26054,Cornago,2021,28,2.5
26054,Cornago,2020,27.5,2.4
26054,Cornago,2019,26.1,2.1
26054,Cornago,2018,25.1,2
26054,Cornago,2017,24.2,2.2
26054,Cornago,2016,27.1,2.2
26054,Cornago,2015,26.3,2.1
26055,Corporales,2022,NA,NA
26055,Corporales,2021,NA,NA
26055,Corporales,2020,NA,NA
26055,Corporales,2019,NA,NA
26055,Corporales,2018,NA,NA
26055,Corporales,2017,NA,NA
26055,Corporales,2016,NA,NA
26055,Corporales,2015,NA,NA
26056,Cuzcurrita de Río Tirón,2022,29.4,2.6
26056,Cuzcurrita de Río Tirón,2021,28.6,2.7
26056,Cuzcurrita de Río Tirón,2020,29.9,2.7
26056,Cuzcurrita de Río Tirón,2019,29.2,2.6
26056,Cuzcurrita de Río Tirón,2018,28.5,2.5
26056,Cuzcurrita de Río Tirón,2017,28.2,2.5
26056,Cuzcurrita de Río Tirón,2016,30.2,2.3
26056,Cuzcurrita de Río Tirón,2015,29.6,2.6
26057,Daroca de Rioja,2022,NA,NA
26057,Daroca de Rioja,2021,NA,NA
26057,Daroca de Rioja,2020,NA,NA
26057,Daroca de Rioja,2019,NA,NA
26057,Daroca de Rioja,2018,NA,NA
26057,Daroca de Rioja,2017,NA,NA
26057,Daroca de Rioja,2016,NA,NA
26057,Daroca de Rioja,2015,NA,NA
26058,Enciso,2022,32.3,2.8
26058,Enciso,2021,33.2,3.4
26058,Enciso,2020,32.5,3
26058,Enciso,2019,32.8,3.4
26058,Enciso,2018,35.5,3.2
26058,Enciso,2017,37.9,4.3
26058,Enciso,2016,41,4.2
26058,Enciso,2015,39.1,4.7
26059,Entrena,2022,28.7,2.4
26059,Entrena,2021,29.7,2.4
26059,Entrena,2020,31.4,2.8
26059,Entrena,2019,31.4,2.6
26059,Entrena,2018,31.4,2.5
26059,Entrena,2017,32,2.8
26059,Entrena,2016,31.6,2.8
26059,Entrena,2015,31.2,2.6
26060,Estollo,2022,NA,NA
26060,Estollo,2021,NA,NA
26060,Estollo,2020,NA,NA
26060,Estollo,2019,NA,NA
26060,Estollo,2018,NA,NA
26060,Estollo,2017,NA,NA
26060,Estollo,2016,NA,NA
26060,Estollo,2015,NA,NA
26061,Ezcaray,2022,30.7,2.5
26061,Ezcaray,2021,30.9,2.5
26061,Ezcaray,2020,31.7,2.7
26061,Ezcaray,2019,32.4,2.7
26061,Ezcaray,2018,31.3,2.6
26061,Ezcaray,2017,31.4,2.5
26061,Ezcaray,2016,31.7,2.5
26061,Ezcaray,2015,31.7,2.7
26062,Foncea,2022,NA,NA
26062,Foncea,2021,NA,NA
26062,Foncea,2020,NA,NA
26062,Foncea,2019,NA,NA
26062,Foncea,2018,NA,NA
26062,Foncea,2017,NA,NA
26062,Foncea,2016,NA,NA
26062,Foncea,2015,NA,NA
26063,Fonzaleche,2022,38.1,3.1
26063,Fonzaleche,2021,32.8,3.1
26063,Fonzaleche,2020,37.2,2.7
26063,Fonzaleche,2019,30.5,2.6
26063,Fonzaleche,2018,28.6,2.9
26063,Fonzaleche,2017,33.4,2.4
26063,Fonzaleche,2016,37.2,4.9
26063,Fonzaleche,2015,36.2,3.1
26064,Fuenmayor,2022,27,2.3
26064,Fuenmayor,2021,27,2.3
26064,Fuenmayor,2020,26.7,2.4
26064,Fuenmayor,2019,26.1,2.2
26064,Fuenmayor,2018,27.4,2.4
26064,Fuenmayor,2017,27.4,2.2
26064,Fuenmayor,2016,27.7,2.2
26064,Fuenmayor,2015,27.2,2.2
26065,Galbárruli,2022,NA,NA
26065,Galbárruli,2021,NA,NA
26065,Galbárruli,2020,NA,NA
26065,Galbárruli,2019,NA,NA
26065,Galbárruli,2018,NA,NA
26065,Galbárruli,2017,NA,NA
26065,Galbárruli,2016,NA,NA
26065,Galbárruli,2015,NA,NA
26066,Galilea,2022,27.9,2.5
26066,Galilea,2021,28.3,2.3
26066,Galilea,2020,32.1,2.4
26066,Galilea,2019,31,2.2
26066,Galilea,2018,26.9,2.2
26066,Galilea,2017,28,2.7
26066,Galilea,2016,29.3,2.7
26066,Galilea,2015,29.8,2.5
26067,Gallinero de Cameros,2022,NA,NA
26067,Gallinero de Cameros,2021,NA,NA
26067,Gallinero de Cameros,2020,NA,NA
26067,Gallinero de Cameros,2019,NA,NA
26067,Gallinero de Cameros,2018,NA,NA
26067,Gallinero de Cameros,2017,NA,NA
26067,Gallinero de Cameros,2016,NA,NA
26067,Gallinero de Cameros,2015,NA,NA
26068,Gimileo,2022,33.1,2.6
26068,Gimileo,2021,32.1,2.4
26068,Gimileo,2020,25.3,2.2
26068,Gimileo,2019,35.2,2.6
26068,Gimileo,2018,30.6,2.8
26068,Gimileo,2017,26.9,2.7
26068,Gimileo,2016,27.7,2.8
26068,Gimileo,2015,30.3,2.6
26069,Grañón,2022,27.6,2.3
26069,Grañón,2021,31.9,2.6
26069,Grañón,2020,30,2.4
26069,Grañón,2019,26.7,2.3
26069,Grañón,2018,26.5,2.1
26069,Grañón,2017,27,2.3
26069,Grañón,2016,27.9,2
26069,Grañón,2015,27.9,2
26070,Grávalos,2022,32.5,3.2
26070,Grávalos,2021,34.1,3.5
26070,Grávalos,2020,35.2,3.1
26070,Grávalos,2019,35.5,3.2
26070,Grávalos,2018,37.9,2.6
26070,Grávalos,2017,36.2,2.9
26070,Grávalos,2016,32.3,2.8
26070,Grávalos,2015,33,2.7
26071,Haro,2022,29.4,2.6
26071,Haro,2021,29.2,2.6
26071,Haro,2020,30.2,2.7
26071,Haro,2019,30.5,2.5
26071,Haro,2018,30.9,2.6
26071,Haro,2017,31.5,2.5
26071,Haro,2016,32.2,2.7
26071,Haro,2015,32.5,2.7
26072,Herce,2022,24.8,1.9
26072,Herce,2021,25.2,2
26072,Herce,2020,28.9,2.4
26072,Herce,2019,27.3,2.3
26072,Herce,2018,28.8,2.5
26072,Herce,2017,30.2,2.4
26072,Herce,2016,30.8,2.6
26072,Herce,2015,31.9,2.7
26073,Herramélluri,2022,29.3,2.6
26073,Herramélluri,2021,NA,NA
26073,Herramélluri,2020,28.6,3
26073,Herramélluri,2019,31.5,3.6
26073,Herramélluri,2018,29.9,2.8
26073,Herramélluri,2017,25.7,2.2
26073,Herramélluri,2016,25.8,2.5
26073,Herramélluri,2015,25,2.4
26074,Hervías,2022,28.4,2.6
26074,Hervías,2021,29.9,2.2
26074,Hervías,2020,32.4,3
26074,Hervías,2019,31,2.4
26074,Hervías,2018,32.1,2.8
26074,Hervías,2017,33.1,3
26074,Hervías,2016,34.4,2.6
26074,Hervías,2015,31.2,2.4
26075,Hormilla,2022,34,2.8
26075,Hormilla,2021,33,3
26075,Hormilla,2020,33.6,3
26075,Hormilla,2019,38.2,4.1
26075,Hormilla,2018,35.2,3.1
26075,Hormilla,2017,34,2.7
26075,Hormilla,2016,34.7,3.1
26075,Hormilla,2015,35.2,3
26076,Hormilleja,2022,33.8,3.3
26076,Hormilleja,2021,28.1,2.1
26076,Hormilleja,2020,33.8,3
26076,Hormilleja,2019,34.3,3.4
26076,Hormilleja,2018,35.2,2.6
26076,Hormilleja,2017,33.7,2.2
26076,Hormilleja,2016,37.2,3
26076,Hormilleja,2015,37.9,2.6
26077,Hornillos de Cameros,2022,NA,NA
26077,Hornillos de Cameros,2021,NA,NA
26077,Hornillos de Cameros,2020,NA,NA
26077,Hornillos de Cameros,2019,NA,NA
26077,Hornillos de Cameros,2018,NA,NA
26077,Hornillos de Cameros,2017,NA,NA
26077,Hornillos de Cameros,2016,NA,NA
26077,Hornillos de Cameros,2015,NA,NA
26078,Hornos de Moncalvillo,2022,NA,NA
26078,Hornos de Moncalvillo,2021,NA,NA
26078,Hornos de Moncalvillo,2020,NA,NA
26078,Hornos de Moncalvillo,2019,NA,NA
26078,Hornos de Moncalvillo,2018,NA,NA
26078,Hornos de Moncalvillo,2017,NA,NA
26078,Hornos de Moncalvillo,2016,NA,NA
26078,Hornos de Moncalvillo,2015,NA,NA
26079,Huércanos,2022,32.2,3.1
26079,Huércanos,2021,32.2,2.9
26079,Huércanos,2020,31.8,3
26079,Huércanos,2019,30.8,2.7
26079,Huércanos,2018,31.2,2.7
26079,Huércanos,2017,31.7,2.6
26079,Huércanos,2016,32.5,2.8
26079,Huércanos,2015,33,3
26080,Igea,2022,28.8,2.4
26080,Igea,2021,29,2.5
26080,Igea,2020,28.4,2.4
26080,Igea,2019,28.2,2.5
26080,Igea,2018,29.6,2.3
26080,Igea,2017,30.5,2.4
26080,Igea,2016,32,2.5
26080,Igea,2015,29.1,2.2
26081,Jalón de Cameros,2022,NA,NA
26081,Jalón de Cameros,2021,NA,NA
26081,Jalón de Cameros,2020,NA,NA
26081,Jalón de Cameros,2019,NA,NA
26081,Jalón de Cameros,2018,NA,NA
26081,Jalón de Cameros,2017,NA,NA
26081,Jalón de Cameros,2016,NA,NA
26081,Jalón de Cameros,2015,NA,NA
26082,Laguna de Cameros,2022,25.9,2.5
26082,Laguna de Cameros,2021,24.7,2.4
26082,Laguna de Cameros,2020,26,2
26082,Laguna de Cameros,2019,26.9,2.5
26082,Laguna de Cameros,2018,27.5,2.5
26082,Laguna de Cameros,2017,27.7,2.5
26082,Laguna de Cameros,2016,25.4,2.3
26082,Laguna de Cameros,2015,27.2,2.5
26083,Lagunilla del Jubera,2022,27.5,2.5
26083,Lagunilla del Jubera,2021,28.5,2.8
26083,Lagunilla del Jubera,2020,26.7,2.4
26083,Lagunilla del Jubera,2019,27.2,2.5
26083,Lagunilla del Jubera,2018,30.4,2.5
26083,Lagunilla del Jubera,2017,26.5,2.2
26083,Lagunilla del Jubera,2016,28.5,2.7
26083,Lagunilla del Jubera,2015,28.8,2.6
26084,Lardero,2022,30.6,2.4
26084,Lardero,2021,30.7,2.5
26084,Lardero,2020,30.8,2.4
26084,Lardero,2019,31.8,2.4
26084,Lardero,2018,32.2,2.5
26084,Lardero,2017,33.4,2.6
26084,Lardero,2016,34.1,2.8
26084,Lardero,2015,34.3,2.9
26086,Ledesma de la Cogolla,2022,NA,NA
26086,Ledesma de la Cogolla,2021,NA,NA
26086,Ledesma de la Cogolla,2020,NA,NA
26086,Ledesma de la Cogolla,2019,NA,NA
26086,Ledesma de la Cogolla,2018,NA,NA
26086,Ledesma de la Cogolla,2017,NA,NA
26086,Ledesma de la Cogolla,2016,NA,NA
26086,Ledesma de la Cogolla,2015,NA,NA
26087,Leiva,2022,35.9,2.6
26087,Leiva,2021,33.3,2.5
26087,Leiva,2020,32.9,2.4
26087,Leiva,2019,31.2,2.4
26087,Leiva,2018,33.3,3
26087,Leiva,2017,37.3,3.2
26087,Leiva,2016,33.7,3.3
26087,Leiva,2015,32.7,2.9
26088,Leza de Río Leza,2022,NA,NA
26088,Leza de Río Leza,2021,NA,NA
26088,Leza de Río Leza,2020,NA,NA
26088,Leza de Río Leza,2019,NA,NA
26088,Leza de Río Leza,2018,NA,NA
26088,Leza de Río Leza,2017,NA,NA
26088,Leza de Río Leza,2016,NA,NA
26088,Leza de Río Leza,2015,NA,NA
26089,Logroño,2022,29.6,2.5
26089,Logroño,2021,29.7,2.5
26089,Logroño,2020,30.6,2.6
26089,Logroño,2019,31,2.6
26089,Logroño,2018,31.6,2.7
26089,Logroño,2017,32.2,2.8
26089,Logroño,2016,33.1,3
26089,Logroño,2015,33.4,2.8
26091,Lumbreras de Cameros,2022,29.2,2.6
26091,Lumbreras de Cameros,2021,28.6,2.3
26091,Lumbreras de Cameros,2020,34,2.5
26091,Lumbreras de Cameros,2019,27.6,2.4
26091,Lumbreras de Cameros,2018,29.7,2.6
26091,Lumbreras de Cameros,2017,30.2,2.7
26091,Lumbreras de Cameros,2016,31.2,2.5
26091,Lumbreras de Cameros,2015,30.8,2.5
26092,Manjarrés,2022,30,2.8
26092,Manjarrés,2021,33.1,3
26092,Manjarrés,2020,36.9,4.4
26092,Manjarrés,2019,31.2,2.5
26092,Manjarrés,2018,31,2.3
26092,Manjarrés,2017,26.9,2
26092,Manjarrés,2016,29,2.4
26092,Manjarrés,2015,23.6,2
26093,Mansilla de la Sierra,2022,NA,NA
26093,Mansilla de la Sierra,2021,NA,NA
26093,Mansilla de la Sierra,2020,NA,NA
26093,Mansilla de la Sierra,2019,NA,NA
26093,Mansilla de la Sierra,2018,NA,NA
26093,Mansilla de la Sierra,2017,NA,NA
26093,Mansilla de la Sierra,2016,NA,NA
26093,Mansilla de la Sierra,2015,NA,NA
26094,Manzanares de Rioja,2022,NA,NA
26094,Manzanares de Rioja,2021,NA,NA
26094,Manzanares de Rioja,2020,NA,NA
26094,Manzanares de Rioja,2019,NA,NA
26094,Manzanares de Rioja,2018,NA,NA
26094,Manzanares de Rioja,2017,NA,NA
26094,Manzanares de Rioja,2016,NA,NA
26094,Manzanares de Rioja,2015,NA,NA
26095,Matute,2022,NA,NA
26095,Matute,2021,NA,NA
26095,Matute,2020,NA,NA
26095,Matute,2019,NA,NA
26095,Matute,2018,NA,NA
26095,Matute,2017,40,2.5
26095,Matute,2016,NA,NA
26095,Matute,2015,30.9,2.5
26096,Medrano,2022,29.4,2.2
26096,Medrano,2021,27.2,2.6
26096,Medrano,2020,29.9,2.6
26096,Medrano,2019,30.1,2.1
26096,Medrano,2018,28.6,2.3
26096,Medrano,2017,28.9,2.5
26096,Medrano,2016,28.4,2.7
26096,Medrano,2015,28.3,2.4
26098,Munilla,2022,35.2,3.5
26098,Munilla,2021,33.4,4.2
26098,Munilla,2020,35.1,3.6
26098,Munilla,2019,31.6,3.2
26098,Munilla,2018,30.7,3.1
26098,Munilla,2017,35.9,3.4
26098,Munilla,2016,45.1,2.6
26098,Munilla,2015,NA,3.3
26099,Murillo de Río Leza,2022,31.9,2.8
26099,Murillo de Río Leza,2021,31.4,2.8
26099,Murillo de Río Leza,2020,31.8,2.6
26099,Murillo de Río Leza,2019,32.4,2.7
26099,Murillo de Río Leza,2018,33.8,2.7
26099,Murillo de Río Leza,2017,33.3,2.7
26099,Murillo de Río Leza,2016,33.9,2.9
26099,Murillo de Río Leza,2015,33.9,2.9
26100,Muro de Aguas,2022,NA,NA
26100,Muro de Aguas,2021,NA,NA
26100,Muro de Aguas,2020,NA,NA
26100,Muro de Aguas,2019,NA,NA
26100,Muro de Aguas,2018,NA,NA
26100,Muro de Aguas,2017,NA,NA
26100,Muro de Aguas,2016,NA,NA
26100,Muro de Aguas,2015,NA,NA
26101,Muro en Cameros,2022,NA,NA
26101,Muro en Cameros,2021,NA,NA
26101,Muro en Cameros,2020,NA,NA
26101,Muro en Cameros,2019,NA,NA
26101,Muro en Cameros,2018,NA,NA
26101,Muro en Cameros,2017,NA,NA
26101,Muro en Cameros,2016,NA,NA
26101,Muro en Cameros,2015,NA,NA
26102,Nájera,2022,27.4,2.4
26102,Nájera,2021,27.7,2.2
26102,Nájera,2020,28.2,2.4
26102,Nájera,2019,28.4,2.4
26102,Nájera,2018,28.9,2.3
26102,Nájera,2017,29.9,2.4
26102,Nájera,2016,30.2,2.5
26102,Nájera,2015,31.1,2.5
26103,Nalda,2022,29.5,2.7
26103,Nalda,2021,29.8,2.6
26103,Nalda,2020,29.5,2.6
26103,Nalda,2019,31.8,2.6
26103,Nalda,2018,32.4,2.8
26103,Nalda,2017,32.7,3
26103,Nalda,2016,35.6,3.1
26103,Nalda,2015,31.3,2.6
26104,Navajún,2022,NA,NA
26104,Navajún,2021,NA,NA
26104,Navajún,2020,NA,NA
26104,Navajún,2019,NA,NA
26104,Navajún,2018,NA,NA
26104,Navajún,2017,NA,NA
26104,Navajún,2016,NA,NA
26104,Navajún,2015,NA,NA
26105,Navarrete,2022,27.4,2.3
26105,Navarrete,2021,28.1,2.3
26105,Navarrete,2020,28.2,2.4
26105,Navarrete,2019,27.9,2.3
26105,Navarrete,2018,29.3,2.6
26105,Navarrete,2017,29.4,2.4
26105,Navarrete,2016,29.9,2.4
26105,Navarrete,2015,29.5,2.3
26106,Nestares,2022,NA,NA
26106,Nestares,2021,NA,NA
26106,Nestares,2020,NA,NA
26106,Nestares,2019,NA,NA
26106,Nestares,2018,NA,NA
26106,Nestares,2017,NA,NA
26106,Nestares,2016,NA,NA
26106,Nestares,2015,NA,NA
26107,Nieva de Cameros,2022,NA,NA
26107,Nieva de Cameros,2021,NA,NA
26107,Nieva de Cameros,2020,NA,NA
26107,Nieva de Cameros,2019,NA,NA
26107,Nieva de Cameros,2018,NA,NA
26107,Nieva de Cameros,2017,NA,NA
26107,Nieva de Cameros,2016,NA,NA
26107,Nieva de Cameros,2015,NA,NA
26108,Ocón,2022,32,2.8
26108,Ocón,2021,33.7,2.7
26108,Ocón,2020,32.8,3.1
26108,Ocón,2019,32.4,3.2
26108,Ocón,2018,34.2,3.4
26108,Ocón,2017,34.9,3
26108,Ocón,2016,39,3.6
26108,Ocón,2015,35.8,3.1
26109,Ochánduri,2022,NA,NA
26109,Ochánduri,2021,NA,NA
26109,Ochánduri,2020,NA,NA
26109,Ochánduri,2019,NA,NA
26109,Ochánduri,2018,NA,NA
26109,Ochánduri,2017,NA,NA
26109,Ochánduri,2016,NA,NA
26109,Ochánduri,2015,NA,NA
26110,Ojacastro,2022,33.2,2.8
26110,Ojacastro,2021,36.9,3.1
26110,Ojacastro,2020,35.5,2.8
26110,Ojacastro,2019,37.2,2.5
26110,Ojacastro,2018,38.1,2.6
26110,Ojacastro,2017,41.2,3
26110,Ojacastro,2016,36,2.7
26110,Ojacastro,2015,35,2.5
26111,Ollauri,2022,32.1,2.6
26111,Ollauri,2021,33.9,2.9
26111,Ollauri,2020,33.8,2.9
26111,Ollauri,2019,33.8,2.7
26111,Ollauri,2018,32.3,2.5
26111,Ollauri,2017,33,2.5
26111,Ollauri,2016,34.4,2.6
26111,Ollauri,2015,30.1,2.4
26112,Ortigosa de Cameros,2022,28.3,2.6
26112,Ortigosa de Cameros,2021,30,2.5
26112,Ortigosa de Cameros,2020,30,2.8
26112,Ortigosa de Cameros,2019,27.6,2.4
26112,Ortigosa de Cameros,2018,29.7,2.6
26112,Ortigosa de Cameros,2017,30.5,2.8
26112,Ortigosa de Cameros,2016,30.5,2.7
26112,Ortigosa de Cameros,2015,31.1,2.7
26113,Pazuengos,2022,NA,NA
26113,Pazuengos,2021,NA,NA
26113,Pazuengos,2020,NA,NA
26113,Pazuengos,2019,NA,NA
26113,Pazuengos,2018,NA,NA
26113,Pazuengos,2017,NA,NA
26113,Pazuengos,2016,NA,NA
26113,Pazuengos,2015,NA,NA
26114,Pedroso,2022,NA,NA
26114,Pedroso,2021,NA,NA
26114,Pedroso,2020,NA,NA
26114,Pedroso,2019,NA,NA
26114,Pedroso,2018,NA,NA
26114,Pedroso,2017,NA,NA
26114,Pedroso,2016,NA,NA
26114,Pedroso,2015,NA,NA
26115,Pinillos,2022,NA,NA
26115,Pinillos,2021,NA,NA
26115,Pinillos,2020,NA,NA
26115,Pinillos,2019,NA,NA
26115,Pinillos,2018,NA,NA
26115,Pinillos,2017,NA,NA
26115,Pinillos,2016,NA,NA
26115,Pinillos,2015,NA,NA
26117,Pradejón,2022,27.7,2.3
26117,Pradejón,2021,26.3,2.3
26117,Pradejón,2020,26.6,2.3
26117,Pradejón,2019,26.7,2.3
26117,Pradejón,2018,28,2.4
26117,Pradejón,2017,27.5,2.2
26117,Pradejón,2016,28.3,2.3
26117,Pradejón,2015,27.7,2.2
26118,Pradillo,2022,NA,NA
26118,Pradillo,2021,NA,NA
26118,Pradillo,2020,NA,NA
26118,Pradillo,2019,NA,NA
26118,Pradillo,2018,NA,NA
26118,Pradillo,2017,NA,NA
26118,Pradillo,2016,NA,NA
26118,Pradillo,2015,NA,NA
26119,Préjano,2022,30,2.6
26119,Préjano,2021,26.6,2.5
26119,Préjano,2020,29.2,2.6
26119,Préjano,2019,28.5,2.5
26119,Préjano,2018,30.2,2.3
26119,Préjano,2017,29.2,2.3
26119,Préjano,2016,30.1,2.4
26119,Préjano,2015,30.4,2.4
26120,Quel,2022,29.6,2.5
26120,Quel,2021,29.3,2.4
26120,Quel,2020,32.7,2.6
26120,Quel,2019,30.5,2.5
26120,Quel,2018,31.5,2.4
26120,Quel,2017,29.9,2.4
26120,Quel,2016,31.6,2.6
26120,Quel,2015,30.6,2.5
26121,Rabanera,2022,NA,NA
26121,Rabanera,2021,NA,NA
26121,Rabanera,2020,NA,NA
26121,Rabanera,2019,NA,NA
26121,Rabanera,2018,NA,NA
26121,Rabanera,2017,NA,NA
26121,Rabanera,2016,NA,NA
26121,Rabanera,2015,NA,NA
26122,"Rasillo de Cameros, El",2022,31.5,2.9
26122,"Rasillo de Cameros, El",2021,29.2,2.7
26122,"Rasillo de Cameros, El",2020,33.3,2.8
26122,"Rasillo de Cameros, El",2019,30.5,2.3
26122,"Rasillo de Cameros, El",2018,34.5,2.6
26122,"Rasillo de Cameros, El",2017,38.6,3
26122,"Rasillo de Cameros, El",2016,38.8,3.4
26122,"Rasillo de Cameros, El",2015,37.6,3
26123,"Redal, El",2022,30.5,2.9
26123,"Redal, El",2021,30.5,2.8
26123,"Redal, El",2020,29.8,2.7
26123,"Redal, El",2019,31.2,2.9
26123,"Redal, El",2018,30.1,2.5
26123,"Redal, El",2017,27.7,2.6
26123,"Redal, El",2016,32.1,3.3
26123,"Redal, El",2015,30.6,2.9
26124,Ribafrecha,2022,26.3,2.2
26124,Ribafrecha,2021,28,2.3
26124,Ribafrecha,2020,28.9,2.4
26124,Ribafrecha,2019,28.9,2.3
26124,Ribafrecha,2018,30.4,2.3
26124,Ribafrecha,2017,32.2,2.8
26124,Ribafrecha,2016,32.4,2.7
26124,Ribafrecha,2015,31.8,2.4
26125,Rincón de Soto,2022,30.5,2.7
26125,Rincón de Soto,2021,30.5,2.6
26125,Rincón de Soto,2020,29.7,2.7
26125,Rincón de Soto,2019,30.1,2.4
26125,Rincón de Soto,2018,30.8,2.8
26125,Rincón de Soto,2017,30.4,2.5
26125,Rincón de Soto,2016,30,2.6
26125,Rincón de Soto,2015,30.8,2.5
26126,Robres del Castillo,2022,NA,NA
26126,Robres del Castillo,2021,NA,NA
26126,Robres del Castillo,2020,NA,NA
26126,Robres del Castillo,2019,NA,NA
26126,Robres del Castillo,2018,NA,NA
26126,Robres del Castillo,2017,NA,NA
26126,Robres del Castillo,2016,NA,NA
26126,Robres del Castillo,2015,NA,NA
26127,Rodezno,2022,31.4,2.1
26127,Rodezno,2021,29.9,2.3
26127,Rodezno,2020,31.7,3
26127,Rodezno,2019,33.7,2.9
26127,Rodezno,2018,29,2.7
26127,Rodezno,2017,31.4,2.9
26127,Rodezno,2016,31.4,2.7
26127,Rodezno,2015,27.3,2.6
26128,Sajazarra,2022,32.5,3.4
26128,Sajazarra,2021,32.6,3.4
26128,Sajazarra,2020,29.9,3.4
26128,Sajazarra,2019,34.6,4.1
26128,Sajazarra,2018,27.8,2.9
26128,Sajazarra,2017,27.9,2.9
26128,Sajazarra,2016,28.4,2.6
26128,Sajazarra,2015,24,2.4
26129,San Asensio,2022,27.5,2.5
26129,San Asensio,2021,29.8,2.7
26129,San Asensio,2020,29.5,2.3
26129,San Asensio,2019,26.8,2.3
26129,San Asensio,2018,29.3,2.3
26129,San Asensio,2017,30.6,2.5
26129,San Asensio,2016,30.8,2.4
26129,San Asensio,2015,31.1,2.5
26130,San Millán de la Cogolla,2022,27.5,2.5
26130,San Millán de la Cogolla,2021,25.6,2.4
26130,San Millán de la Cogolla,2020,24.4,2.5
26130,San Millán de la Cogolla,2019,30.6,2
26130,San Millán de la Cogolla,2018,29.6,2.2
26130,San Millán de la Cogolla,2017,29.7,2.6
26130,San Millán de la Cogolla,2016,26.9,2.4
26130,San Millán de la Cogolla,2015,27.6,2.2
26131,San Millán de Yécora,2022,NA,NA
26131,San Millán de Yécora,2021,NA,NA
26131,San Millán de Yécora,2020,NA,NA
26131,San Millán de Yécora,2019,NA,NA
26131,San Millán de Yécora,2018,NA,NA
26131,San Millán de Yécora,2017,NA,NA
26131,San Millán de Yécora,2016,NA,NA
26131,San Millán de Yécora,2015,NA,NA
26132,San Román de Cameros,2022,33.6,2.8
26132,San Román de Cameros,2021,33.5,2.2
26132,San Román de Cameros,2020,32.6,2.1
26132,San Román de Cameros,2019,35.6,2.8
26132,San Román de Cameros,2018,36.2,2.6
26132,San Román de Cameros,2017,38.3,3.2
26132,San Román de Cameros,2016,41.5,5
26132,San Román de Cameros,2015,40.9,3.5
26134,Santa Coloma,2022,NA,NA
26134,Santa Coloma,2021,NA,NA
26134,Santa Coloma,2020,NA,NA
26134,Santa Coloma,2019,NA,NA
26134,Santa Coloma,2018,NA,NA
26134,Santa Coloma,2017,NA,NA
26134,Santa Coloma,2016,NA,NA
26134,Santa Coloma,2015,45.1,4.3
26135,Santa Engracia del Jubera,2022,27.1,2.5
26135,Santa Engracia del Jubera,2021,27.3,2.9
26135,Santa Engracia del Jubera,2020,26.6,2.6
