mun_code,mun_name,year,gini,p80p20
13014,Almedina,2016,28.3,2.3
13014,Almedina,2015,28.5,2.4
13015,Almodóvar del Campo,2022,29.4,2.7
13015,Almodóvar del Campo,2021,29.1,2.7
13015,Almodóvar del Campo,2020,30,2.5
13015,Almodóvar del Campo,2019,30.2,2.5
13015,Almodóvar del Campo,2018,30.9,2.6
13015,Almodóvar del Campo,2017,31.3,2.7
13015,Almodóvar del Campo,2016,32,2.7
13015,Almodóvar del Campo,2015,31.8,2.8
13016,Almuradiel,2022,29.8,2.6
13016,Almuradiel,2021,29.4,2.7
13016,Almuradiel,2020,29.1,2.5
13016,Almuradiel,2019,30.2,2.7
13016,Almuradiel,2018,31.3,2.8
13016,Almuradiel,2017,30.4,2.4
13016,Almuradiel,2016,31.5,2.4
13016,Almuradiel,2015,31,2.6
13017,Anchuras,2022,26.4,2.1
13017,Anchuras,2021,26.6,1.9
13017,Anchuras,2020,30.9,2.1
13017,Anchuras,2019,28.6,2.2
13017,Anchuras,2018,28.4,2.1
13017,Anchuras,2017,29.1,2.3
13017,Anchuras,2016,27.8,2.4
13017,Anchuras,2015,30.7,2.4
13018,Arenas de San Juan,2022,27.2,2.4
13018,Arenas de San Juan,2021,29,2.1
13018,Arenas de San Juan,2020,29.1,2.5
13018,Arenas de San Juan,2019,27.4,2
13018,Arenas de San Juan,2018,28.4,2.3
13018,Arenas de San Juan,2017,28.2,2.5
13018,Arenas de San Juan,2016,29.9,2.4
13018,Arenas de San Juan,2015,29.9,2.6
13019,Argamasilla de Alba,2022,27.6,2.3
13019,Argamasilla de Alba,2021,28,2.4
13019,Argamasilla de Alba,2020,28.8,2.3
13019,Argamasilla de Alba,2019,28.1,2.2
13019,Argamasilla de Alba,2018,29,2.3
13019,Argamasilla de Alba,2017,30.3,2.5
13019,Argamasilla de Alba,2016,32.6,2.4
13019,Argamasilla de Alba,2015,31,2.5
13020,Argamasilla de Calatrava,2022,29.5,2.5
13020,Argamasilla de Calatrava,2021,29.1,2.6
13020,Argamasilla de Calatrava,2020,29.7,2.6
13020,Argamasilla de Calatrava,2019,29.2,2.3
13020,Argamasilla de Calatrava,2018,30,2.5
13020,Argamasilla de Calatrava,2017,30.6,2.7
13020,Argamasilla de Calatrava,2016,31.3,2.6
13020,Argamasilla de Calatrava,2015,31.9,2.7
13021,Arroba de los Montes,2022,28.4,2.2
13021,Arroba de los Montes,2021,28.5,2.2
13021,Arroba de los Montes,2020,28.9,2.2
13021,Arroba de los Montes,2019,29,2.2
13021,Arroba de los Montes,2018,28.1,2.2
13021,Arroba de los Montes,2017,29,2
13021,Arroba de los Montes,2016,28.2,2.2
13021,Arroba de los Montes,2015,28.4,2
13022,Ballesteros de Calatrava,2022,31.3,2.6
13022,Ballesteros de Calatrava,2021,28.7,2.3
13022,Ballesteros de Calatrava,2020,29.6,2.3
13022,Ballesteros de Calatrava,2019,28.3,2.1
13022,Ballesteros de Calatrava,2018,30.1,2
13022,Ballesteros de Calatrava,2017,31,2.1
13022,Ballesteros de Calatrava,2016,30.8,2.2
13022,Ballesteros de Calatrava,2015,31.3,2.4
13023,Bolaños de Calatrava,2022,29.1,2.3
13023,Bolaños de Calatrava,2021,28.4,2.4
13023,Bolaños de Calatrava,2020,28.8,2.2
13023,Bolaños de Calatrava,2019,28,2.2
13023,Bolaños de Calatrava,2018,29.5,2.3
13023,Bolaños de Calatrava,2017,29,2.4
13023,Bolaños de Calatrava,2016,30.2,2.5
13023,Bolaños de Calatrava,2015,31,2.4
13024,Brazatortas,2022,29.7,2.5
13024,Brazatortas,2021,29.9,2.3
13024,Brazatortas,2020,29.9,2.4
13024,Brazatortas,2019,30.5,2.5
13024,Brazatortas,2018,31,2.6
13024,Brazatortas,2017,29.1,2.4
13024,Brazatortas,2016,31.2,2.6
13024,Brazatortas,2015,29.6,2.2
13025,Cabezarados,2022,32.7,2.5
13025,Cabezarados,2021,31.6,2.5
13025,Cabezarados,2020,32.2,2.3
13025,Cabezarados,2019,28.8,2.2
13025,Cabezarados,2018,33.6,2.5
13025,Cabezarados,2017,32.4,2.3
13025,Cabezarados,2016,33.7,2.2
13025,Cabezarados,2015,32.5,2.3
13026,Cabezarrubias del Puerto,2022,33.6,2.8
13026,Cabezarrubias del Puerto,2021,33.1,2.4
13026,Cabezarrubias del Puerto,2020,31,2.6
13026,Cabezarrubias del Puerto,2019,29.6,2.4
13026,Cabezarrubias del Puerto,2018,32.3,2.4
13026,Cabezarrubias del Puerto,2017,29.7,2.6
13026,Cabezarrubias del Puerto,2016,30.8,2.5
13026,Cabezarrubias del Puerto,2015,28.9,2.4
13027,Calzada de Calatrava,2022,29.6,2.4
13027,Calzada de Calatrava,2021,29.8,2.4
13027,Calzada de Calatrava,2020,30.2,2.4
13027,Calzada de Calatrava,2019,28.7,2.3
13027,Calzada de Calatrava,2018,29.8,2.4
13027,Calzada de Calatrava,2017,31.2,2.3
13027,Calzada de Calatrava,2016,31.8,2.6
13027,Calzada de Calatrava,2015,32.6,2.5
13028,Campo de Criptana,2022,26.9,2.3
13028,Campo de Criptana,2021,27,2.2
13028,Campo de Criptana,2020,27.5,2.3
13028,Campo de Criptana,2019,26.9,2.3
13028,Campo de Criptana,2018,27.8,2.4
13028,Campo de Criptana,2017,28.6,2.4
13028,Campo de Criptana,2016,29.3,2.3
13028,Campo de Criptana,2015,29.7,2.2
13029,Cañada de Calatrava,2022,24.4,2.1
13029,Cañada de Calatrava,2021,26.1,2.3
13029,Cañada de Calatrava,2020,27.7,2.4
13029,Cañada de Calatrava,2019,NA,NA
13029,Cañada de Calatrava,2018,23.3,2.3
13029,Cañada de Calatrava,2017,NA,NA
13029,Cañada de Calatrava,2016,28.9,2.8
13029,Cañada de Calatrava,2015,NA,NA
13030,Caracuel de Calatrava,2022,27,2.1
13030,Caracuel de Calatrava,2021,28.1,2.2
13030,Caracuel de Calatrava,2020,28.8,2.2
13030,Caracuel de Calatrava,2019,26.1,2
13030,Caracuel de Calatrava,2018,30.7,2.4
13030,Caracuel de Calatrava,2017,30.4,2.7
13030,Caracuel de Calatrava,2016,31.7,2.6
13030,Caracuel de Calatrava,2015,35.7,3.5
13031,Carrión de Calatrava,2022,26.3,2.3
13031,Carrión de Calatrava,2021,26.6,2.4
13031,Carrión de Calatrava,2020,27.5,2.3
13031,Carrión de Calatrava,2019,27.2,2.4
13031,Carrión de Calatrava,2018,27.9,2.3
13031,Carrión de Calatrava,2017,28.4,2.4
13031,Carrión de Calatrava,2016,28.4,2.5
13031,Carrión de Calatrava,2015,29.9,2.5
13032,Carrizosa,2022,24.6,2
13032,Carrizosa,2021,23.2,2
13032,Carrizosa,2020,25.2,2.1
13032,Carrizosa,2019,22.6,1.9
13032,Carrizosa,2018,22.8,1.9
13032,Carrizosa,2017,22.5,1.9
13032,Carrizosa,2016,23.9,1.9
13032,Carrizosa,2015,22.4,NA
13033,Castellar de Santiago,2022,25.8,2.1
13033,Castellar de Santiago,2021,24.1,2
13033,Castellar de Santiago,2020,25.5,2
13033,Castellar de Santiago,2019,26,2.2
13033,Castellar de Santiago,2018,25.5,2.1
13033,Castellar de Santiago,2017,25.6,2
13033,Castellar de Santiago,2016,27.8,2.2
13033,Castellar de Santiago,2015,27,2.2
13034,Ciudad Real,2022,31.1,2.7
13034,Ciudad Real,2021,31.5,2.7
13034,Ciudad Real,2020,32.3,2.9
13034,Ciudad Real,2019,32.1,2.8
13034,Ciudad Real,2018,32.7,2.9
13034,Ciudad Real,2017,33.1,3.1
13034,Ciudad Real,2016,33.7,3
13034,Ciudad Real,2015,33.9,3.3
13035,Corral de Calatrava,2022,29.1,2.3
13035,Corral de Calatrava,2021,28,2.2
13035,Corral de Calatrava,2020,28.2,2.2
13035,Corral de Calatrava,2019,28.4,2.4
13035,Corral de Calatrava,2018,28.9,2.4
13035,Corral de Calatrava,2017,29.1,2.3
13035,Corral de Calatrava,2016,30.2,2.6
13035,Corral de Calatrava,2015,30.8,2.6
13036,"Cortijos, Los",2022,27,2.4
13036,"Cortijos, Los",2021,27.6,2.2
13036,"Cortijos, Los",2020,27,2.4
13036,"Cortijos, Los",2019,26.3,2.3
13036,"Cortijos, Los",2018,27.6,2.1
13036,"Cortijos, Los",2017,26.6,2.1
13036,"Cortijos, Los",2016,28.8,2.2
13036,"Cortijos, Los",2015,28.4,2.4
13037,Cózar,2022,29.9,2.3
13037,Cózar,2021,26.7,2.1
13037,Cózar,2020,28.3,2.4
13037,Cózar,2019,28.4,2.5
13037,Cózar,2018,28.4,2.8
13037,Cózar,2017,28.2,2.3
13037,Cózar,2016,31.3,2.7
13037,Cózar,2015,30,2.7
13038,Chillón,2022,27.5,2.3
13038,Chillón,2021,27.2,2.2
13038,Chillón,2020,27.6,2.5
13038,Chillón,2019,26.3,2.1
13038,Chillón,2018,26.7,2.2
13038,Chillón,2017,27.3,2.3
13038,Chillón,2016,27.8,2.2
13038,Chillón,2015,29.5,2.5
13039,Daimiel,2022,27.3,2.3
13039,Daimiel,2021,27.5,2.4
13039,Daimiel,2020,28,2.3
13039,Daimiel,2019,27.8,2.2
13039,Daimiel,2018,28.7,2.4
13039,Daimiel,2017,29.1,2.4
13039,Daimiel,2016,30.5,2.7
13039,Daimiel,2015,31.3,2.6
13040,Fernán Caballero,2022,29.1,2.3
13040,Fernán Caballero,2021,28.1,2.4
13040,Fernán Caballero,2020,29,2.4
13040,Fernán Caballero,2019,29.2,2.3
13040,Fernán Caballero,2018,27.8,2.4
13040,Fernán Caballero,2017,29,2.6
13040,Fernán Caballero,2016,29,2.5
13040,Fernán Caballero,2015,30.9,2.6
13041,Fontanarejo,2022,29.2,2
13041,Fontanarejo,2021,27.1,1.9
13041,Fontanarejo,2020,29.8,2.3
13041,Fontanarejo,2019,28.4,2
13041,Fontanarejo,2018,30.4,2.5
13041,Fontanarejo,2017,28,2
13041,Fontanarejo,2016,28.6,2
13041,Fontanarejo,2015,30.5,2.5
13042,Fuencaliente,2022,28.2,2.3
13042,Fuencaliente,2021,29.1,2.4
13042,Fuencaliente,2020,30.6,2.4
13042,Fuencaliente,2019,30.5,2.6
13042,Fuencaliente,2018,32,2.5
13042,Fuencaliente,2017,30.2,2.4
13042,Fuencaliente,2016,31.7,2.6
13042,Fuencaliente,2015,33.1,2.7
13043,Fuenllana,2022,33.2,2.7
13043,Fuenllana,2021,31.8,2.6
13043,Fuenllana,2020,30.6,2.3
13043,Fuenllana,2019,28.4,2.4
13043,Fuenllana,2018,27.8,2.2
13043,Fuenllana,2017,28.3,2
13043,Fuenllana,2016,30.3,2.5
13043,Fuenllana,2015,29.8,2.3
13044,Fuente el Fresno,2022,27.2,2.4
13044,Fuente el Fresno,2021,27,2.4
13044,Fuente el Fresno,2020,28.4,2.3
13044,Fuente el Fresno,2019,27.9,2.4
13044,Fuente el Fresno,2018,27.9,2.2
13044,Fuente el Fresno,2017,28.7,2.4
13044,Fuente el Fresno,2016,30.1,2.5
13044,Fuente el Fresno,2015,29.9,2.4
13045,Granátula de Calatrava,2022,30.3,2.4
13045,Granátula de Calatrava,2021,30,2.4
13045,Granátula de Calatrava,2020,31.7,2.7
13045,Granátula de Calatrava,2019,30.4,2.5
13045,Granátula de Calatrava,2018,28.8,2.3
13045,Granátula de Calatrava,2017,29.3,2.2
13045,Granátula de Calatrava,2016,30.8,2.7
13045,Granátula de Calatrava,2015,31.3,2.5
13046,Guadalmez,2022,31.6,2.7
13046,Guadalmez,2021,31.9,2.7
13046,Guadalmez,2020,33.1,2.5
13046,Guadalmez,2019,32.1,2.4
13046,Guadalmez,2018,29.9,2.3
13046,Guadalmez,2017,32,2.5
13046,Guadalmez,2016,31.8,2.6
13046,Guadalmez,2015,31.7,2.5
13047,Herencia,2022,27,2.2
13047,Herencia,2021,28,2.2
13047,Herencia,2020,28.6,2.4
13047,Herencia,2019,27.2,2.3
13047,Herencia,2018,28.1,2.2
13047,Herencia,2017,28.7,2.4
13047,Herencia,2016,30.1,2.5
13047,Herencia,2015,30.9,2.7
13048,Hinojosas de Calatrava,2022,30.5,2.7
13048,Hinojosas de Calatrava,2021,30.1,2.5
13048,Hinojosas de Calatrava,2020,28.8,2.7
13048,Hinojosas de Calatrava,2019,28.1,2.2
13048,Hinojosas de Calatrava,2018,30.6,2.6
13048,Hinojosas de Calatrava,2017,29.2,2.3
13048,Hinojosas de Calatrava,2016,29.5,2.4
13048,Hinojosas de Calatrava,2015,30.1,2.4
13049,Horcajo de los Montes,2022,27.1,2
13049,Horcajo de los Montes,2021,26.7,2.2
13049,Horcajo de los Montes,2020,26.3,2
13049,Horcajo de los Montes,2019,26.6,2
13049,Horcajo de los Montes,2018,28.7,2.2
13049,Horcajo de los Montes,2017,26.6,2
13049,Horcajo de los Montes,2016,28.1,2.1
13049,Horcajo de los Montes,2015,27.9,2.3
13050,"Labores, Las",2022,29.2,2.7
13050,"Labores, Las",2021,29.7,2.5
13050,"Labores, Las",2020,31.2,2.8
13050,"Labores, Las",2019,28.9,2.3
13050,"Labores, Las",2018,30,2.6
13050,"Labores, Las",2017,31,2.7
13050,"Labores, Las",2016,31.3,2.6
13050,"Labores, Las",2015,34.1,3.1
13051,Luciana,2022,27.6,2.2
13051,Luciana,2021,28.4,2.2
13051,Luciana,2020,28.1,2.3
13051,Luciana,2019,26.5,2
13051,Luciana,2018,27.2,2.2
13051,Luciana,2017,25.6,2.1
13051,Luciana,2016,27.8,2
13051,Luciana,2015,29.2,2
13052,Malagón,2022,29.7,2.4
13052,Malagón,2021,29.9,2.5
13052,Malagón,2020,30.3,2.3
13052,Malagón,2019,30.3,2.5
13052,Malagón,2018,30.5,2.3
13052,Malagón,2017,30.8,2.5
13052,Malagón,2016,31.4,2.5
13052,Malagón,2015,32.2,2.6
13053,Manzanares,2022,29.1,2.5
13053,Manzanares,2021,29.3,2.6
13053,Manzanares,2020,29.5,2.5
13053,Manzanares,2019,29.5,2.4
13053,Manzanares,2018,30.1,2.5
13053,Manzanares,2017,30.9,2.7
13053,Manzanares,2016,31.2,2.6
13053,Manzanares,2015,31.4,2.8
13054,Membrilla,2022,26.9,2.4
13054,Membrilla,2021,26.9,2.3
13054,Membrilla,2020,27.1,2.3
13054,Membrilla,2019,26.3,2.2
13054,Membrilla,2018,26.8,2.2
13054,Membrilla,2017,26.7,2.2
13054,Membrilla,2016,27.8,2.3
13054,Membrilla,2015,28.3,2.4
13055,Mestanza,2022,30.3,2.4
13055,Mestanza,2021,28.3,2.4
13055,Mestanza,2020,29.7,2.4
13055,Mestanza,2019,31.3,2.2
13055,Mestanza,2018,31.6,2.6
13055,Mestanza,2017,30.1,2.6
13055,Mestanza,2016,32.4,2.6
13055,Mestanza,2015,31.3,2.5
13056,Miguelturra,2022,28.1,2.4
13056,Miguelturra,2021,28.1,2.5
13056,Miguelturra,2020,28.8,2.3
13056,Miguelturra,2019,28.5,2.5
13056,Miguelturra,2018,29.5,2.6
13056,Miguelturra,2017,30.1,2.5
13056,Miguelturra,2016,31.4,2.7
13056,Miguelturra,2015,32.1,2.9
13057,Montiel,2022,26.2,2
13057,Montiel,2021,26.3,2.1
13057,Montiel,2020,26.8,2.3
13057,Montiel,2019,27.1,2.2
13057,Montiel,2018,27.1,2.1
13057,Montiel,2017,28.4,2.4
13057,Montiel,2016,28.2,2.4
13057,Montiel,2015,28.6,2.4
13058,Moral de Calatrava,2022,27.4,2.4
13058,Moral de Calatrava,2021,27.7,2.2
13058,Moral de Calatrava,2020,28.9,2.2
13058,Moral de Calatrava,2019,28.6,2.2
13058,Moral de Calatrava,2018,28.9,2.1
13058,Moral de Calatrava,2017,29.7,2.3
13058,Moral de Calatrava,2016,30.2,2.4
13058,Moral de Calatrava,2015,30.8,2.6
13059,Navalpino,2022,25.8,2.2
13059,Navalpino,2021,24.9,2
13059,Navalpino,2020,28.1,2.5
13059,Navalpino,2019,26.3,2.3
13059,Navalpino,2018,27.3,2.2
13059,Navalpino,2017,27.7,2.1
13059,Navalpino,2016,30,2.4
13059,Navalpino,2015,31.9,2.5
13060,Navas de Estena,2022,26.4,2.1
13060,Navas de Estena,2021,25.2,2.2
13060,Navas de Estena,2020,27,2.1
13060,Navas de Estena,2019,25.5,2.1
13060,Navas de Estena,2018,28.6,2.5
13060,Navas de Estena,2017,28.4,2.2
13060,Navas de Estena,2016,27.8,2.1
13060,Navas de Estena,2015,26.6,2.3
13061,Pedro Muñoz,2022,30.8,2.5
13061,Pedro Muñoz,2021,31.7,2.6
13061,Pedro Muñoz,2020,31.5,2.7
13061,Pedro Muñoz,2019,30.8,2.4
13061,Pedro Muñoz,2018,31.3,2.4
13061,Pedro Muñoz,2017,32,2.5
13061,Pedro Muñoz,2016,36,3.3
13061,Pedro Muñoz,2015,33.8,2.9
13062,Picón,2022,24.9,2.1
13062,Picón,2021,25.4,2.2
13062,Picón,2020,28.5,2.4
13062,Picón,2019,27.9,2.4
13062,Picón,2018,30,2.3
13062,Picón,2017,30,2.2
13062,Picón,2016,29.1,2.3
13062,Picón,2015,31,2.3
13063,Piedrabuena,2022,26.9,2.4
13063,Piedrabuena,2021,27.1,2.3
13063,Piedrabuena,2020,27.5,2.3
13063,Piedrabuena,2019,27,2.3
13063,Piedrabuena,2018,27.8,2.3
13063,Piedrabuena,2017,27.5,2.2
13063,Piedrabuena,2016,29,2.4
13063,Piedrabuena,2015,29.8,2.5
13064,Poblete,2022,27.5,2.4
13064,Poblete,2021,27.9,2.4
13064,Poblete,2020,29.1,2.5
13064,Poblete,2019,28.5,2.4
13064,Poblete,2018,30,2.6
13064,Poblete,2017,29.5,2.7
13064,Poblete,2016,30.6,2.7
13064,Poblete,2015,31.6,2.6
13065,Porzuna,2022,28.2,2.2
13065,Porzuna,2021,28.6,2.3
13065,Porzuna,2020,29.6,2.4
13065,Porzuna,2019,28.7,2.4
13065,Porzuna,2018,29.2,2.2
13065,Porzuna,2017,29.8,2.4
13065,Porzuna,2016,32.6,2.5
13065,Porzuna,2015,33,2.7
13066,Pozuelo de Calatrava,2022,28.9,2.4
13066,Pozuelo de Calatrava,2021,28.7,2.5
13066,Pozuelo de Calatrava,2020,29.3,2.6
13066,Pozuelo de Calatrava,2019,30.3,2.6
13066,Pozuelo de Calatrava,2018,31.5,2.8
13066,Pozuelo de Calatrava,2017,31.2,2.7
13066,Pozuelo de Calatrava,2016,32,2.7
13066,Pozuelo de Calatrava,2015,31.9,2.9
13067,"Pozuelos de Calatrava, Los",2022,27.6,2.2
13067,"Pozuelos de Calatrava, Los",2021,26.4,2
13067,"Pozuelos de Calatrava, Los",2020,26.9,2.4
13067,"Pozuelos de Calatrava, Los",2019,26.9,2.1
13067,"Pozuelos de Calatrava, Los",2018,27.3,2.2
13067,"Pozuelos de Calatrava, Los",2017,27.6,2
13067,"Pozuelos de Calatrava, Los",2016,29.7,2.3
13067,"Pozuelos de Calatrava, Los",2015,28.9,2.3
13068,Puebla de Don Rodrigo,2022,27.1,2.3
13068,Puebla de Don Rodrigo,2021,27.2,2.1
13068,Puebla de Don Rodrigo,2020,26.6,2.2
13068,Puebla de Don Rodrigo,2019,25.4,2.1
13068,Puebla de Don Rodrigo,2018,26.6,2.3
13068,Puebla de Don Rodrigo,2017,27.3,2.1
13068,Puebla de Don Rodrigo,2016,27.8,2.2
13068,Puebla de Don Rodrigo,2015,29.8,2.5
13069,Puebla del Príncipe,2022,27,2
13069,Puebla del Príncipe,2021,25.9,2
13069,Puebla del Príncipe,2020,26.6,2
13069,Puebla del Príncipe,2019,26,1.8
13069,Puebla del Príncipe,2018,26.1,1.9
13069,Puebla del Príncipe,2017,25.3,2.2
13069,Puebla del Príncipe,2016,26,2.1
13069,Puebla del Príncipe,2015,27.8,2.3
13070,Puerto Lápice,2022,24.4,1.9
13070,Puerto Lápice,2021,23.6,1.9
13070,Puerto Lápice,2020,24.7,2.1
13070,Puerto Lápice,2019,25,1.9
13070,Puerto Lápice,2018,24.9,2
13070,Puerto Lápice,2017,26.6,1.9
13070,Puerto Lápice,2016,28.3,2.1
13070,Puerto Lápice,2015,27.2,2.1
13071,Puertollano,2022,32,2.8
13071,Puertollano,2021,32.1,2.8
13071,Puertollano,2020,32.9,2.8
13071,Puertollano,2019,32.7,2.8
13071,Puertollano,2018,33.8,2.9
13071,Puertollano,2017,34.4,3.1
13071,Puertollano,2016,35.7,3
13071,Puertollano,2015,35.6,3.3
13072,Retuerta del Bullaque,2022,29,2.4
13072,Retuerta del Bullaque,2021,29.1,2.4
13072,Retuerta del Bullaque,2020,29.3,2.3
13072,Retuerta del Bullaque,2019,27.3,2.2
13072,Retuerta del Bullaque,2018,29,2.3
13072,Retuerta del Bullaque,2017,28.3,2.2
13072,Retuerta del Bullaque,2016,28.1,2.4
13072,Retuerta del Bullaque,2015,30.2,2.6
13073,Saceruela,2022,28.5,2.1
13073,Saceruela,2021,30.3,2.3
13073,Saceruela,2020,28.7,2
13073,Saceruela,2019,26.3,2.1
13073,Saceruela,2018,27.4,2
13073,Saceruela,2017,26.7,2
13073,Saceruela,2016,29.1,2.1
13073,Saceruela,2015,30.6,2.4
13074,San Carlos del Valle,2022,25.6,2.1
13074,San Carlos del Valle,2021,25.4,2.2
13074,San Carlos del Valle,2020,26,2
13074,San Carlos del Valle,2019,24.7,2
13074,San Carlos del Valle,2018,25.5,2.2
13074,San Carlos del Valle,2017,25,2
13074,San Carlos del Valle,2016,26.8,2
13074,San Carlos del Valle,2015,25.9,2.2
13075,San Lorenzo de Calatrava,2022,25.8,2.2
13075,San Lorenzo de Calatrava,2021,27.9,2.3
13075,San Lorenzo de Calatrava,2020,29.8,2.2
13075,San Lorenzo de Calatrava,2019,28.7,2.1
13075,San Lorenzo de Calatrava,2018,27.3,2
13075,San Lorenzo de Calatrava,2017,25.8,2
13075,San Lorenzo de Calatrava,2016,29.8,2.2
13075,San Lorenzo de Calatrava,2015,29.9,2.1
13076,Santa Cruz de los Cáñamos,2022,30,2.5
13076,Santa Cruz de los Cáñamos,2021,29.6,2.8
13076,Santa Cruz de los Cáñamos,2020,30,2.5
13076,Santa Cruz de los Cáñamos,2019,28,2.3
13076,Santa Cruz de los Cáñamos,2018,25.5,2.1
13076,Santa Cruz de los Cáñamos,2017,25.8,2.1
13076,Santa Cruz de los Cáñamos,2016,27,2.1
13076,Santa Cruz de los Cáñamos,2015,27.6,2.1
13077,Santa Cruz de Mudela,2022,26.2,2.1
13077,Santa Cruz de Mudela,2021,27,2.2
13077,Santa Cruz de Mudela,2020,28.1,2.3
13077,Santa Cruz de Mudela,2019,27.7,2.3
13077,Santa Cruz de Mudela,2018,28.5,2.3
13077,Santa Cruz de Mudela,2017,29.3,2.2
13077,Santa Cruz de Mudela,2016,30.7,2.4
13077,Santa Cruz de Mudela,2015,31.1,2.4
13078,Socuéllamos,2022,29.1,2.3
13078,Socuéllamos,2021,29.4,2.4
13078,Socuéllamos,2020,30,2.5
13078,Socuéllamos,2019,29.5,2.3
13078,Socuéllamos,2018,30.1,2.4
13078,Socuéllamos,2017,30.2,2.5
13078,Socuéllamos,2016,33.2,2.6
13078,Socuéllamos,2015,33.1,3
13079,"Solana, La",2022,26.3,2.1
13079,"Solana, La",2021,26.6,2.2
13079,"Solana, La",2020,27.2,2.2
13079,"Solana, La",2019,26.3,2.2
13079,"Solana, La",2018,26.7,2.1
13079,"Solana, La",2017,27.7,2.1
13079,"Solana, La",2016,28.4,2.3
13079,"Solana, La",2015,29.6,2.4
13080,Solana del Pino,2022,29.8,2.4
13080,Solana del Pino,2021,29,2.4
13080,Solana del Pino,2020,26.3,2.1
13080,Solana del Pino,2019,28.8,2.2
13080,Solana del Pino,2018,25.6,2.1
13080,Solana del Pino,2017,27.7,2.2
13080,Solana del Pino,2016,28.1,2.1
13080,Solana del Pino,2015,28.5,2.2
13081,Terrinches,2022,25.5,2.2
13081,Terrinches,2021,25.6,2.1
13081,Terrinches,2020,27,2.2
13081,Terrinches,2019,25.8,2.1
13081,Terrinches,2018,26.9,2.4
13081,Terrinches,2017,26.9,2.3
13081,Terrinches,2016,30.2,2.3
13081,Terrinches,2015,29.4,2.5
13082,Tomelloso,2022,29.6,2.4
13082,Tomelloso,2021,30,2.5
13082,Tomelloso,2020,30.5,2.4
13082,Tomelloso,2019,30.1,2.4
13082,Tomelloso,2018,30.9,2.5
13082,Tomelloso,2017,31.2,2.6
13082,Tomelloso,2016,32.9,2.8
13082,Tomelloso,2015,33,2.6
13083,Torralba de Calatrava,2022,28.1,2.4
13083,Torralba de Calatrava,2021,27.5,2.3
13083,Torralba de Calatrava,2020,28.4,2.4
13083,Torralba de Calatrava,2019,29.4,2.6
13083,Torralba de Calatrava,2018,29.4,2.5
13083,Torralba de Calatrava,2017,30,2.4
13083,Torralba de Calatrava,2016,30.7,2.6
13083,Torralba de Calatrava,2015,31,2.4
13084,Torre de Juan Abad,2022,28.7,2.4
13084,Torre de Juan Abad,2021,29.2,2.3
13084,Torre de Juan Abad,2020,29.4,2.4
13084,Torre de Juan Abad,2019,29.2,2.2
13084,Torre de Juan Abad,2018,28.2,2.1
13084,Torre de Juan Abad,2017,26.4,2
13084,Torre de Juan Abad,2016,27.4,2.3
13084,Torre de Juan Abad,2015,28.9,2.3
13085,Torrenueva,2022,25.6,2
13085,Torrenueva,2021,24.9,2.1
13085,Torrenueva,2020,26.4,2
13085,Torrenueva,2019,25.6,2
13085,Torrenueva,2018,26.4,2.1
13085,Torrenueva,2017,26.5,2
13085,Torrenueva,2016,27.9,2.3
13085,Torrenueva,2015,28.8,2.2
13086,Valdemanco del Esteras,2022,29.3,2.4
13086,Valdemanco del Esteras,2021,26.6,2.1
13086,Valdemanco del Esteras,2020,31.9,2.9
13086,Valdemanco del Esteras,2019,28,2.6
13086,Valdemanco del Esteras,2018,26.6,2.1
13086,Valdemanco del Esteras,2017,28.8,2.6
13086,Valdemanco del Esteras,2016,30.4,2.5
13086,Valdemanco del Esteras,2015,31.6,2.5
13087,Valdepeñas,2022,30.6,2.6
13087,Valdepeñas,2021,30.9,2.6
13087,Valdepeñas,2020,31.8,2.7
13087,Valdepeñas,2019,31.6,2.7
13087,Valdepeñas,2018,32.1,2.6
13087,Valdepeñas,2017,32.6,2.7
13087,Valdepeñas,2016,33.5,3
13087,Valdepeñas,2015,33.7,2.9
13088,Valenzuela de Calatrava,2022,27.1,2.1
13088,Valenzuela de Calatrava,2021,25.7,2.2
13088,Valenzuela de Calatrava,2020,27.8,2.2
13088,Valenzuela de Calatrava,2019,27.4,2.2
13088,Valenzuela de Calatrava,2018,28.3,2.1
13088,Valenzuela de Calatrava,2017,30.4,2.5
13088,Valenzuela de Calatrava,2016,28.1,2.4
13088,Valenzuela de Calatrava,2015,28.7,2.3
13089,Villahermosa,2022,27,2.3
13089,Villahermosa,2021,26.8,2.2
13089,Villahermosa,2020,26.4,2.3
13089,Villahermosa,2019,26.2,2.1
13089,Villahermosa,2018,25.7,2.2
13089,Villahermosa,2017,26.9,2.1
13089,Villahermosa,2016,28,2.3
13089,Villahermosa,2015,28.2,2.3
13090,Villamanrique,2022,25.6,2
13090,Villamanrique,2021,25.1,2.1
13090,Villamanrique,2020,26.3,2
13090,Villamanrique,2019,24.9,2
13090,Villamanrique,2018,25.6,2
13090,Villamanrique,2017,25.1,2
13090,Villamanrique,2016,27.4,2.1
13090,Villamanrique,2015,25.9,2.2
13091,Villamayor de Calatrava,2022,32.4,2.7
13091,Villamayor de Calatrava,2021,31.2,2.7
13091,Villamayor de Calatrava,2020,31.4,2.6
13091,Villamayor de Calatrava,2019,31.5,2.5
13091,Villamayor de Calatrava,2018,30.9,2.4
13091,Villamayor de Calatrava,2017,30.6,2.3
13091,Villamayor de Calatrava,2016,32.7,2.8
13091,Villamayor de Calatrava,2015,32.9,2.7
