mun_code,mun_name,district_code,year,net_income_pc,net_income_hh,net_income_equiv,median_income_equiv,gross_income_pc,gross_income_hh
03041,Benissa,0304101,2015,8518,22628,13137,11550,9854,26179
03041,Benissa,0304102,2022,10767,24586,17891,15050,13204,30150
03041,Benissa,0304102,2021,10001,22378,16342,14350,12183,27262
03041,Benissa,0304102,2020,8988,20950,14716,12950,10716,24978
03041,Benissa,0304102,2019,9367,21226,15300,13650,11328,25670
03041,Benissa,0304102,2018,9504,21484,15889,12950,11663,26365
03041,Benissa,0304102,2017,8652,19526,13763,12250,10550,23810
03041,Benissa,0304102,2016,7073,17748,12283,10150,8454,21212
03041,Benissa,0304102,2015,7831,18228,12571,10150,9277,21592
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2022,10372,24479,16693,15050,12476,29445
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2021,9499,22278,15329,13650,11394,26719
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2020,9194,21800,14614,12250,10696,25363
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2019,9132,21419,14535,12950,10586,24829
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2018,8448,19752,13745,12250,9932,23223
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2017,8296,19328,13243,11550,9706,22613
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2016,7226,17763,12036,10150,8348,20519
03042,"Poble Nou de Benitatxell, el/Benitachell",0304201,2015,7986,18515,12499,10850,9214,21362
03043,Biar,0304301,2022,13615,32914,20431,17850,16505,39902
03043,Biar,0304301,2021,12589,30930,18914,16450,15133,37180
03043,Biar,0304301,2020,12321,30407,18384,15750,14946,36884
03043,Biar,0304301,2019,11647,28871,17453,15050,13788,34179
03043,Biar,0304301,2018,11081,27634,16707,14350,13113,32701
03043,Biar,0304301,2017,10290,25669,15567,13650,12168,30352
03043,Biar,0304301,2016,10089,25223,15097,12950,11855,29637
03043,Biar,0304301,2015,9719,24254,14561,12250,11384,28409
03044,Bigastro,0304401,2022,10093,28146,15557,14350,11730,32708
03044,Bigastro,0304401,2021,9928,27485,15247,13650,11578,32055
03044,Bigastro,0304401,2020,9761,27097,15072,13650,11319,31424
03044,Bigastro,0304401,2019,9098,25563,14097,12950,10453,29370
03044,Bigastro,0304401,2018,8941,25015,13769,12250,10296,28806
03044,Bigastro,0304401,2017,8341,23348,12899,11550,9591,26847
03044,Bigastro,0304401,2016,8923,25157,13470,10850,10404,29333
03044,Bigastro,0304401,2015,7575,21173,11697,10150,8697,24310
03045,Bolulla,0304501,2022,8834,22146,13857,12950,10090,25292
03045,Bolulla,0304501,2021,7866,18283,12300,11550,8788,20426
03045,Bolulla,0304501,2020,8257,20397,12759,11550,9374,23157
03045,Bolulla,0304501,2019,8014,19841,12140,11550,9024,22341
03045,Bolulla,0304501,2018,7261,18275,11851,10150,8517,21437
03045,Bolulla,0304501,2017,6694,16691,10611,10850,7641,19052
03045,Bolulla,0304501,2016,6626,16791,10299,9800,7433,18837
03045,Bolulla,0304501,2015,6537,16457,10271,9450,7355,18517
03046,Busot,0304601,2022,11356,29122,17854,15750,13574,34810
03046,Busot,0304601,2021,10567,26745,16691,14350,12545,31751
03046,Busot,0304601,2020,9596,25084,15485,14350,11209,29300
03046,Busot,0304601,2019,9572,24656,15072,13650,11248,28973
03046,Busot,0304601,2018,9309,24124,14674,13650,10868,28165
03046,Busot,0304601,2017,8713,22654,13916,12250,10121,26315
03046,Busot,0304601,2016,7922,21682,13068,11550,9247,25309
03046,Busot,0304601,2015,8304,21912,13246,11550,9670,25515
03047,Calp,0304701,2022,9838,26746,15075,13650,11428,31069
03047,Calp,0304701,2021,9146,24622,13914,12250,10517,28315
03047,Calp,0304701,2020,8372,23295,12806,11550,9570,26628
03047,Calp,0304701,2019,8767,24684,13467,12250,10054,28306
03047,Calp,0304701,2018,8415,23544,12999,11550,9644,26984
03047,Calp,0304701,2017,8125,22547,12473,11550,9270,25722
03047,Calp,0304701,2016,7235,21379,11300,9450,8230,24318
03047,Calp,0304701,2015,7609,20736,11666,10150,8651,23577
03047,Calp,0304702,2022,11310,27544,18606,15750,13839,33701
03047,Calp,0304702,2021,10842,25753,17221,15050,13120,31165
03047,Calp,0304702,2020,9787,23543,15547,13650,11618,27948
03047,Calp,0304702,2019,10341,24389,16271,14350,12426,29306
03047,Calp,0304702,2018,9996,23555,15825,13650,12000,28279
03047,Calp,0304702,2017,9387,22165,14747,12950,11208,26465
03047,Calp,0304702,2016,7345,20482,12403,10150,8709,24285
03047,Calp,0304702,2015,9022,21436,13977,12250,10584,25149
03048,Callosa d'en Sarrià,0304801,2022,9495,25534,14522,12950,10849,29174
03048,Callosa d'en Sarrià,0304801,2021,8862,23628,13341,12250,10054,26807
03048,Callosa d'en Sarrià,0304801,2020,8132,21711,12305,10850,9203,24572
03048,Callosa d'en Sarrià,0304801,2019,8480,22853,13016,11550,9623,25932
03048,Callosa d'en Sarrià,0304801,2018,8165,22229,12539,10850,9263,25218
03048,Callosa d'en Sarrià,0304801,2017,7920,21673,12069,10150,8968,24541
03048,Callosa d'en Sarrià,0304801,2016,7004,20123,10759,9450,7912,22731
03048,Callosa d'en Sarrià,0304801,2015,7353,19555,11111,10150,8280,22021
03048,Callosa d'en Sarrià,0304802,2022,10803,28956,16597,14350,12942,34691
03048,Callosa d'en Sarrià,0304802,2021,9960,26884,15217,13650,11602,31317
03048,Callosa d'en Sarrià,0304802,2020,9227,25172,14096,12250,10612,28949
03048,Callosa d'en Sarrià,0304802,2019,9640,26219,14693,12950,11149,30325
03048,Callosa d'en Sarrià,0304802,2018,9458,25754,14582,12950,10985,29911
03048,Callosa d'en Sarrià,0304802,2017,9060,24341,13936,12250,10458,28096
03048,Callosa d'en Sarrià,0304802,2016,8257,23227,12726,10850,9476,26656
03048,Callosa d'en Sarrià,0304802,2015,8353,22657,12733,10850,9592,26016
03049,Callosa de Segura,0304901,2022,9811,28693,15432,12950,11647,34060
03049,Callosa de Segura,0304901,2021,9714,28678,15055,12950,11371,33571
03049,Callosa de Segura,0304901,2020,9090,27305,14168,12250,10532,31636
03049,Callosa de Segura,0304901,2019,8932,26638,13930,12250,10345,30851
03049,Callosa de Segura,0304901,2018,8477,25497,13238,11550,9778,29411
03049,Callosa de Segura,0304901,2017,8168,24333,12695,10850,9419,28060
03049,Callosa de Segura,0304901,2016,7766,23081,12071,10150,8940,26570
03049,Callosa de Segura,0304901,2015,7581,22605,11797,10150,8705,25956
03049,Callosa de Segura,0304902,2022,9290,26630,14348,12950,10674,30597
03049,Callosa de Segura,0304902,2021,8806,25318,13675,12250,10070,28953
03049,Callosa de Segura,0304902,2020,8402,24358,13099,11550,9516,27589
03049,Callosa de Segura,0304902,2019,8394,24380,13021,11550,9501,27597
03049,Callosa de Segura,0304902,2018,9109,26552,14494,10850,10504,30620
03049,Callosa de Segura,0304902,2017,7957,23265,12423,10150,9046,26449
03049,Callosa de Segura,0304902,2016,7370,21534,11279,9450,8316,24298
03049,Callosa de Segura,0304902,2015,7118,20526,10920,9450,8016,23117
03050,"Campello, el",0305001,2022,11906,29491,17900,15750,14247,35291
03050,"Campello, el",0305001,2021,11271,27980,16895,15050,13320,33067
03050,"Campello, el",0305001,2020,10666,26659,15905,14350,12498,31238
03050,"Campello, el",0305001,2019,10385,26311,15690,13650,12237,31001
03050,"Campello, el",0305001,2018,10013,25381,15071,12950,11769,29833
03050,"Campello, el",0305001,2017,9497,24093,14226,12250,11134,28246
03050,"Campello, el",0305001,2016,9112,23402,13686,11550,10635,27312
03050,"Campello, el",0305001,2015,9020,22738,13469,11550,10512,26500
03050,"Campello, el",0305002,2022,16671,37931,24696,21350,21664,49292
03050,"Campello, el",0305002,2021,15978,36325,23628,20650,20608,46850
03050,"Campello, el",0305002,2020,15054,34122,22213,19250,19154,43414
03050,"Campello, el",0305002,2019,15201,34490,22308,19250,19228,43626
03050,"Campello, el",0305002,2018,14531,33193,21939,18550,18643,42586
03050,"Campello, el",0305002,2017,14208,32603,21200,18550,18208,41782
03050,"Campello, el",0305002,2016,13762,32159,20583,17150,17509,40916
03050,"Campello, el",0305002,2015,13819,31708,20554,17150,17441,40018
03050,"Campello, el",0305003,2022,13198,31869,20590,17150,16513,39874
03050,"Campello, el",0305003,2021,12058,29209,18523,15750,14931,36170
03050,"Campello, el",0305003,2020,11455,27941,17654,15050,14027,34214
03050,"Campello, el",0305003,2019,11219,27375,17371,15050,13833,33753
03050,"Campello, el",0305003,2018,10811,26002,16731,14350,13418,32273
03050,"Campello, el",0305003,2017,10217,25085,15853,13650,12485,30654
03050,"Campello, el",0305003,2016,9531,23487,14987,12250,11592,28565
03050,"Campello, el",0305003,2015,9775,23156,15116,12950,11864,28105
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2022,11439,27292,16771,15750,13294,31719
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2021,10822,26057,15957,15050,12325,29677
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2020,10221,24290,15181,14000,11612,27595
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2019,9932,23630,14570,13650,11292,26868
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2018,9736,23053,14104,13650,11006,26059
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2017,9050,21978,13144,12250,10254,24902
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2016,8364,20486,12147,10850,9466,23187
03051,"Camp de Mirra, el/Campo de Mirra",0305101,2015,7900,19682,11523,10150,8775,21863
03052,Cañada,0305201,2022,11850,30489,18129,16450,14262,36695
03052,Cañada,0305201,2021,11539,29512,17319,15750,13646,34898
03052,Cañada,0305201,2020,10922,28162,16397,15050,12825,33071
03052,Cañada,0305201,2019,10804,28232,16387,14350,12694,33171
03052,Cañada,0305201,2018,10252,26652,15569,14350,12051,31327
03052,Cañada,0305201,2017,9817,25849,14969,13650,11371,29943
03052,Cañada,0305201,2016,9019,23916,13876,12250,10407,27596
03052,Cañada,0305201,2015,8748,23073,13517,11550,10193,26883
03053,Castalla,0305301,2022,11528,27353,17085,15750,13814,32776
03053,Castalla,0305301,2021,11093,26729,16558,15050,13079,31513
03053,Castalla,0305301,2020,10583,25454,15765,14350,12356,29718
03053,Castalla,0305301,2019,10439,25586,15910,14350,12396,30384
03053,Castalla,0305301,2018,10218,24720,15335,13650,11995,29017
03053,Castalla,0305301,2017,9631,23344,14456,12950,11282,27345
03053,Castalla,0305301,2016,9025,22225,13415,12250,10539,25953
03053,Castalla,0305301,2015,8833,21497,13124,11550,10284,25029
03053,Castalla,0305302,2022,11842,28689,18045,16450,14431,34959
03053,Castalla,0305302,2021,11528,28219,17233,15750,13775,33720
03053,Castalla,0305302,2020,10761,26443,16220,15050,12675,31145
03053,Castalla,0305302,2019,10718,26452,16107,14350,12620,31148
03053,Castalla,0305302,2018,10116,25162,15239,14350,11890,29574
03053,Castalla,0305302,2017,9576,23849,14377,12950,11192,27873
03053,Castalla,0305302,2016,8643,21946,13172,12250,10052,25524
03053,Castalla,0305302,2015,8442,21144,12754,11550,9786,24509
03054,Castell de Castells,0305401,2022,11589,23763,17057,15050,13533,27749
03054,Castell de Castells,0305401,2021,11249,23611,16670,13650,12922,27123
03054,Castell de Castells,0305401,2020,10737,22595,15634,13300,12229,25735
03054,Castell de Castells,0305401,2019,8408,17269,14592,12950,11416,23445
03054,Castell de Castells,0305401,2018,10091,21367,14928,14000,11323,23974
03054,Castell de Castells,0305401,2017,9434,19170,13139,12250,10551,21440
03054,Castell de Castells,0305401,2016,8437,17802,12080,11550,9405,19845
03054,Castell de Castells,0305401,2015,8756,19447,12999,11550,9704,21554
03055,Catral,0305501,2022,9702,26394,14999,13650,11158,30354
03055,Catral,0305501,2021,9028,24593,14144,12950,10331,28142
03055,Catral,0305501,2020,8333,22750,13252,12250,9426,25735
03055,Catral,0305501,2019,8290,22868,12988,12250,9386,25890
03055,Catral,0305501,2018,7861,21668,12291,11550,8886,24494
03055,Catral,0305501,2017,7401,20415,11607,10850,8346,23022
03055,Catral,0305501,2016,7019,19339,11066,10150,7890,21737
03055,Catral,0305501,2015,6887,18708,10793,10150,7710,20942
03056,Cocentaina,0305601,2022,11508,28202,16991,15750,13481,33039
03056,Cocentaina,0305601,2021,10839,26920,16071,14350,12640,31391
03056,Cocentaina,0305601,2020,10228,25794,15216,14350,11848,29878
03056,Cocentaina,0305601,2019,9989,25672,14875,13650,11541,29661
03056,Cocentaina,0305601,2018,9433,24366,14073,12950,10877,28096
03056,Cocentaina,0305601,2017,8990,23201,13498,12250,10355,26726
03056,Cocentaina,0305601,2016,8721,22653,13136,11550,10044,26090
03056,Cocentaina,0305601,2015,8411,21716,12694,11550,9665,24955
03056,Cocentaina,0305602,2022,15614,38725,23476,19950,19926,49419
03056,Cocentaina,0305602,2021,14997,37046,22699,18550,19123,47239
03056,Cocentaina,0305602,2020,14282,35385,21475,17150,17909,44372
03056,Cocentaina,0305602,2019,10715,26485,21153,17850,18079,44687
03056,Cocentaina,0305602,2018,13858,35055,20988,17150,17350,43889
03056,Cocentaina,0305602,2017,13128,33565,19916,15750,16566,42356
03056,Cocentaina,0305602,2016,12558,32511,19057,15050,15702,40651
03056,Cocentaina,0305602,2015,12877,33229,19404,14700,16084,41504
03057,Confrides,0305701,2022,10803,23196,15288,13650,12364,26546
03057,Confrides,0305701,2021,11082,22082,15529,11550,12711,25326
03057,Confrides,0305701,2020,9870,19212,14093,11550,11175,21753
03057,Confrides,0305701,2019,9373,18025,12575,10150,10555,20298
03057,Confrides,0305701,2018,9633,17282,12308,11200,10711,19218
03057,Confrides,0305701,2017,9049,16758,11898,10850,9996,18512
03057,Confrides,0305701,2016,8274,15377,11263,11200,9302,17285
03057,Confrides,0305701,2015,8411,15094,10936,9450,9202,16515
03058,Cox,0305801,2022,10320,29232,15915,13650,12145,34401
03058,Cox,0305801,2021,9676,27545,15147,13650,11575,32951
03058,Cox,0305801,2020,9242,26575,14240,12950,10636,30584
03058,Cox,0305801,2019,9073,26257,14107,12250,10458,30266
03058,Cox,0305801,2018,8665,25071,13402,11550,9982,28880
03058,Cox,0305801,2017,8123,23638,12675,10850,9423,27421
03058,Cox,0305801,2016,7971,23247,12364,10850,9168,26741
03058,Cox,0305801,2015,7639,22310,11897,10150,8798,25695
03059,Crevillent,0305901,2022,9881,27221,15007,13650,11430,31489
03059,Crevillent,0305901,2021,9268,25559,14114,12950,10669,29422
03059,Crevillent,0305901,2020,8870,24712,13517,12250,10144,28259
03059,Crevillent,0305901,2019,8701,24542,13377,12250,9930,28008
03059,Crevillent,0305901,2018,8369,23428,12873,11550,9548,26728
03059,Crevillent,0305901,2017,7860,21997,12083,10850,8949,25045
03059,Crevillent,0305901,2016,7514,21113,11575,10150,8559,24050
03059,Crevillent,0305901,2015,7242,20264,11144,9450,8242,23064
03059,Crevillent,0305902,2022,9796,26425,14816,13650,11260,30374
03059,Crevillent,0305902,2021,9169,24818,13921,12950,10500,28423
03059,Crevillent,0305902,2020,8616,23452,13159,12250,9792,26655
03059,Crevillent,0305902,2019,8368,23069,12860,11550,9455,26065
03059,Crevillent,0305902,2018,8068,21819,12285,11550,9098,24605
03059,Crevillent,0305902,2017,7599,20679,11557,10150,8549,23265
03059,Crevillent,0305902,2016,7412,20183,11239,10150,8341,22713
03059,Crevillent,0305902,2015,7170,19543,10901,10150,8061,21972
03059,Crevillent,0305903,2022,9239,25357,13863,12250,10591,29066
03059,Crevillent,0305903,2021,8776,24415,13255,11550,10051,27963
03059,Crevillent,0305903,2020,8373,23237,12634,10850,9646,26770
03059,Crevillent,0305903,2019,8415,23216,12539,10850,9525,26276
03059,Crevillent,0305903,2018,8028,22441,12126,10150,9111,25470
03059,Crevillent,0305903,2017,7701,21577,11674,10150,8732,24465
03059,Crevillent,0305903,2016,7551,21087,11289,10150,8555,23890
03059,Crevillent,0305903,2015,7006,19619,10509,9450,7893,22102
03059,Crevillent,0305904,2022,9659,27191,14866,13650,11090,31220
03059,Crevillent,0305904,2021,9079,25836,14079,12950,10404,29606
03059,Crevillent,0305904,2020,8665,24659,13391,12250,9859,28058
03059,Crevillent,0305904,2019,8515,24705,13256,12250,9671,28059
03059,Crevillent,0305904,2018,8074,23351,12553,11550,9163,26499
03059,Crevillent,0305904,2017,7666,22193,11928,10850,8685,25144
03059,Crevillent,0305904,2016,7401,21348,11489,10150,8398,24224
03059,Crevillent,0305904,2015,7090,20221,11051,10150,8003,22825
03059,Crevillent,0305905,2022,10484,27760,16109,15050,12220,32356
03059,Crevillent,0305905,2021,9854,26290,15155,14350,11438,30515
03059,Crevillent,0305905,2020,9379,25106,14437,13650,10762,28809
03059,Crevillent,0305905,2019,9215,24967,14246,12950,10598,28715
03059,Crevillent,0305905,2018,8793,23385,13568,12950,10103,26870
03059,Crevillent,0305905,2017,8328,22038,12824,11550,9546,25261
03059,Crevillent,0305905,2016,7873,20877,12057,11550,9031,23948
03059,Crevillent,0305905,2015,7448,19988,11441,10850,8564,22984
03060,Quatretondeta,0306001,2022,11297,20981,15755,15050,12482,23181
03060,Quatretondeta,0306001,2021,10807,20960,14772,14350,11950,23176
03060,Quatretondeta,0306001,2020,10322,18842,14564,12950,11333,20687
03060,Quatretondeta,0306001,2019,10107,19372,13854,12950,11158,21387
03060,Quatretondeta,0306001,2018,10876,20173,14821,14350,12144,22525
03060,Quatretondeta,0306001,2017,9826,18117,13681,12950,11243,20729
03060,Quatretondeta,0306001,2016,8931,16397,13143,11550,10078,18504
03060,Quatretondeta,0306001,2015,9436,16925,12413,12250,10560,18941
03061,Daya Nueva,0306101,2022,10429,25039,16008,15050,12049,28927
03061,Daya Nueva,0306101,2021,9736,23477,14570,12950,11152,26891
03061,Daya Nueva,0306101,2020,8998,22195,13542,12250,10269,25331
03061,Daya Nueva,0306101,2019,8855,21608,13247,12950,10050,24525
03061,Daya Nueva,0306101,2018,8254,20917,12546,11550,9336,23659
03061,Daya Nueva,0306101,2017,7701,19717,11726,10850,8711,22302
03061,Daya Nueva,0306101,2016,7204,19040,11087,10150,8130,21489
03061,Daya Nueva,0306101,2015,7308,19248,11039,10150,8275,21793
03062,Daya Vieja,0306201,2022,11345,25185,17843,15750,13270,29458
03062,Daya Vieja,0306201,2021,10237,23285,16854,14350,11837,26926
03062,Daya Vieja,0306201,2020,8382,19207,14661,13650,9523,21820
03062,Daya Vieja,0306201,2019,8485,19571,13583,12950,9757,22504
03062,Daya Vieja,0306201,2018,7905,18199,12708,11550,9066,20872
03062,Daya Vieja,0306201,2017,7492,17448,12340,11550,8519,19839
03062,Daya Vieja,0306201,2016,6223,15995,11274,10150,7116,18289
03062,Daya Vieja,0306201,2015,7198,17554,11895,10850,8191,19974
03063,Dénia,0306301,2022,11974,26527,17340,15050,14505,32132
03063,Dénia,0306301,2021,11680,25541,16666,14350,14134,30907
03063,Dénia,0306301,2020,11272,24940,16129,12950,13531,29938
03063,Dénia,0306301,2019,11038,24807,15896,13650,13235,29745
03063,Dénia,0306301,2018,10455,23492,15075,12950,12501,28089
03063,Dénia,0306301,2017,10193,22553,14659,11550,12168,26925
03063,Dénia,0306301,2016,9718,21609,14028,11550,11565,25716
03063,Dénia,0306301,2015,9436,20950,13661,10850,11223,24918
03063,Dénia,0306302,2022,13727,33384,20780,17150,17229,41902
03063,Dénia,0306302,2021,13259,31916,19959,16450,16590,39935
03063,Dénia,0306302,2020,12205,29749,18410,15050,15119,36852
03063,Dénia,0306302,2019,12034,29746,18150,15050,14786,36547
03063,Dénia,0306302,2018,11472,28421,17360,13650,14118,34976
03063,Dénia,0306302,2017,10954,27390,16520,12950,13422,33562
03063,Dénia,0306302,2016,10325,25791,15793,12250,12760,31874
03063,Dénia,0306302,2015,10192,25547,15308,12250,12343,30939
03063,Dénia,0306303,2022,12484,32176,19350,17150,15314,39472
03063,Dénia,0306303,2021,11871,30485,18334,15750,14442,37089
03063,Dénia,0306303,2020,11103,28883,17188,14350,13335,34691
03063,Dénia,0306303,2019,11083,28740,16996,14350,13360,34644
03063,Dénia,0306303,2018,10831,27891,16523,14350,13113,33768
03063,Dénia,0306303,2017,10215,26308,15562,13650,12315,31717
03063,Dénia,0306303,2016,9847,25216,15179,12950,11832,30301
03063,Dénia,0306303,2015,9630,24474,14735,12250,11473,29160
03063,Dénia,0306304,2022,10382,28461,15750,14350,12183,33399
03063,Dénia,0306304,2021,9899,26799,14949,13650,11513,31169
03063,Dénia,0306304,2020,9192,25073,14234,12950,10732,29273
03063,Dénia,0306304,2019,9257,25530,14088,12950,10687,29475
03063,Dénia,0306304,2018,8741,23949,13309,12250,10079,27616
03063,Dénia,0306304,2017,8399,23017,12797,11550,9679,26524
03063,Dénia,0306304,2016,7989,22157,12169,10850,9186,25476
03063,Dénia,0306304,2015,7740,21559,11812,10150,8887,24756
03064,Dolores,0306401,2022,9471,25449,14416,12950,10905,29304
03064,Dolores,0306401,2021,8999,24250,13695,12250,10285,27715
03064,Dolores,0306401,2020,8570,22997,13105,11550,9769,26213
03064,Dolores,0306401,2019,8346,22762,12786,11550,9463,25808
03064,Dolores,0306401,2018,7856,21520,12102,10850,8918,24428
03064,Dolores,0306401,2017,7374,20369,11389,10150,8312,22960
03064,Dolores,0306401,2016,6970,19195,10751,9450,7827,21556
03064,Dolores,0306401,2015,6718,18485,10329,9450,7535,20733
03064,Dolores,0306402,2022,8684,23290,13939,11550,10006,26835
03064,Dolores,0306402,2021,7961,21561,12374,10150,9066,24555
03064,Dolores,0306402,2020,7283,19173,11548,10150,8275,21785
03064,Dolores,0306402,2019,7283,19260,11344,9450,8284,21907
03064,Dolores,0306402,2018,7001,18302,10716,9450,7893,20636
03064,Dolores,0306402,2017,6371,16918,9840,8750,7087,18817
03064,Dolores,0306402,2016,5915,15502,9099,8050,6516,17078
03064,Dolores,0306402,2015,5860,15725,8991,8050,6447,17300
03065,Elx/Elche,0306501,2022,13007,35548,20085,17150,16000,43728
03065,Elx/Elche,0306501,2021,11983,32947,18671,16450,14708,40438
03065,Elx/Elche,0306501,2020,11424,31744,17780,15050,13780,38291
03065,Elx/Elche,0306501,2019,11177,31291,17448,15050,13450,37654
03065,Elx/Elche,0306501,2018,10672,29961,16667,14350,12837,36039
03065,Elx/Elche,0306501,2017,10181,28569,15890,13650,12211,34267
03065,Elx/Elche,0306501,2016,9788,27577,15259,12950,11703,32974
03065,Elx/Elche,0306501,2015,9398,26305,14652,12950,11217,31394
03065,Elx/Elche,0306502,2022,12816,35565,19976,17150,15989,44370
03065,Elx/Elche,0306502,2021,11976,33496,18724,15750,14728,41192
03065,Elx/Elche,0306502,2020,11473,32232,18003,15050,13966,39235
03065,Elx/Elche,0306502,2019,11085,31336,17415,15050,13484,38117
03065,Elx/Elche,0306502,2018,10832,30643,17006,14350,13257,37501
03065,Elx/Elche,0306502,2017,10170,28710,15952,12950,12446,35135
03065,Elx/Elche,0306502,2016,9677,27377,15129,12250,11725,33174
03065,Elx/Elche,0306502,2015,9346,26301,14607,12250,11275,31731
03065,Elx/Elche,0306503,2022,8129,22161,12245,11550,8970,24453
03065,Elx/Elche,0306503,2021,7656,20940,11535,10850,8396,22963
03065,Elx/Elche,0306503,2020,7191,19914,10902,10150,7859,21764
03065,Elx/Elche,0306503,2019,7080,19871,10782,10150,7750,21752
03065,Elx/Elche,0306503,2018,6804,18852,10300,9450,7454,20654
03065,Elx/Elche,0306503,2017,6485,17948,9817,8750,7099,19649
03065,Elx/Elche,0306503,2016,6164,17355,9349,8750,6740,18976
03065,Elx/Elche,0306503,2015,6039,16814,9127,8750,6583,18328
03065,Elx/Elche,0306504,2022,9604,25949,14607,13650,10866,29359
03065,Elx/Elche,0306504,2021,9036,24673,13747,12950,10161,27745
03065,Elx/Elche,0306504,2020,8554,23600,13042,12250,9566,26392
03065,Elx/Elche,0306504,2019,8425,23622,12909,12250,9422,26415
03065,Elx/Elche,0306504,2018,8091,22691,12409,11550,9053,25388
03065,Elx/Elche,0306504,2017,7651,21572,11750,10850,8560,24134
03065,Elx/Elche,0306504,2016,7232,20610,11119,10150,8073,23006
03065,Elx/Elche,0306504,2015,6982,19830,10717,10150,7783,22103
03065,Elx/Elche,0306505,2022,11340,28510,16810,14350,13417,33729
03065,Elx/Elche,0306505,2021,10758,27284,15987,13650,12712,32239
03065,Elx/Elche,0306505,2020,10193,26055,15192,12950,11920,30471
03065,Elx/Elche,0306505,2019,10034,26096,14994,12950,11746,30550
03065,Elx/Elche,0306505,2018,9552,24891,14289,12250,11207,29202
03065,Elx/Elche,0306505,2017,9083,23871,13627,11550,10628,27932
03065,Elx/Elche,0306505,2016,8674,23196,13046,10850,10101,27013
03065,Elx/Elche,0306505,2015,8472,22474,12724,10850,9843,26109
03065,Elx/Elche,0306506,2022,10198,27466,15550,14350,11790,31755
03065,Elx/Elche,0306506,2021,9534,25919,14576,13650,10966,29810
03065,Elx/Elche,0306506,2020,9151,25138,14054,12250,10482,28794
03065,Elx/Elche,0306506,2019,8862,24565,13601,12250,10116,28042
03065,Elx/Elche,0306506,2018,8395,23173,12985,11550,9635,26598
03065,Elx/Elche,0306506,2017,8013,22208,12341,11550,9241,25610
03065,Elx/Elche,0306506,2016,7582,21286,11695,10850,8619,24197
03065,Elx/Elche,0306506,2015,7354,20556,11293,10150,8344,23324
03065,Elx/Elche,0306507,2022,12063,31521,18469,15750,14618,38198
03065,Elx/Elche,0306507,2021,11294,29705,17255,15050,13579,35714
03065,Elx/Elche,0306507,2020,10613,28175,16276,13650,12597,33441
03065,Elx/Elche,0306507,2019,10505,27992,16151,13650,12469,33225
03065,Elx/Elche,0306507,2018,9954,26566,15301,12950,11837,31590
03065,Elx/Elche,0306507,2017,9425,25230,14465,12250,11178,29921
03065,Elx/Elche,0306507,2016,8923,24245,13796,11550,10517,28576
03065,Elx/Elche,0306507,2015,8663,23403,13310,11550,10176,27488
03066,Elda,0306601,2022,8343,20196,12205,11550,9241,22370
03066,Elda,0306601,2021,7788,19133,11349,10150,8552,21010
03066,Elda,0306601,2020,7366,18208,10765,10150,8056,19912
03066,Elda,0306601,2019,7282,18297,10604,10150,7955,19989
03066,Elda,0306601,2018,6902,17362,10089,9450,7544,18979
03066,Elda,0306601,2017,6525,16430,9600,8750,7144,17990
03066,Elda,0306601,2016,6265,16043,9223,8750,6833,17498
03066,Elda,0306601,2015,6234,15812,9159,8750,6787,17215
03066,Elda,0306602,2022,10638,26084,15816,14350,12382,30358
03066,Elda,0306602,2021,10183,24970,15052,13650,11707,28706
03066,Elda,0306602,2020,8866,21819,14154,12950,11027,27139
03066,Elda,0306602,2019,9713,24278,14471,12950,11153,27878
03066,Elda,0306602,2018,9164,23130,13578,12250,10466,26415
03066,Elda,0306602,2017,8641,21996,12918,11550,9892,25180
03066,Elda,0306602,2016,8344,21279,12476,10850,9531,24307
03066,Elda,0306602,2015,8081,20791,12138,10850,9233,23756
03066,Elda,0306603,2022,10963,29049,16889,15050,12945,34298
03066,Elda,0306603,2021,10491,27689,16033,14350,12310,32488
03066,Elda,0306603,2020,9873,25897,14945,12950,11457,30052
03066,Elda,0306603,2019,9526,25157,14426,12950,11067,29229
03066,Elda,0306603,2018,9499,25154,14420,12250,11087,29361
03066,Elda,0306603,2017,8909,23872,13448,11550,10360,27762
03066,Elda,0306603,2016,8391,22664,12869,10850,9818,26518
03066,Elda,0306603,2015,7984,21700,12106,10150,9262,25175
03066,Elda,0306604,2022,10849,27671,16283,14350,12720,32444
03066,Elda,0306604,2021,10288,26231,15423,13650,11967,30513
03066,Elda,0306604,2020,9820,25354,14787,12950,11369,29354
03066,Elda,0306604,2019,9604,24969,14644,12950,11273,29308
03066,Elda,0306604,2018,9254,24180,13958,12250,10716,28001
